Date,Year,Month,Month_Name,Week,Day_Of_Week,Day_Name,Is_Weekend,Special_Event,Is_Special_Event,Is_OSU_Football,Is_Holiday,Group_Rooms_On_Books,Group_Events_Inhouse,Transient_Rooms_Available,Transient_Demand_Unconstrained,Transient_Rooms_Sold,Transient_Rooms_Turned_Away,Transient_ADR,Transient_Occ_Of_Available,Transient_Revenue,Transient_Yield_Pct,Total_Rooms_Sold,Rooms_to_Capacity,Total_Occupancy_Pct,Transient_RevPAR,Displacement_Cost_Per_Room,Total_Displacement_Cost,Displacement_Pressure,Demand_Tier,Demand_Tier_3,Rate_Strategy,Market_Occ_Pct,Market_ADR,ADR_Index,Market_RevPAR,Transient_Pace_7d,Transient_Pace_14d,Transient_Pace_30d,Pace_Index,Pace_vs_Prior_Year,Pace_Status
2023-09-03,2023,9,Sep,35,6,Sunday,1,OSU Football,1,1,0,56,1,164,218,164,54,207.22,100.0,33984.08,100.0,220,0,100.0,154.47,207.22,11604.32,High,Peak,Peak,Premium_Event,97.0,194.32,1.066,188.49,103.9,116.5,110.3,0.942,,
2023-09-04,2023,9,Sep,36,0,Monday,0,,0,0,0,143,3,77,192,77,115,180.49,100.0,13897.73,100.0,220,0,100.0,63.17,180.49,25810.07,High,High,Peak,Rack,94.6,165.7,1.089,156.75,114.9,111.8,109.8,1.046,,
2023-09-05,2023,9,Sep,36,1,Tuesday,0,,0,0,0,53,1,167,214,167,47,186.13,100.0,31083.71,100.0,220,0,100.0,141.29,186.13,9864.89,High,Peak,Peak,Rack,95.7,167.55,1.111,160.35,138.7,116.3,112.4,1.234,,
2023-09-06,2023,9,Sep,36,2,Wednesday,0,,0,0,0,78,3,142,218,142,76,186.87,100.0,26535.54,100.0,220,0,100.0,120.62,186.87,14575.86,High,Peak,Peak,Rack,94.7,172.77,1.082,163.61,151.1,112.8,112.9,1.338,,
2023-09-07,2023,9,Sep,36,3,Thursday,0,,0,0,0,48,1,172,203,172,31,187.15,100.0,32189.8,100.0,220,0,100.0,146.32,187.15,8983.2,High,Peak,Peak,Rack,95.4,173.19,1.081,165.22,153.0,111.9,117.0,1.308,,
2023-09-08,2023,9,Sep,36,4,Friday,0,,0,0,0,24,1,196,151,151,0,169.72,77.0,25627.72,77.0,175,45,79.5,116.49,169.72,4073.28,Low,Moderate,Shoulder,Standard,76.0,153.66,1.105,116.78,155.9,114.6,116.3,1.34,,
2023-09-09,2023,9,Sep,36,5,Saturday,1,,0,0,0,0,0,220,133,133,0,173.23,60.5,23039.59,60.5,133,87,60.5,104.73,173.23,0.0,Low,Moderate,Shoulder,Standard,57.7,159.75,1.084,92.18,143.7,115.4,116.3,1.236,,
2023-09-10,2023,9,Sep,36,6,Sunday,1,,0,0,0,147,2,73,99,73,26,170.95,100.0,12479.35,100.0,220,0,100.0,56.72,170.95,25129.65,Medium,Low,Low,Promotional,95.0,152.87,1.118,145.23,130.7,117.3,117.2,1.115,,
2023-09-11,2023,9,Sep,37,0,Monday,0,,0,0,0,147,2,73,186,73,113,171.91,100.0,12549.43,100.0,220,0,100.0,57.04,171.91,25270.77,High,High,Peak,Rack,94.9,155.14,1.108,147.23,130.1,122.5,117.9,1.103,,
2023-09-12,2023,9,Sep,37,1,Tuesday,0,,0,0,0,220,5,0,210,0,210,188.98,0.0,0.0,,220,0,100.0,0.0,188.98,41575.6,Sold Out,Peak,Peak,Rack,95.0,174.46,1.083,165.74,106.3,122.5,115.3,0.922,,
2023-09-13,2023,9,Sep,37,2,Wednesday,0,,0,0,0,220,5,0,218,0,218,188.0,0.0,0.0,,220,0,100.0,0.0,188.0,41360.0,Sold Out,Peak,Peak,Rack,96.5,167.78,1.121,161.91,86.0,118.6,110.5,0.778,,
2023-09-14,2023,9,Sep,37,3,Thursday,0,,0,0,0,163,4,57,181,57,124,191.46,100.0,10913.22,100.0,220,0,100.0,49.61,191.46,31207.98,High,High,Peak,Rack,92.5,172.04,1.113,159.14,69.6,111.3,106.1,0.656,,
2023-09-15,2023,9,Sep,37,4,Friday,0,,0,0,0,86,2,134,146,134,12,170.89,100.0,22899.26,100.0,220,0,100.0,104.09,170.89,14696.54,Medium,Moderate,Shoulder,Standard,96.1,153.88,1.111,147.88,67.1,111.5,105.3,0.637,,
2023-09-16,2023,9,Sep,37,5,Saturday,1,OSU Football,1,1,0,88,2,132,218,132,86,225.0,100.0,29700.0,100.0,220,0,100.0,135.0,225.0,19800.0,High,Peak,Peak,Premium_Event,92.8,199.92,1.125,185.53,67.0,105.4,107.2,0.625,,
2023-09-17,2023,9,Sep,37,6,Sunday,1,OSU Football,1,1,0,107,2,113,218,113,105,211.91,100.0,23945.83,100.0,220,0,100.0,108.84,211.91,22674.37,High,Peak,Peak,Premium_Event,92.5,205.28,1.032,189.88,72.7,101.7,108.6,0.669,,
2023-09-18,2023,9,Sep,38,0,Monday,0,,0,0,0,75,1,145,166,145,21,178.54,100.0,25888.3,100.0,220,0,100.0,117.67,178.54,13390.5,Medium,High,Peak,Rack,93.4,164.04,1.088,153.21,83.0,106.6,109.6,0.757,,
2023-09-19,2023,9,Sep,38,1,Tuesday,0,,0,0,0,146,3,74,218,74,144,184.53,100.0,13655.22,100.0,220,0,100.0,62.07,184.53,26941.38,High,Peak,Peak,Rack,95.1,170.86,1.08,162.49,93.6,99.9,109.1,0.858,,
2023-09-20,2023,9,Sep,38,2,Wednesday,0,,0,0,0,133,4,87,211,87,124,183.92,100.0,16001.04,100.0,220,0,100.0,72.73,183.92,24461.36,High,Peak,Peak,Rack,95.3,172.62,1.065,164.51,106.0,96.0,107.3,0.988,,
2023-09-21,2023,9,Sep,38,3,Thursday,0,,0,0,0,175,6,45,186,45,141,194.71,100.0,8761.95,100.0,220,0,100.0,39.83,194.71,34074.25,High,High,Peak,Rack,94.0,188.67,1.032,177.35,104.3,86.9,105.3,0.991,,
2023-09-22,2023,9,Sep,38,4,Friday,0,,0,0,0,14,1,206,157,157,0,172.08,76.2,27016.56,76.2,171,49,77.7,122.8,172.08,2409.12,Low,Moderate,Shoulder,Standard,75.1,151.97,1.132,114.13,107.6,87.4,104.2,1.033,,
2023-09-23,2023,9,Sep,38,5,Saturday,1,OSU Football,1,1,0,137,3,83,218,83,135,225.0,100.0,18675.0,100.0,220,0,100.0,84.89,225.0,30825.0,High,Peak,Peak,Premium_Event,96.5,212.91,1.057,205.46,100.6,83.8,100.8,0.998,,
2023-09-24,2023,9,Sep,38,6,Sunday,1,OSU Football,1,1,0,83,2,137,218,137,81,212.04,100.0,29049.48,100.0,220,0,100.0,132.04,212.04,17599.32,High,Peak,Peak,Premium_Event,92.1,199.39,1.063,183.64,104.0,88.4,101.6,1.024,,
2023-09-25,2023,9,Sep,39,0,Monday,0,,0,0,0,170,3,50,162,50,112,184.92,100.0,9246.0,100.0,220,0,100.0,42.03,184.92,31436.4,High,High,Peak,Rack,94.2,170.83,1.082,160.92,90.4,86.7,99.2,0.911,,
2023-09-26,2023,9,Sep,39,1,Tuesday,0,,0,0,0,106,2,114,218,114,104,183.12,100.0,20875.68,100.0,220,0,100.0,94.89,183.12,19410.72,High,Peak,Peak,Rack,93.2,174.86,1.047,162.97,96.1,94.9,101.4,0.948,,
2023-09-27,2023,9,Sep,39,2,Wednesday,0,,0,0,0,213,5,7,218,7,211,185.88,100.0,1301.16,100.0,220,0,100.0,5.91,185.88,39592.44,High,Peak,Peak,Rack,94.9,173.83,1.069,164.96,84.7,95.4,101.7,0.833,,
2023-09-28,2023,9,Sep,39,3,Thursday,0,,0,0,0,80,1,140,179,140,39,180.51,100.0,25271.4,100.0,220,0,100.0,114.87,180.51,14440.8,High,High,Peak,Rack,93.9,170.08,1.061,159.71,98.3,101.3,106.3,0.925,,
2023-09-29,2023,9,Sep,39,4,Friday,0,,0,0,0,80,1,140,144,140,4,181.93,100.0,25470.2,100.0,220,0,100.0,115.77,181.93,14554.4,Low,Moderate,Shoulder,Standard,96.4,169.87,1.071,163.75,95.9,101.7,109.2,0.878,,
2023-09-30,2023,9,Sep,39,5,Saturday,1,,0,0,0,75,1,145,137,137,0,178.63,94.5,24472.31,94.5,212,8,96.4,111.24,178.63,13397.25,Low,Moderate,Shoulder,Standard,91.9,172.23,1.037,158.28,103.6,102.1,108.4,0.956,,
2023-10-01,2023,10,Oct,39,6,Sunday,1,,0,0,0,0,0,220,90,90,0,168.12,40.9,15130.8,40.9,90,130,40.9,68.78,168.12,0.0,Low,Low,Low,Promotional,37.9,156.51,1.074,59.32,96.9,100.4,107.1,0.905,,
2023-10-02,2023,10,Oct,40,0,Monday,0,,0,0,0,25,1,195,212,195,17,181.52,100.0,35396.4,100.0,220,0,100.0,160.89,181.52,4538.0,Medium,Peak,Peak,Rack,94.4,161.16,1.126,152.14,117.6,104.0,106.3,1.106,,
2023-10-03,2023,10,Oct,40,1,Tuesday,0,,0,0,0,88,3,132,218,132,86,190.06,100.0,25087.92,100.0,220,0,100.0,114.04,190.06,16725.28,High,Peak,Peak,Rack,95.0,184.07,1.033,174.87,120.1,108.1,105.2,1.142,,
2023-10-04,2023,10,Oct,40,2,Wednesday,0,,0,0,0,220,4,0,218,0,218,191.9,0.0,0.0,,220,0,100.0,0.0,191.9,42218.0,Sold Out,Peak,Peak,Rack,94.9,184.88,1.038,175.45,119.1,101.9,102.7,1.16,,
2023-10-05,2023,10,Oct,40,3,Thursday,0,,0,0,0,137,2,83,193,83,110,184.85,100.0,15342.55,100.0,220,0,100.0,69.74,184.85,25324.45,High,High,Peak,Rack,92.6,164.89,1.121,152.69,111.0,104.6,99.9,1.111,,
2023-10-06,2023,10,Oct,40,4,Friday,0,,0,0,0,0,0,220,138,138,0,169.67,62.7,23414.46,62.7,138,82,62.7,106.43,169.67,0.0,Low,Moderate,Shoulder,Standard,59.7,150.9,1.124,90.09,110.7,103.3,99.7,1.11,,
2023-10-07,2023,10,Oct,40,5,Saturday,1,OSU Football,1,1,0,49,3,171,218,171,47,225.0,100.0,38475.0,100.0,220,0,100.0,174.89,225.0,11025.0,High,Peak,Peak,Premium_Event,95.9,207.28,1.085,198.78,115.6,109.6,99.7,1.159,,
2023-10-08,2023,10,Oct,40,6,Sunday,1,OSU Football,1,1,0,100,2,120,218,120,98,214.39,100.0,25726.8,100.0,220,0,100.0,116.94,214.39,21439.0,High,Peak,Peak,Premium_Event,96.7,190.88,1.123,184.58,119.9,108.4,98.7,1.215,,
2023-10-09,2023,10,Oct,41,0,Monday,0,,0,0,0,34,1,186,211,186,25,182.22,100.0,33892.92,100.0,220,0,100.0,154.06,182.22,6195.48,Medium,Peak,Peak,Rack,96.9,175.63,1.038,170.19,118.6,118.1,100.4,1.181,,
2023-10-10,2023,10,Oct,41,1,Tuesday,0,,0,0,0,59,1,161,200,161,39,188.18,100.0,30296.98,100.0,220,0,100.0,137.71,188.18,11102.62,High,Peak,Peak,Rack,92.8,181.04,1.039,168.01,122.7,121.4,103.4,1.187,,
2023-10-11,2023,10,Oct,41,2,Wednesday,0,,0,0,0,59,1,161,218,161,57,196.87,100.0,31696.07,100.0,220,0,100.0,144.07,196.87,11615.33,High,Peak,Peak,Rack,94.6,185.48,1.061,175.46,145.7,132.4,106.3,1.371,,
2023-10-12,2023,10,Oct,41,3,Thursday,0,,0,0,0,72,1,148,209,148,61,198.62,100.0,29395.76,100.0,220,0,100.0,133.62,198.62,14300.64,High,Peak,Peak,Rack,94.0,183.19,1.084,172.2,155.0,133.0,111.2,1.394,,
2023-10-13,2023,10,Oct,41,4,Friday,0,,0,0,0,139,2,81,165,81,84,186.66,100.0,15119.46,100.0,220,0,100.0,68.72,186.66,25945.74,High,High,Peak,Rack,95.2,167.22,1.116,159.19,146.9,128.8,113.9,1.29,,
2023-10-14,2023,10,Oct,41,5,Saturday,1,,0,0,0,89,2,131,148,131,17,192.14,100.0,25170.34,100.0,220,0,100.0,114.41,192.14,17100.46,Medium,Moderate,Shoulder,Standard,93.8,180.27,1.066,169.09,141.1,128.4,116.4,1.212,,
2023-10-15,2023,10,Oct,41,6,Sunday,1,Columbus Marathon,1,0,0,121,3,99,218,99,119,187.84,100.0,18596.16,100.0,220,0,100.0,84.53,187.84,22728.64,High,Peak,Peak,Rack,93.2,172.53,1.089,160.8,138.1,129.0,115.2,1.199,,
2023-10-16,2023,10,Oct,42,0,Monday,0,,0,0,0,0,0,220,207,207,0,185.64,94.1,38427.48,94.1,207,13,94.1,174.67,185.64,0.0,Low,Peak,Peak,Rack,90.7,164.45,1.129,149.16,141.1,129.9,117.7,1.199,,
2023-10-17,2023,10,Oct,42,1,Tuesday,0,,0,0,0,150,2,70,209,70,139,192.77,100.0,13493.9,100.0,220,0,100.0,61.34,192.77,28915.5,High,Peak,Peak,Rack,92.9,171.17,1.126,159.02,128.1,125.4,116.3,1.101,,
2023-10-18,2023,10,Oct,42,2,Wednesday,0,,0,0,0,220,6,0,202,0,202,194.09,0.0,0.0,,220,0,100.0,0.0,194.09,42699.8,Sold Out,Peak,Peak,Rack,95.7,186.1,1.043,178.1,105.1,125.4,111.5,0.943,,
2023-10-19,2023,10,Oct,42,3,Thursday,0,,0,0,0,220,7,0,215,0,215,180.38,0.0,0.0,,220,0,100.0,0.0,180.38,39683.6,Sold Out,Peak,Peak,Rack,92.5,170.79,1.056,157.98,84.0,119.5,109.0,0.771,,
2023-10-20,2023,10,Oct,42,4,Friday,0,,0,0,0,205,4,15,144,15,129,187.15,100.0,2807.25,100.0,220,0,100.0,12.76,187.15,38365.75,High,Moderate,Shoulder,Standard,95.1,167.61,1.117,159.4,74.6,110.7,106.6,0.7,,
2023-10-21,2023,10,Oct,42,5,Saturday,1,OSU Football,1,1,0,127,3,93,218,93,125,225.0,100.0,20925.0,100.0,220,0,100.0,95.11,225.0,28575.0,High,Peak,Peak,Premium_Event,95.8,208.43,1.079,199.68,69.1,105.1,108.2,0.639,,
2023-10-22,2023,10,Oct,42,6,Sunday,1,OSU Football,1,1,0,63,1,157,218,157,61,222.43,100.0,34921.51,100.0,220,0,100.0,158.73,222.43,14013.09,High,Peak,Peak,Premium_Event,94.8,197.34,1.127,187.08,77.4,107.8,108.2,0.715,,
2023-10-23,2023,10,Oct,43,0,Monday,0,,0,0,0,25,1,195,201,195,6,174.08,100.0,33945.6,100.0,220,0,100.0,154.3,174.08,4352.0,Low,Peak,Peak,Rack,94.0,154.53,1.127,145.26,75.7,108.4,111.9,0.676,,
2023-10-24,2023,10,Oct,43,1,Tuesday,0,,0,0,0,88,3,132,214,132,82,194.71,100.0,25701.72,100.0,220,0,100.0,116.83,194.71,17134.48,High,Peak,Peak,Rack,93.2,176.53,1.103,164.53,84.6,106.4,111.8,0.757,,
2023-10-25,2023,10,Oct,43,2,Wednesday,0,,0,0,0,0,0,220,218,218,0,193.68,99.1,42222.24,99.1,218,2,99.1,191.92,193.68,0.0,Low,Peak,Peak,Rack,93.3,179.96,1.076,167.9,115.7,110.4,117.4,0.986,,
2023-10-26,2023,10,Oct,43,3,Thursday,0,,0,0,0,0,0,220,183,183,0,185.43,83.2,33933.69,83.2,183,37,83.2,154.24,185.43,0.0,Low,High,Peak,Rack,78.7,163.25,1.136,128.48,141.9,112.9,119.7,1.185,,
2023-10-27,2023,10,Oct,43,4,Friday,0,,0,0,0,0,0,220,168,168,0,170.17,76.4,28588.56,76.4,168,52,76.4,129.95,170.17,0.0,Low,High,Peak,Rack,73.9,164.87,1.032,121.84,163.7,119.1,125.0,1.31,,
2023-10-28,2023,10,Oct,43,5,Saturday,1,,0,0,0,68,2,152,144,144,0,184.55,94.7,26575.2,94.7,212,8,96.4,120.8,184.55,12549.4,Low,Moderate,Shoulder,Standard,89.1,168.71,1.094,150.32,171.0,120.1,125.2,1.366,,
2023-10-29,2023,10,Oct,43,6,Sunday,1,,0,0,0,88,3,132,102,102,0,173.32,77.3,17678.64,77.3,190,30,86.4,80.36,173.32,15252.16,Low,Low,Low,Promotional,80.8,159.13,1.089,128.58,163.1,120.3,123.9,1.316,,
2023-10-30,2023,10,Oct,44,0,Monday,0,,0,0,0,142,2,78,172,78,94,183.59,100.0,14320.02,100.0,220,0,100.0,65.09,183.59,26069.78,High,High,Peak,Rack,94.5,167.69,1.095,158.47,146.4,111.1,121.9,1.201,,
2023-10-31,2023,10,Oct,44,1,Tuesday,0,,0,0,0,142,2,78,218,78,140,191.49,100.0,14936.22,100.0,220,0,100.0,67.89,191.49,27191.58,High,Peak,Peak,Rack,95.0,183.12,1.046,173.96,138.7,111.6,121.5,1.142,,
2023-11-01,2023,11,Nov,44,2,Wednesday,0,,0,0,0,87,1,133,161,133,28,185.55,100.0,24678.15,100.0,220,0,100.0,112.17,185.55,16142.85,Medium,High,Peak,Rack,94.3,172.99,1.073,163.13,126.6,121.1,119.5,1.059,,
2023-11-02,2023,11,Nov,44,3,Thursday,0,,0,0,0,111,1,109,148,109,39,179.22,100.0,19534.98,100.0,220,0,100.0,88.8,179.22,19893.42,High,Moderate,Shoulder,Standard,92.9,164.31,1.091,152.64,116.0,128.9,118.7,0.977,,
2023-11-03,2023,11,Nov,44,4,Friday,0,,0,0,0,177,3,43,113,43,70,175.24,100.0,7535.32,100.0,220,0,100.0,34.25,175.24,31017.48,High,Low,Low,Promotional,96.0,158.87,1.103,152.52,98.1,130.9,120.1,0.817,,
2023-11-04,2023,11,Nov,44,5,Saturday,1,OSU Football,1,1,0,171,3,49,218,49,169,213.38,100.0,10455.62,100.0,220,0,100.0,47.53,213.38,36487.98,High,Peak,Peak,Premium_Event,94.1,194.03,1.1,182.58,84.6,127.8,119.0,0.711,,
2023-11-05,2023,11,Nov,44,6,Sunday,1,OSU Football,1,1,0,180,3,40,218,40,178,206.41,100.0,8256.4,100.0,220,0,100.0,37.53,206.41,37153.8,High,Peak,Peak,Premium_Event,96.8,198.1,1.042,191.76,75.7,119.4,115.7,0.654,,
2023-11-06,2023,11,Nov,45,0,Monday,0,,0,0,0,90,1,130,140,130,10,161.01,100.0,20931.3,100.0,220,0,100.0,95.14,161.01,14490.9,Low,Moderate,Shoulder,Standard,96.0,155.67,1.034,149.44,83.1,114.8,114.4,0.726,,
2023-11-07,2023,11,Nov,45,1,Tuesday,0,,0,0,0,220,4,0,196,0,196,187.56,0.0,0.0,,220,0,100.0,0.0,187.56,41263.2,Sold Out,Peak,Peak,Rack,92.7,167.64,1.119,155.4,72.0,105.4,110.4,0.652,,
2023-11-08,2023,11,Nov,45,2,Wednesday,0,,0,0,0,213,3,7,196,7,189,177.6,100.0,1243.2,100.0,220,0,100.0,5.65,177.6,37828.8,High,Peak,Peak,Rack,95.2,172.25,1.031,163.98,54.0,90.3,104.4,0.517,,
2023-11-09,2023,11,Nov,45,3,Thursday,0,,0,0,0,17,1,203,149,149,0,168.97,73.4,25176.53,73.4,166,54,75.5,114.44,168.97,2872.49,Low,Moderate,Shoulder,Standard,69.7,161.37,1.047,112.47,59.7,87.9,104.0,0.574,,
2023-11-10,2023,11,Nov,45,4,Friday,0,,0,0,0,54,1,166,119,119,0,160.25,71.7,19069.75,71.7,173,47,78.6,86.68,160.25,8653.5,Low,Moderate,Shoulder,Standard,75.8,145.87,1.099,110.57,70.6,84.4,102.6,0.688,,
2023-11-11,2023,11,Nov,45,5,Saturday,1,,0,0,0,190,3,30,130,30,100,184.15,100.0,5524.5,100.0,220,0,100.0,25.11,184.15,34988.5,High,Moderate,Shoulder,Standard,92.8,168.95,1.09,156.79,67.9,76.2,98.7,0.688,,
2023-11-12,2023,11,Nov,45,6,Sunday,1,,0,0,0,86,1,134,75,75,0,145.09,56.0,10881.75,56.0,161,59,73.2,49.46,145.09,12477.74,Low,Low,Low,Promotional,67.5,137.51,1.055,92.82,72.9,74.3,98.5,0.74,,
2023-11-13,2023,11,Nov,46,0,Monday,0,,0,0,0,0,0,220,168,168,0,160.71,76.4,26999.28,76.4,168,52,76.4,122.72,160.71,0.0,Low,High,Peak,Rack,71.9,147.12,1.092,105.78,78.3,80.7,99.7,0.785,,
2023-11-14,2023,11,Nov,46,1,Tuesday,0,,0,0,0,0,0,220,186,186,0,176.87,84.5,32897.82,84.5,186,34,84.5,149.54,176.87,0.0,Low,High,Peak,Rack,80.9,165.33,1.07,133.75,104.9,88.4,102.6,1.022,,
2023-11-15,2023,11,Nov,46,2,Wednesday,0,,0,0,0,48,2,172,171,171,0,177.06,99.4,30277.26,99.4,219,1,99.5,137.62,177.06,8498.88,Low,High,Peak,Rack,92.8,161.09,1.099,149.49,128.3,91.1,101.4,1.265,,
2023-11-16,2023,11,Nov,46,3,Thursday,0,,0,0,0,12,1,208,154,154,0,167.79,74.0,25839.66,74.0,166,54,75.5,117.45,167.79,2013.48,Low,Moderate,Shoulder,Standard,70.3,147.97,1.134,104.02,129.0,94.4,104.2,1.238,,
2023-11-17,2023,11,Nov,46,4,Friday,0,,0,0,0,164,2,56,113,56,57,171.69,100.0,9614.64,100.0,220,0,100.0,43.7,171.69,28157.16,High,Low,Low,Promotional,93.8,151.59,1.133,142.19,120.0,95.3,106.1,1.131,,
2023-11-18,2023,11,Nov,46,5,Saturday,1,OSU Football,1,1,0,220,4,0,218,0,218,225.0,0.0,0.0,,220,0,100.0,0.0,225.0,49500.0,Sold Out,Peak,Peak,Premium_Event,93.4,204.54,1.1,191.04,115.7,91.8,106.1,1.09,,
2023-11-19,2023,11,Nov,46,6,Sunday,1,OSU Football,1,1,0,53,2,167,218,167,51,211.96,100.0,35397.32,100.0,220,0,100.0,160.9,211.96,11233.88,High,Peak,Peak,Premium_Event,92.5,192.05,1.104,177.65,128.9,100.9,111.1,1.16,,
2023-11-20,2023,11,Nov,47,0,Monday,0,,0,0,0,20,1,200,169,169,0,149.18,84.5,25211.42,84.5,189,31,85.9,114.6,149.18,2983.6,Low,High,Peak,Rack,82.2,137.01,1.089,112.62,129.0,103.6,113.7,1.135,,
2023-11-21,2023,11,Nov,47,1,Tuesday,0,,0,0,0,20,1,200,191,191,0,184.46,95.5,35231.86,95.5,211,9,95.9,160.14,184.46,3689.2,Low,High,Peak,Rack,89.1,165.65,1.114,147.59,129.7,117.3,114.8,1.13,,
2023-11-22,2023,11,Nov,47,2,Wednesday,0,Thanksgiving Week,1,0,1,24,1,196,85,85,0,155.76,43.4,13239.6,43.4,109,111,49.5,60.18,155.76,3738.24,Low,Low,Low,Holiday_Reduced,46.4,144.72,1.076,67.15,117.4,122.9,111.1,1.057,,
2023-11-23,2023,11,Nov,47,3,Thursday,0,Thanksgiving Week,1,0,1,53,2,167,84,84,0,147.92,50.3,12425.28,50.3,137,83,62.3,56.48,147.92,7839.76,Low,Low,Low,Holiday_Reduced,58.7,141.12,1.048,82.84,107.4,118.2,109.5,0.981,,
2023-11-24,2023,11,Nov,47,4,Friday,0,Thanksgiving Week,1,0,1,39,1,181,95,95,0,147.71,52.5,14032.45,52.5,134,86,60.9,63.78,147.71,5760.69,Low,Low,Low,Holiday_Reduced,56.5,142.62,1.036,80.58,113.0,116.5,105.4,1.072,,
2023-11-25,2023,11,Nov,47,5,Saturday,1,Thanksgiving Week,1,0,1,106,3,114,99,99,0,153.96,86.8,15242.04,86.8,205,15,93.2,69.28,153.96,16319.76,Low,Low,Low,Holiday_Reduced,88.0,137.25,1.122,120.78,127.1,121.4,102.6,1.239,,
2023-11-26,2023,11,Nov,47,6,Sunday,1,Thanksgiving Week,1,0,1,34,1,186,98,98,0,135.41,52.7,13270.18,52.7,132,88,60.0,60.32,135.41,4603.94,Low,Low,Low,Holiday_Reduced,57.4,120.54,1.123,69.19,117.3,123.1,100.3,1.169,,
2023-11-27,2023,11,Nov,48,0,Monday,0,,0,0,0,0,0,220,157,157,0,158.84,71.4,24937.88,71.4,157,63,71.4,113.35,158.84,0.0,Low,Moderate,Shoulder,Standard,68.3,146.89,1.081,100.33,115.6,122.3,100.7,1.148,,
2023-11-28,2023,11,Nov,48,1,Tuesday,0,,0,0,0,51,1,169,185,169,16,181.34,100.0,30646.46,100.0,220,0,100.0,139.3,181.34,9248.34,Medium,High,Peak,Rack,95.7,168.82,1.074,161.56,112.4,121.1,103.0,1.091,,
2023-11-29,2023,11,Nov,48,2,Wednesday,0,,0,0,0,0,0,220,168,168,0,173.67,76.4,29176.56,76.4,168,52,76.4,132.62,173.67,0.0,Low,High,Peak,Rack,73.0,163.77,1.06,119.55,124.3,120.9,106.0,1.173,,
2023-11-30,2023,11,Nov,48,3,Thursday,0,,0,0,0,111,2,109,179,109,70,185.29,100.0,20196.61,100.0,220,0,100.0,91.8,185.29,20567.19,High,High,Peak,Rack,92.1,169.5,1.093,156.11,127.9,117.6,107.0,1.195,,
2023-12-01,2023,12,Dec,48,4,Friday,0,,0,0,0,111,2,109,73,73,0,135.26,67.0,9873.98,67.0,184,36,83.6,44.88,135.26,15013.86,Low,Low,Low,Promotional,77.0,121.16,1.116,93.29,124.7,118.9,105.0,1.188,,
2023-12-02,2023,12,Dec,48,5,Saturday,1,,0,0,0,0,0,220,70,70,0,143.27,31.8,10028.9,31.8,70,150,31.8,45.59,143.27,0.0,Low,Soft,Low,Promotional,29.8,130.97,1.094,39.03,120.6,123.9,103.7,1.163,,
2023-12-03,2023,12,Dec,48,6,Sunday,1,,0,0,0,62,1,158,49,49,0,132.89,31.0,6511.61,31.0,111,109,50.5,29.6,132.89,8239.18,Low,Soft,Low,Promotional,47.4,122.89,1.081,58.25,113.6,115.4,103.9,1.093,,
2023-12-04,2023,12,Dec,49,0,Monday,0,,0,0,0,0,0,220,111,111,0,130.39,50.5,14473.29,50.5,111,109,50.5,65.79,130.39,0.0,Low,Low,Low,Promotional,48.5,115.64,1.128,56.09,107.0,111.3,106.0,1.009,,
2023-12-05,2023,12,Dec,49,1,Tuesday,0,,0,0,0,0,0,220,101,101,0,156.21,45.9,15777.21,45.9,101,119,45.9,71.71,156.21,0.0,Low,Low,Low,Promotional,42.8,147.14,1.062,62.98,97.3,104.9,108.0,0.901,,
2023-12-06,2023,12,Dec,49,2,Wednesday,0,,0,0,0,101,2,119,104,104,0,149.61,87.4,15559.44,87.4,205,15,93.2,70.72,149.61,15110.61,Low,Low,Low,Promotional,86.8,144.58,1.035,125.5,88.1,106.2,107.1,0.823,,
2023-12-07,2023,12,Dec,49,3,Thursday,0,,0,0,0,64,1,156,109,109,0,142.52,69.9,15534.68,69.9,173,47,78.6,70.61,142.52,9121.28,Low,Low,Low,Promotional,72.6,133.1,1.071,96.63,88.1,108.0,110.8,0.795,,
2023-12-08,2023,12,Dec,49,4,Friday,0,,0,0,0,0,0,220,79,79,0,134.76,35.9,10646.04,35.9,79,141,35.9,48.39,134.76,0.0,Low,Low,Low,Promotional,34.7,119.55,1.127,41.48,89.0,106.9,113.2,0.786,,
2023-12-09,2023,12,Dec,49,5,Saturday,1,,0,0,0,136,2,84,69,69,0,156.4,82.1,10791.6,82.1,205,15,93.2,49.05,156.4,21270.4,Low,Soft,Low,Promotional,87.1,144.1,1.085,125.51,88.9,104.7,110.5,0.805,,
2023-12-10,2023,12,Dec,49,6,Sunday,1,,0,0,0,68,1,152,50,50,0,135.85,32.9,6792.5,32.9,118,102,53.6,30.88,135.85,9237.8,Low,Soft,Low,Promotional,50.5,127.87,1.062,64.57,89.0,101.3,108.2,0.823,,
2023-12-11,2023,12,Dec,50,0,Monday,0,,0,0,0,51,1,169,101,101,0,135.46,59.8,13681.46,59.8,152,68,69.1,62.19,135.46,6908.46,Low,Low,Low,Promotional,66.1,129.05,1.05,85.3,87.6,97.3,110.6,0.792,,
2023-12-12,2023,12,Dec,50,1,Tuesday,0,,0,0,0,220,3,0,119,0,119,163.57,0.0,0.0,,220,0,100.0,0.0,163.57,35985.4,Sold Out,Moderate,Shoulder,Standard,95.3,158.29,1.033,150.85,73.1,85.2,108.1,0.676,,
