GEOID,checkpoint_year,poverty,income,child_population,income_definition
5500270,2012,9.2,61308.0,2080.0,"median family income, families with own children under 18 (B19125_002E)"
5500300,2012,9.1,59904.0,2125.0,"median family income, families with own children under 18 (B19125_002E)"
5500330,2012,14.1,67552.0,1328.0,"median family income, families with own children under 18 (B19125_002E)"
5500360,2012,16.1,52944.0,3918.0,"median family income, families with own children under 18 (B19125_002E)"
5500390,2012,12.3,66725.0,23049.0,"median family income, families with own children under 18 (B19125_002E)"
5500420,2012,18.7,49904.0,1342.0,"median family income, families with own children under 18 (B19125_002E)"
5500450,2012,3.4,68571.0,496.0,"median family income, families with own children under 18 (B19125_002E)"
5500510,2012,27.4,44457.0,2819.0,"median family income, families with own children under 18 (B19125_002E)"
5500540,2012,6.2,77244.0,3609.0,"median family income, families with own children under 18 (B19125_002E)"
5500570,2012,32.7,67404.0,1385.0,"median family income, families with own children under 18 (B19125_002E)"
5500600,2012,13.0,66250.0,1194.0,"median family income, families with own children under 18 (B19125_002E)"
5500630,2012,35.3,40694.0,1426.0,"median family income, families with own children under 18 (B19125_002E)"
5500720,2012,9.3,71622.0,2215.0,"median family income, families with own children under 18 (B19125_002E)"
5500750,2012,23.7,49803.0,1509.0,"median family income, families with own children under 18 (B19125_002E)"
5500780,2012,22.0,61250.0,1047.0,"median family income, families with own children under 18 (B19125_002E)"
5500810,2012,14.1,60636.0,4907.0,"median family income, families with own children under 18 (B19125_002E)"
5500840,2012,7.8,80875.0,592.0,"median family income, families with own children under 18 (B19125_002E)"
5500870,2012,18.9,46941.0,2021.0,"median family income, families with own children under 18 (B19125_002E)"
5500900,2012,46.9,27333.0,672.0,"median family income, families with own children under 18 (B19125_002E)"
5500960,2012,12.6,57519.0,5418.0,"median family income, families with own children under 18 (B19125_002E)"
5500990,2012,8.9,83346.0,1521.0,"median family income, families with own children under 18 (B19125_002E)"
5501020,2012,19.9,55833.0,533.0,"median family income, families with own children under 18 (B19125_002E)"
5501050,2012,35.4,36076.0,9930.0,"median family income, families with own children under 18 (B19125_002E)"
5501080,2012,10.2,76280.0,1795.0,"median family income, families with own children under 18 (B19125_002E)"
5501110,2012,28.2,56797.0,396.0,"median family income, families with own children under 18 (B19125_002E)"
5501140,2012,19.5,65234.0,2416.0,"median family income, families with own children under 18 (B19125_002E)"
5501170,2012,21.2,43333.0,301.0,"median family income, families with own children under 18 (B19125_002E)"
5501230,2012,10.1,80714.0,1291.0,"median family income, families with own children under 18 (B19125_002E)"
5501260,2012,25.8,47039.0,2315.0,"median family income, families with own children under 18 (B19125_002E)"
5501310,2012,10.1,71875.0,643.0,"median family income, families with own children under 18 (B19125_002E)"
5501350,2012,8.7,70845.0,1889.0,"median family income, families with own children under 18 (B19125_002E)"
5501470,2012,14.7,62688.0,1729.0,"median family income, families with own children under 18 (B19125_002E)"
5501500,2012,26.9,41156.0,1088.0,"median family income, families with own children under 18 (B19125_002E)"
5501560,2012,27.1,48500.0,592.0,"median family income, families with own children under 18 (B19125_002E)"
5501590,2012,16.0,56118.0,1014.0,"median family income, families with own children under 18 (B19125_002E)"
5501680,2012,3.3,74878.0,1538.0,"median family income, families with own children under 18 (B19125_002E)"
5501740,2012,22.5,62083.0,1591.0,"median family income, families with own children under 18 (B19125_002E)"
5501770,2012,4.6,119716.0,10114.0,"median family income, families with own children under 18 (B19125_002E)"
5501800,2012,8.5,72381.0,2236.0,"median family income, families with own children under 18 (B19125_002E)"
5501830,2012,32.2,36607.0,835.0,"median family income, families with own children under 18 (B19125_002E)"
5501890,2012,16.4,73226.0,5226.0,"median family income, families with own children under 18 (B19125_002E)"
5501920,2012,25.6,40000.0,248.0,"median family income, families with own children under 18 (B19125_002E)"
5502040,2012,13.8,60089.0,1231.0,"median family income, families with own children under 18 (B19125_002E)"
5502070,2012,28.2,54792.0,619.0,"median family income, families with own children under 18 (B19125_002E)"
5502100,2012,8.2,83500.0,1027.0,"median family income, families with own children under 18 (B19125_002E)"
5502130,2012,13.0,51445.0,1331.0,"median family income, families with own children under 18 (B19125_002E)"
5502160,2012,14.0,66250.0,2380.0,"median family income, families with own children under 18 (B19125_002E)"
5502340,2012,22.9,58542.0,1277.0,"median family income, families with own children under 18 (B19125_002E)"
5502400,2012,18.7,49500.0,557.0,"median family income, families with own children under 18 (B19125_002E)"
5502430,2012,2.4,82375.0,1504.0,"median family income, families with own children under 18 (B19125_002E)"
5502460,2012,1.8,107424.0,4873.0,"median family income, families with own children under 18 (B19125_002E)"
5502520,2012,15.2,70642.0,1767.0,"median family income, families with own children under 18 (B19125_002E)"
5502550,2012,15.7,64075.0,7735.0,"median family income, families with own children under 18 (B19125_002E)"
5502580,2012,18.1,42222.0,557.0,"median family income, families with own children under 18 (B19125_002E)"
5502610,2012,10.0,61328.0,838.0,"median family income, families with own children under 18 (B19125_002E)"
5502640,2012,5.1,65595.0,1301.0,"median family income, families with own children under 18 (B19125_002E)"
5502670,2012,23.9,55500.0,2451.0,"median family income, families with own children under 18 (B19125_002E)"
5502700,2012,10.7,62396.0,921.0,"median family income, families with own children under 18 (B19125_002E)"
5502730,2012,19.3,55000.0,2023.0,"median family income, families with own children under 18 (B19125_002E)"
5502760,2012,13.4,52813.0,1131.0,"median family income, families with own children under 18 (B19125_002E)"
5502790,2012,14.5,62054.0,1135.0,"median family income, families with own children under 18 (B19125_002E)"
5502820,2012,14.5,76618.0,1648.0,"median family income, families with own children under 18 (B19125_002E)"
5502880,2012,18.8,48409.0,495.0,"median family income, families with own children under 18 (B19125_002E)"
5502910,2012,19.8,45893.0,1330.0,"median family income, families with own children under 18 (B19125_002E)"
5502970,2012,17.1,64875.0,990.0,"median family income, families with own children under 18 (B19125_002E)"
5503030,2012,7.7,76042.0,1102.0,"median family income, families with own children under 18 (B19125_002E)"
5503060,2012,19.7,58528.0,3953.0,"median family income, families with own children under 18 (B19125_002E)"
5503090,2012,28.2,52750.0,1234.0,"median family income, families with own children under 18 (B19125_002E)"
5503150,2012,23.1,58854.0,1305.0,"median family income, families with own children under 18 (B19125_002E)"
5503180,2012,5.0,85612.0,5141.0,"median family income, families with own children under 18 (B19125_002E)"
5503210,2012,9.0,84639.0,6041.0,"median family income, families with own children under 18 (B19125_002E)"
5503240,2012,12.1,61111.0,699.0,"median family income, families with own children under 18 (B19125_002E)"
5503270,2012,6.7,83750.0,1027.0,"median family income, families with own children under 18 (B19125_002E)"
5503510,2012,3.7,106944.0,6142.0,"median family income, families with own children under 18 (B19125_002E)"
5503640,2012,23.7,56298.0,4433.0,"median family income, families with own children under 18 (B19125_002E)"
5503660,2012,12.2,77016.0,2115.0,"median family income, families with own children under 18 (B19125_002E)"
5503690,2012,3.4,71581.0,1834.0,"median family income, families with own children under 18 (B19125_002E)"
5503810,2012,8.0,63690.0,771.0,"median family income, families with own children under 18 (B19125_002E)"
5503840,2012,14.2,63542.0,1695.0,"median family income, families with own children under 18 (B19125_002E)"
5503860,2012,17.5,43409.0,1882.0,"median family income, families with own children under 18 (B19125_002E)"
5504020,2012,22.8,75377.0,2750.0,"median family income, families with own children under 18 (B19125_002E)"
5504050,2012,15.6,66559.0,16300.0,"median family income, families with own children under 18 (B19125_002E)"
5504080,2012,18.4,64063.0,1037.0,"median family income, families with own children under 18 (B19125_002E)"
5504110,2012,3.9,67049.0,2505.0,"median family income, families with own children under 18 (B19125_002E)"
5504170,2012,11.3,56429.0,529.0,"median family income, families with own children under 18 (B19125_002E)"
5504200,2012,14.5,53021.0,861.0,"median family income, families with own children under 18 (B19125_002E)"
5504230,2012,12.0,66667.0,1213.0,"median family income, families with own children under 18 (B19125_002E)"
5504260,2012,12.0,71964.0,739.0,"median family income, families with own children under 18 (B19125_002E)"
5504290,2012,8.9,62679.0,4819.0,"median family income, families with own children under 18 (B19125_002E)"
5504320,2012,7.0,74643.0,2659.0,"median family income, families with own children under 18 (B19125_002E)"
5504350,2012,9.8,62875.0,521.0,"median family income, families with own children under 18 (B19125_002E)"
5504380,2012,45.5,56964.0,1589.0,"median family income, families with own children under 18 (B19125_002E)"
5504440,2012,5.2,75577.0,2622.0,"median family income, families with own children under 18 (B19125_002E)"
5504500,2012,17.2,73015.0,1030.0,"median family income, families with own children under 18 (B19125_002E)"
5504530,2012,14.6,74712.0,663.0,"median family income, families with own children under 18 (B19125_002E)"
5504590,2012,16.8,49091.0,1157.0,"median family income, families with own children under 18 (B19125_002E)"
5504650,2012,20.4,48705.0,863.0,"median family income, families with own children under 18 (B19125_002E)"
5504680,2012,15.6,58533.0,11726.0,"median family income, families with own children under 18 (B19125_002E)"
5504740,2012,14.6,61731.0,4139.0,"median family income, families with own children under 18 (B19125_002E)"
5504830,2012,2.3,112500.0,6394.0,"median family income, families with own children under 18 (B19125_002E)"
5504860,2012,30.6,41307.0,844.0,"median family income, families with own children under 18 (B19125_002E)"
5504890,2012,8.7,81806.0,1402.0,"median family income, families with own children under 18 (B19125_002E)"
5504920,2012,1.9,85031.0,2515.0,"median family income, families with own children under 18 (B19125_002E)"
5504960,2012,13.9,70069.0,1890.0,"median family income, families with own children under 18 (B19125_002E)"
5504980,2012,19.3,42153.0,773.0,"median family income, families with own children under 18 (B19125_002E)"
5505160,2012,5.3,107569.0,6633.0,"median family income, families with own children under 18 (B19125_002E)"
5505220,2012,13.6,65833.0,786.0,"median family income, families with own children under 18 (B19125_002E)"
5505250,2012,13.0,56905.0,850.0,"median family income, families with own children under 18 (B19125_002E)"
5505280,2012,28.8,43269.0,747.0,"median family income, families with own children under 18 (B19125_002E)"
5505370,2012,22.0,54318.0,391.0,"median family income, families with own children under 18 (B19125_002E)"
5505520,2012,14.9,61875.0,951.0,"median family income, families with own children under 18 (B19125_002E)"
5505580,2012,24.1,55000.0,112.0,"median family income, families with own children under 18 (B19125_002E)"
5505610,2012,9.3,86399.0,3301.0,"median family income, families with own children under 18 (B19125_002E)"
5505640,2012,42.1,40536.0,626.0,"median family income, families with own children under 18 (B19125_002E)"
5505670,2012,31.2,35982.0,1122.0,"median family income, families with own children under 18 (B19125_002E)"
5505730,2012,16.3,51071.0,576.0,"median family income, families with own children under 18 (B19125_002E)"
5505820,2012,20.6,54551.0,32901.0,"median family income, families with own children under 18 (B19125_002E)"
5505880,2012,4.8,78500.0,443.0,"median family income, families with own children under 18 (B19125_002E)"
5505910,2012,11.0,77601.0,2965.0,"median family income, families with own children under 18 (B19125_002E)"
5505940,2012,11.3,66922.0,4750.0,"median family income, families with own children under 18 (B19125_002E)"
5505970,2012,36.7,52163.0,1201.0,"median family income, families with own children under 18 (B19125_002E)"
5506000,2012,8.0,97888.0,3406.0,"median family income, families with own children under 18 (B19125_002E)"
5506030,2012,3.9,100684.0,6580.0,"median family income, families with own children under 18 (B19125_002E)"
5506060,2012,13.2,80754.0,2197.0,"median family income, families with own children under 18 (B19125_002E)"
5506270,2012,30.2,38386.0,3034.0,"median family income, families with own children under 18 (B19125_002E)"
5506300,2012,12.0,60268.0,867.0,"median family income, families with own children under 18 (B19125_002E)"
5506420,2012,13.9,64896.0,440.0,"median family income, families with own children under 18 (B19125_002E)"
5506450,2012,5.0,65972.0,595.0,"median family income, families with own children under 18 (B19125_002E)"
5506480,2012,36.1,43462.0,1381.0,"median family income, families with own children under 18 (B19125_002E)"
5506540,2012,7.0,82103.0,5689.0,"median family income, families with own children under 18 (B19125_002E)"
5506570,2012,7.2,63173.0,1204.0,"median family income, families with own children under 18 (B19125_002E)"
5506600,2012,5.3,93783.0,5254.0,"median family income, families with own children under 18 (B19125_002E)"
5506630,2012,6.0,82904.0,7735.0,"median family income, families with own children under 18 (B19125_002E)"
5506660,2012,1.4,84900.0,1258.0,"median family income, families with own children under 18 (B19125_002E)"
5506690,2012,6.6,101558.0,7828.0,"median family income, families with own children under 18 (B19125_002E)"
5506750,2012,18.8,46250.0,641.0,"median family income, families with own children under 18 (B19125_002E)"
5506780,2012,13.7,68750.0,841.0,"median family income, families with own children under 18 (B19125_002E)"
5506810,2012,21.4,44514.0,736.0,"median family income, families with own children under 18 (B19125_002E)"
5506840,2012,12.9,66625.0,1011.0,"median family income, families with own children under 18 (B19125_002E)"
5506870,2012,7.9,63571.0,1308.0,"median family income, families with own children under 18 (B19125_002E)"
5506960,2012,5.0,71985.0,494.0,"median family income, families with own children under 18 (B19125_002E)"
5507020,2012,22.1,52928.0,15475.0,"median family income, families with own children under 18 (B19125_002E)"
5507050,2012,9.9,62066.0,3101.0,"median family income, families with own children under 18 (B19125_002E)"
5507170,2012,20.3,80855.0,1211.0,"median family income, families with own children under 18 (B19125_002E)"
5507230,2012,7.3,70694.0,390.0,"median family income, families with own children under 18 (B19125_002E)"
5507260,2012,21.3,47102.0,1476.0,"median family income, families with own children under 18 (B19125_002E)"
5507290,2012,8.5,74468.0,5720.0,"median family income, families with own children under 18 (B19125_002E)"
5507320,2012,19.3,62802.0,32779.0,"median family income, families with own children under 18 (B19125_002E)"
5507380,2012,8.3,84507.0,3421.0,"median family income, families with own children under 18 (B19125_002E)"
5507410,2012,19.2,74583.0,1290.0,"median family income, families with own children under 18 (B19125_002E)"
5507440,2012,4.5,67479.0,2081.0,"median family income, families with own children under 18 (B19125_002E)"
5507470,2012,5.9,91057.0,7405.0,"median family income, families with own children under 18 (B19125_002E)"
5507500,2012,0.0,90357.0,732.0,"median family income, families with own children under 18 (B19125_002E)"
5507530,2012,18.9,57119.0,10532.0,"median family income, families with own children under 18 (B19125_002E)"
5507560,2012,35.4,38553.0,461.0,"median family income, families with own children under 18 (B19125_002E)"
5507590,2012,21.9,46042.0,1268.0,"median family income, families with own children under 18 (B19125_002E)"
5507680,2012,24.6,56250.0,514.0,"median family income, families with own children under 18 (B19125_002E)"
5507710,2012,11.2,82429.0,2173.0,"median family income, families with own children under 18 (B19125_002E)"
5507770,2012,15.5,58333.0,1464.0,"median family income, families with own children under 18 (B19125_002E)"
5507830,2012,15.9,54000.0,332.0,"median family income, families with own children under 18 (B19125_002E)"
5507860,2012,19.4,56208.0,657.0,"median family income, families with own children under 18 (B19125_002E)"
5508160,2012,14.3,60948.0,2006.0,"median family income, families with own children under 18 (B19125_002E)"
5508190,2012,6.1,82926.0,2338.0,"median family income, families with own children under 18 (B19125_002E)"
5508220,2012,15.7,63508.0,1641.0,"median family income, families with own children under 18 (B19125_002E)"
5508250,2012,23.6,54531.0,1419.0,"median family income, families with own children under 18 (B19125_002E)"
5508280,2012,12.6,52500.0,789.0,"median family income, families with own children under 18 (B19125_002E)"
5508340,2012,6.2,82569.0,2876.0,"median family income, families with own children under 18 (B19125_002E)"
5508520,2012,19.3,64213.0,39563.0,"median family income, families with own children under 18 (B19125_002E)"
5508550,2012,13.6,61964.0,1079.0,"median family income, families with own children under 18 (B19125_002E)"
5508610,2012,15.8,56611.0,8346.0,"median family income, families with own children under 18 (B19125_002E)"
5508640,2012,14.3,63413.0,1982.0,"median family income, families with own children under 18 (B19125_002E)"
5508670,2012,6.1,79323.0,1124.0,"median family income, families with own children under 18 (B19125_002E)"
5508700,2012,17.4,55341.0,3290.0,"median family income, families with own children under 18 (B19125_002E)"
5508730,2012,13.7,50682.0,881.0,"median family income, families with own children under 18 (B19125_002E)"
5508760,2012,24.5,60903.0,1791.0,"median family income, families with own children under 18 (B19125_002E)"
5508790,2012,11.7,72955.0,1605.0,"median family income, families with own children under 18 (B19125_002E)"
5508820,2012,13.6,64396.0,5983.0,"median family income, families with own children under 18 (B19125_002E)"
5508850,2012,17.4,57833.0,2241.0,"median family income, families with own children under 18 (B19125_002E)"
5508880,2012,12.6,65500.0,1889.0,"median family income, families with own children under 18 (B19125_002E)"
5508910,2012,3.1,98019.0,2092.0,"median family income, families with own children under 18 (B19125_002E)"
5508940,2012,14.5,59972.0,3476.0,"median family income, families with own children under 18 (B19125_002E)"
5508970,2012,31.3,43125.0,424.0,"median family income, families with own children under 18 (B19125_002E)"
5509000,2012,18.5,62727.0,1007.0,"median family income, families with own children under 18 (B19125_002E)"
5509030,2012,16.3,50536.0,5429.0,"median family income, families with own children under 18 (B19125_002E)"
5509060,2012,3.5,93191.0,6041.0,"median family income, families with own children under 18 (B19125_002E)"
5509070,2012,33.1,36488.0,1311.0,"median family income, families with own children under 18 (B19125_002E)"
5509090,2012,20.3,59774.0,4901.0,"median family income, families with own children under 18 (B19125_002E)"
5509130,2012,1.8,129479.0,5903.0,"median family income, families with own children under 18 (B19125_002E)"
5509150,2012,50.0,40938.0,356.0,"median family income, families with own children under 18 (B19125_002E)"
5509210,2012,9.8,62200.0,4769.0,"median family income, families with own children under 18 (B19125_002E)"
5509510,2012,6.4,113878.0,9541.0,"median family income, families with own children under 18 (B19125_002E)"
5509570,2012,7.7,83750.0,4772.0,"median family income, families with own children under 18 (B19125_002E)"
5509600,2012,41.1,31710.0,161265.0,"median family income, families with own children under 18 (B19125_002E)"
5509660,2012,4.1,76546.0,1204.0,"median family income, families with own children under 18 (B19125_002E)"
5509720,2012,11.2,59773.0,458.0,"median family income, families with own children under 18 (B19125_002E)"
5509750,2012,4.8,75227.0,1301.0,"median family income, families with own children under 18 (B19125_002E)"
5509780,2012,12.0,60059.0,1399.0,"median family income, families with own children under 18 (B19125_002E)"
5509810,2012,5.4,88206.0,4327.0,"median family income, families with own children under 18 (B19125_002E)"
5509840,2012,18.4,59263.0,3376.0,"median family income, families with own children under 18 (B19125_002E)"
5509870,2012,27.7,50333.0,1130.0,"median family income, families with own children under 18 (B19125_002E)"
5509900,2012,6.8,70714.0,603.0,"median family income, families with own children under 18 (B19125_002E)"
5509960,2012,8.2,75938.0,2699.0,"median family income, families with own children under 18 (B19125_002E)"
5509990,2012,6.4,85568.0,3283.0,"median family income, families with own children under 18 (B19125_002E)"
5510060,2012,3.6,103041.0,7259.0,"median family income, families with own children under 18 (B19125_002E)"
5510140,2012,22.6,44875.0,971.0,"median family income, families with own children under 18 (B19125_002E)"
5510170,2012,5.8,102611.0,7256.0,"median family income, families with own children under 18 (B19125_002E)"
5510230,2012,23.7,57250.0,1235.0,"median family income, families with own children under 18 (B19125_002E)"
5510320,2012,9.3,76000.0,10809.0,"median family income, families with own children under 18 (B19125_002E)"
5510350,2012,16.2,53472.0,1532.0,"median family income, families with own children under 18 (B19125_002E)"
5510380,2012,8.6,45625.0,1796.0,"median family income, families with own children under 18 (B19125_002E)"
5510440,2012,21.6,53523.0,442.0,"median family income, families with own children under 18 (B19125_002E)"
5510470,2012,4.9,106369.0,7703.0,"median family income, families with own children under 18 (B19125_002E)"
5510500,2012,0.7,93274.0,1205.0,"median family income, families with own children under 18 (B19125_002E)"
5510530,2012,12.3,62500.0,1719.0,"median family income, families with own children under 18 (B19125_002E)"
5510560,2012,20.2,50625.0,979.0,"median family income, families with own children under 18 (B19125_002E)"
5510590,2012,11.0,65972.0,3649.0,"median family income, families with own children under 18 (B19125_002E)"
5510620,2012,12.9,65635.0,5039.0,"median family income, families with own children under 18 (B19125_002E)"
5510680,2012,23.8,56250.0,575.0,"median family income, families with own children under 18 (B19125_002E)"
5510710,2012,0.0,158125.0,31.0,"median family income, families with own children under 18 (B19125_002E)"
5510740,2012,4.1,68375.0,1869.0,"median family income, families with own children under 18 (B19125_002E)"
5510770,2012,34.2,45714.0,916.0,"median family income, families with own children under 18 (B19125_002E)"
5510830,2012,5.1,94142.0,9191.0,"median family income, families with own children under 18 (B19125_002E)"
5510860,2012,10.5,78977.0,717.0,"median family income, families with own children under 18 (B19125_002E)"
5510890,2012,6.5,90270.0,7729.0,"median family income, families with own children under 18 (B19125_002E)"
5510920,2012,19.0,55048.0,1644.0,"median family income, families with own children under 18 (B19125_002E)"
5510950,2012,15.2,63125.0,2462.0,"median family income, families with own children under 18 (B19125_002E)"
5510980,2012,10.8,66602.0,1763.0,"median family income, families with own children under 18 (B19125_002E)"
5511010,2012,9.1,79100.0,4153.0,"median family income, families with own children under 18 (B19125_002E)"
5511070,2012,8.8,70000.0,1515.0,"median family income, families with own children under 18 (B19125_002E)"
5511100,2012,7.2,92188.0,4818.0,"median family income, families with own children under 18 (B19125_002E)"
5511130,2012,13.7,63173.0,1414.0,"median family income, families with own children under 18 (B19125_002E)"
5511160,2012,18.1,68250.0,2419.0,"median family income, families with own children under 18 (B19125_002E)"
5511190,2012,16.8,63700.0,15916.0,"median family income, families with own children under 18 (B19125_002E)"
5511220,2012,16.7,62102.0,1247.0,"median family income, families with own children under 18 (B19125_002E)"
5511310,2012,21.7,47557.0,1278.0,"median family income, families with own children under 18 (B19125_002E)"
5511350,2012,9.4,75653.0,1754.0,"median family income, families with own children under 18 (B19125_002E)"
5511370,2012,13.0,68304.0,1697.0,"median family income, families with own children under 18 (B19125_002E)"
5511550,2012,21.0,38864.0,473.0,"median family income, families with own children under 18 (B19125_002E)"
5511580,2012,17.7,61250.0,362.0,"median family income, families with own children under 18 (B19125_002E)"
5511610,2012,7.8,58466.0,1306.0,"median family income, families with own children under 18 (B19125_002E)"
5511640,2012,6.4,109306.0,3882.0,"median family income, families with own children under 18 (B19125_002E)"
5511710,2012,39.4,48125.0,294.0,"median family income, families with own children under 18 (B19125_002E)"
5511730,2012,21.6,53333.0,1122.0,"median family income, families with own children under 18 (B19125_002E)"
5511790,2012,7.2,63836.0,921.0,"median family income, families with own children under 18 (B19125_002E)"
5511820,2012,15.9,53807.0,911.0,"median family income, families with own children under 18 (B19125_002E)"
5511850,2012,16.0,64388.0,2344.0,"median family income, families with own children under 18 (B19125_002E)"
5511880,2012,21.8,51923.0,407.0,"median family income, families with own children under 18 (B19125_002E)"
5511940,2012,11.5,72439.0,3690.0,"median family income, families with own children under 18 (B19125_002E)"
5511970,2012,6.8,86198.0,1040.0,"median family income, families with own children under 18 (B19125_002E)"
5512000,2012,12.3,74405.0,3766.0,"median family income, families with own children under 18 (B19125_002E)"
5512030,2012,22.1,50714.0,272.0,"median family income, families with own children under 18 (B19125_002E)"
5512060,2012,18.1,58859.0,3797.0,"median family income, families with own children under 18 (B19125_002E)"
5512090,2012,22.2,71750.0,586.0,"median family income, families with own children under 18 (B19125_002E)"
5512120,2012,3.9,75625.0,1497.0,"median family income, families with own children under 18 (B19125_002E)"
5512150,2012,14.0,64643.0,1796.0,"median family income, families with own children under 18 (B19125_002E)"
5512180,2012,9.8,57411.0,385.0,"median family income, families with own children under 18 (B19125_002E)"
5512210,2012,19.4,40952.0,648.0,"median family income, families with own children under 18 (B19125_002E)"
5512240,2012,10.8,87201.0,2043.0,"median family income, families with own children under 18 (B19125_002E)"
5512300,2012,11.3,54773.0,640.0,"median family income, families with own children under 18 (B19125_002E)"
5512330,2012,8.9,76228.0,5717.0,"median family income, families with own children under 18 (B19125_002E)"
5512360,2012,23.3,57718.0,35393.0,"median family income, families with own children under 18 (B19125_002E)"
5512420,2012,9.4,66635.0,770.0,"median family income, families with own children under 18 (B19125_002E)"
5512450,2012,10.4,73125.0,1384.0,"median family income, families with own children under 18 (B19125_002E)"
5512540,2012,19.8,46964.0,798.0,"median family income, families with own children under 18 (B19125_002E)"
5512660,2012,11.5,54959.0,3920.0,"median family income, families with own children under 18 (B19125_002E)"
5512690,2012,14.2,67589.0,1171.0,"median family income, families with own children under 18 (B19125_002E)"
5512720,2012,19.6,51420.0,3847.0,"median family income, families with own children under 18 (B19125_002E)"
5512780,2012,16.6,46591.0,624.0,"median family income, families with own children under 18 (B19125_002E)"
5512810,2012,12.5,54237.0,3268.0,"median family income, families with own children under 18 (B19125_002E)"
5512960,2012,15.9,55924.0,2533.0,"median family income, families with own children under 18 (B19125_002E)"
5512990,2012,12.4,68456.0,710.0,"median family income, families with own children under 18 (B19125_002E)"
5513020,2012,17.4,64509.0,2444.0,"median family income, families with own children under 18 (B19125_002E)"
5513050,2012,11.7,81170.0,4422.0,"median family income, families with own children under 18 (B19125_002E)"
5513100,2012,4.4,78917.0,1365.0,"median family income, families with own children under 18 (B19125_002E)"
5513140,2012,10.9,72039.0,816.0,"median family income, families with own children under 18 (B19125_002E)"
5513170,2012,10.7,69063.0,8424.0,"median family income, families with own children under 18 (B19125_002E)"
5513230,2012,11.3,62788.0,1626.0,"median family income, families with own children under 18 (B19125_002E)"
5513260,2012,10.8,53636.0,1411.0,"median family income, families with own children under 18 (B19125_002E)"
5513410,2012,9.6,72241.0,3901.0,"median family income, families with own children under 18 (B19125_002E)"
5513470,2012,27.1,48667.0,391.0,"median family income, families with own children under 18 (B19125_002E)"
5513500,2012,11.2,74632.0,858.0,"median family income, families with own children under 18 (B19125_002E)"
5513530,2012,16.8,61280.0,3541.0,"median family income, families with own children under 18 (B19125_002E)"
5513620,2012,15.3,45897.0,3610.0,"median family income, families with own children under 18 (B19125_002E)"
5513650,2012,15.3,60550.0,14959.0,"median family income, families with own children under 18 (B19125_002E)"
5513680,2012,9.4,70557.0,2779.0,"median family income, families with own children under 18 (B19125_002E)"
5513710,2012,21.6,51875.0,859.0,"median family income, families with own children under 18 (B19125_002E)"
5513770,2012,11.3,74531.0,1060.0,"median family income, families with own children under 18 (B19125_002E)"
5513800,2012,2.9,99500.0,2552.0,"median family income, families with own children under 18 (B19125_002E)"
5513830,2012,12.5,62292.0,601.0,"median family income, families with own children under 18 (B19125_002E)"
5513890,2012,38.6,31667.0,666.0,"median family income, families with own children under 18 (B19125_002E)"
5513950,2012,2.0,85392.0,3683.0,"median family income, families with own children under 18 (B19125_002E)"
5513980,2012,7.0,61938.0,387.0,"median family income, families with own children under 18 (B19125_002E)"
5514010,2012,10.7,71696.0,2393.0,"median family income, families with own children under 18 (B19125_002E)"
5514040,2012,13.8,61563.0,4830.0,"median family income, families with own children under 18 (B19125_002E)"
5514130,2012,25.2,58798.0,1750.0,"median family income, families with own children under 18 (B19125_002E)"
5514160,2012,16.0,60701.0,4080.0,"median family income, families with own children under 18 (B19125_002E)"
5514190,2012,14.4,65909.0,1224.0,"median family income, families with own children under 18 (B19125_002E)"
5514220,2012,21.3,39115.0,1988.0,"median family income, families with own children under 18 (B19125_002E)"
5514250,2012,11.5,70481.0,2233.0,"median family income, families with own children under 18 (B19125_002E)"
5514340,2012,15.2,63681.0,1137.0,"median family income, families with own children under 18 (B19125_002E)"
5514430,2012,17.5,47617.0,1811.0,"median family income, families with own children under 18 (B19125_002E)"
5514490,2012,11.4,66079.0,11382.0,"median family income, families with own children under 18 (B19125_002E)"
5514520,2012,3.8,67500.0,355.0,"median family income, families with own children under 18 (B19125_002E)"
5514550,2012,13.9,81296.0,4923.0,"median family income, families with own children under 18 (B19125_002E)"
5514580,2012,9.3,71813.0,1430.0,"median family income, families with own children under 18 (B19125_002E)"
5514610,2012,23.6,60083.0,1506.0,"median family income, families with own children under 18 (B19125_002E)"
5514640,2012,11.0,77523.0,10850.0,"median family income, families with own children under 18 (B19125_002E)"
5514670,2012,21.4,53433.0,7160.0,"median family income, families with own children under 18 (B19125_002E)"
5514700,2012,19.8,60250.0,657.0,"median family income, families with own children under 18 (B19125_002E)"
5514820,2012,25.5,47292.0,1363.0,"median family income, families with own children under 18 (B19125_002E)"
5514850,2012,4.8,48882.0,749.0,"median family income, families with own children under 18 (B19125_002E)"
5514880,2012,16.4,60795.0,357.0,"median family income, families with own children under 18 (B19125_002E)"
5514910,2012,22.5,61298.0,5069.0,"median family income, families with own children under 18 (B19125_002E)"
5514940,2012,17.4,63611.0,1851.0,"median family income, families with own children under 18 (B19125_002E)"
5514970,2012,33.7,36250.0,919.0,"median family income, families with own children under 18 (B19125_002E)"
5515060,2012,20.6,51103.0,779.0,"median family income, families with own children under 18 (B19125_002E)"
5515120,2012,18.6,63421.0,2647.0,"median family income, families with own children under 18 (B19125_002E)"
5515210,2012,11.9,72847.0,1875.0,"median family income, families with own children under 18 (B19125_002E)"
5515330,2012,14.9,92803.0,9912.0,"median family income, families with own children under 18 (B19125_002E)"
