RFP_ID,Num_Meeting_Rooms,Num_Sessions,Num_Meeting_Days,Total_Meeting_Hours,Uses_Ballroom,Uses_Boardroom,Num_Setup_Styles,Primary_Setup,Max_AV_Level,Has_Premium_AV,Avg_AV_Level,Total_Room_Rental,Total_AV_Cost,Total_Session_FnB,Total_Meeting_Cost,Num_FnB_Types,Has_Dinner,Has_Reception,Has_Evening_Session,Full_Day_Pct,Avg_Room_Utilization
L-202305-53480,1,7,3,24,1,0,1,Classroom,3,1,2.93,2431.67,574,20356,22169.9,4,0,0,0,50.0,0.5
B-202305-48671,1,2,1,8,0,0,1,Reception,2,0,2.0,401.7,700,1530,3523.63,1,0,1,1,0.0,0.85
B-202305-71712,1,2,2,16,0,0,1,Classroom,3,1,2.5,441.81,1000,5472,8497.38,5,0,0,0,100.0,0.9
B-202305-72094,1,1,1,8,1,0,1,Theater,1,0,1.0,920.04,150,1540,2332.37,4,0,0,0,100.0,0.36
B-202305-67535,1,2,2,16,1,0,1,Classroom,3,1,3.0,1583.27,1300,12420,18737.14,3,0,0,0,100.0,0.56
B-202305-72973,1,1,1,4,0,0,1,Theater,0,0,0.0,456.19,0,0,591.72,0,0,0,0,0.0,0.95
B-202305-77466,1,2,2,16,1,0,1,Theater,2,0,1.5,1038.17,500,1180,2922.57,2,0,0,0,100.0,0.42
L-202305-42302,1,7,3,12,1,0,1,Theater,3,1,2.5,2367.14,676,0,2686.44,0,0,0,0,100.0,0.57
L-202305-74304,2,1,1,8,1,0,1,Classroom,1,0,0.95,1182.03,486,2504,4158.5,4,1,0,0,0.0,0.59
L-202305-92478,2,2,1,8,1,0,1,Banquet,2,0,2.37,1487.27,787,0,3687.15,0,0,0,0,0.0,0.63
L-202305-97584,1,2,1,8,1,0,1,Classroom,2,0,2.2,858.11,1161,2970,5376.96,3,0,0,0,0.0,0.55
B-202305-57943,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202305-76088,1,2,1,12,0,0,1,Theater,1,0,1.28,435.85,1365,0,3155.65,0,0,0,0,0.0,0.72
B-202305-29516,1,1,1,4,0,0,1,Banquet,1,0,1.0,356.13,150,1485,2282.61,1,0,1,1,0.0,0.82
L-202305-12052,1,4,3,12,1,0,1,Theater,2,0,2.15,820.91,751,2496,5187.33,2,0,0,0,100.0,0.47
L-202305-71875,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202305-79467,1,1,1,4,0,1,1,Boardroom,2,0,2.0,309.61,350,770,1726.3,1,1,0,1,0.0,1.0
B-202305-90658,1,2,2,16,1,0,1,Classroom,3,1,2.5,879.25,1000,3072,5242.41,4,0,0,0,100.0,0.47
B-202306-15220,1,2,2,8,1,0,1,Classroom,1,0,0.5,1208.13,150,0,821.87,0,0,0,0,0.0,0.37
B-202306-35863,1,3,2,12,1,0,1,Banquet,1,0,1.0,916.0,450,1320,2819.07,1,1,0,1,0.0,0.4
L-202306-53544,2,2,1,8,1,0,1,Classroom,2,0,2.06,2936.17,846,5688,7943.28,4,1,0,1,100.0,0.53
B-202306-70238,1,2,1,12,1,0,1,Theater,1,0,1.0,1355.66,300,1492,2713.28,4,0,0,0,50.0,0.78
B-202306-22202,1,3,1,12,1,0,1,Classroom,2,0,1.67,987.73,850,2252,4094.25,4,0,0,0,0.0,0.88
B-202306-56388,1,2,2,16,1,0,1,Classroom,3,1,2.5,900.06,1000,3120,5227.57,4,0,0,0,100.0,0.35
B-202306-84498,1,2,2,16,1,0,1,Classroom,1,0,1.0,872.59,300,2520,4076.5,4,0,0,0,100.0,0.52
B-202306-37082,2,5,2,24,1,0,1,Classroom,3,1,2.4,1452.48,2450,4086,8433.5,5,0,0,0,20.0,0.74
B-202306-84140,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202306-23425,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202306-52217,2,1,1,8,1,0,1,Banquet,0,0,0.0,1524.26,0,940,1517.46,2,0,0,0,100.0,0.56
B-202306-77999,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202306-36326,1,3,3,24,1,0,1,Banquet,2,0,2.0,1054.43,1050,3840,6751.85,5,0,0,0,100.0,0.47
B-202306-61502,1,2,2,16,1,0,1,Classroom,3,1,3.0,936.63,1300,2568,5065.16,4,0,0,0,100.0,0.46
B-202306-70562,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202306-69681,1,2,2,16,1,0,1,Classroom,3,1,2.5,870.67,1000,3408,5629.77,4,0,0,0,100.0,0.35
B-202306-28327,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202306-93296,1,2,2,16,1,0,1,Theater,2,0,2.0,825.02,700,2140,4076.6,4,0,0,0,100.0,0.64
B-202306-21401,1,2,1,8,0,0,1,Banquet,1,0,0.5,451.76,150,1155,2457.54,1,1,0,1,0.0,0.53
B-202306-87147,1,5,2,24,1,0,1,Theater,2,0,1.2,1198.03,950,4352,7153.58,5,0,0,0,20.0,0.7
B-202306-57202,2,6,2,24,1,0,1,Theater,3,1,1.67,1699.65,1800,4072,7839.32,4,0,0,0,0.0,0.74
B-202306-57333,2,1,1,8,1,0,1,Classroom,3,1,3.0,3003.81,650,10875,14089.28,3,0,0,0,100.0,0.6
L-202306-78551,2,4,2,24,1,0,1,Theater,3,1,2.8,1528.35,977,3360,5612.01,2,0,0,0,100.0,0.68
L-202306-11217,1,2,1,4,1,0,1,Classroom,2,0,1.61,956.57,511,2530,4755.7,5,1,0,0,50.0,0.54
B-202306-15453,1,3,1,12,1,0,1,Classroom,3,1,1.67,1009.41,950,1828,3790.21,4,0,0,0,0.0,0.78
B-202306-77425,1,2,2,16,1,0,1,Classroom,3,1,2.0,998.44,800,2840,4827.76,4,0,0,0,100.0,0.35
B-202306-99825,1,2,2,16,1,0,1,Classroom,2,0,1.5,1103.48,500,2600,4236.71,4,0,0,0,100.0,0.37
L-202306-95175,1,1,1,4,0,1,1,Boardroom,0,0,0.05,316.85,0,368,1777.08,2,0,0,0,0.0,0.5
L-202306-98797,1,1,2,16,0,0,1,Reception,2,0,1.54,536.61,1476,608,6525.42,4,0,0,0,50.0,0.68
B-202306-61451,2,2,2,16,1,0,1,Banquet,3,1,2.5,1454.51,1000,3096,5345.09,5,0,0,0,100.0,0.62
B-202306-41370,2,2,2,16,1,0,1,Theater,2,0,1.5,1881.15,500,3240,4888.56,4,0,0,0,100.0,0.57
B-202306-90746,2,2,1,8,1,0,1,Banquet,2,0,2.0,1410.18,700,1320,2751.16,1,1,0,1,0.0,0.56
L-202306-28724,2,4,2,16,1,0,1,Classroom,2,0,1.79,1757.99,1425,3416,6269.01,2,0,0,0,100.0,0.52
B-202306-25448,1,3,3,24,1,0,1,Classroom,3,1,2.67,982.71,1650,4968,8431.45,4,0,0,0,100.0,0.45
B-202306-68176,2,5,2,24,1,0,1,Classroom,3,1,2.0,1259.12,1950,4240,8177.95,5,0,0,0,20.0,1.0
B-202306-48185,1,2,2,16,1,0,1,Theater,2,0,1.5,861.8,500,2600,4378.48,4,0,0,0,100.0,0.66
B-202306-59412,1,8,3,36,1,0,1,Classroom,3,1,2.12,1216.4,3200,6112,12209.13,5,0,0,0,12.5,0.88
L-202306-40689,1,5,2,16,0,0,1,Banquet,2,0,2.32,471.7,1276,4665,8019.64,3,0,0,0,100.0,0.6
L-202306-13515,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202306-53910,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202306-12960,1,2,1,8,1,0,1,Banquet,2,0,1.5,832.07,500,1320,2490.82,1,1,0,1,0.0,0.34
L-202306-34505,2,3,2,8,1,0,1,Classroom,3,1,2.99,1422.39,1012,7668,10010.41,4,0,0,0,50.0,0.72
L-202306-80373,1,1,1,8,1,0,1,Classroom,0,0,0.01,1003.39,0,1650,2380.64,3,0,0,0,100.0,0.65
B-202306-17026,2,3,3,24,1,0,1,Classroom,3,1,3.0,1512.11,1950,3180,6959.96,5,0,0,0,100.0,0.63
B-202306-45197,1,2,1,8,0,0,1,Classroom,2,0,1.0,401.58,350,1015,2575.28,1,0,0,0,0.0,0.72
L-202306-22208,1,2,1,8,0,0,1,Classroom,1,0,1.26,568.24,646,2508,4069.06,3,0,0,0,0.0,0.93
B-202306-30837,2,3,3,24,1,0,1,Banquet,2,0,1.67,1795.55,850,4080,6636.53,5,0,0,0,100.0,0.53
B-202306-69424,1,2,1,8,0,0,1,Banquet,1,0,0.5,447.93,150,1760,3150.74,1,1,0,1,0.0,0.8
B-202306-99989,1,1,1,8,1,0,1,Theater,3,1,3.0,1924.91,650,8505,11882.02,2,0,0,0,100.0,0.56
B-202307-28566,1,1,1,4,1,0,1,Banquet,0,0,0.0,936.95,0,1320,1636.19,1,1,0,1,0.0,0.36
B-202307-36941,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202307-16637,1,2,1,12,1,0,1,Banquet,1,0,0.56,1158.9,55,4584,6440.6,4,1,0,1,50.0,0.57
L-202307-67067,1,7,3,24,1,0,1,Banquet,0,0,0.37,1347.45,0,27685,30095.94,5,0,0,0,50.0,0.39
L-202307-80968,2,5,3,36,1,0,1,Theater,3,1,2.57,2693.57,1126,5790,9257.77,2,0,0,0,0.0,0.62
B-202307-29424,1,1,1,8,1,0,1,Classroom,1,0,1.0,1063.8,150,240,1026.17,1,0,0,0,100.0,0.49
L-202307-68856,1,2,1,8,1,0,1,Theater,2,0,1.75,1283.07,237,2344,4084.31,2,0,0,0,100.0,0.42
B-202307-62505,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202307-34530,1,1,1,8,1,0,1,Banquet,2,0,2.0,972.62,350,0,1007.27,0,0,0,0,100.0,0.38
B-202307-36309,2,2,2,16,1,0,1,Classroom,3,1,2.5,1356.21,1000,3096,5311.25,5,0,0,0,100.0,0.54
B-202307-90134,1,2,2,8,1,0,1,Banquet,1,0,1.0,1305.94,300,1320,2318.91,1,1,0,1,0.0,0.45
B-202307-52964,1,2,1,8,0,0,1,Banquet,0,0,0.0,379.42,0,1395,2522.2,1,0,1,1,0.0,0.78
B-202307-10336,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202307-32983,1,2,2,16,0,0,1,Theater,3,1,2.5,571.02,1000,2860,5871.39,4,0,0,0,100.0,0.55
B-202307-50037,1,3,3,12,1,0,1,Reception,2,0,0.67,1149.74,350,1320,2723.7,1,1,0,1,0.0,0.39
B-202307-57026,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202307-10167,2,2,2,16,1,0,1,Classroom,3,1,2.0,1754.61,800,2520,4485.32,5,0,0,0,100.0,0.62
B-202307-36569,1,6,3,36,1,0,1,Theater,3,1,2.0,1159.24,2300,6812,11836.79,5,0,0,0,50.0,1.0
B-202307-84912,1,1,1,8,0,0,1,Classroom,2,0,2.0,425.71,350,2772,4104.62,4,0,0,0,100.0,1.0
L-202307-19725,1,3,3,24,1,0,1,Classroom,2,0,1.85,898.11,1262,2058,7646.37,2,0,0,0,100.0,0.54
B-202307-74437,1,3,2,16,1,0,1,Classroom,2,0,1.0,1225.42,500,480,2294.54,1,0,0,0,33.3,0.52
B-202307-27884,2,3,3,24,1,0,1,Classroom,3,1,1.67,1671.79,950,3600,6340.64,5,0,0,0,100.0,0.67
B-202307-15848,1,2,2,16,1,0,1,Classroom,2,0,2.0,1341.74,700,3408,5295.83,4,0,0,0,100.0,0.37
B-202307-43903,2,2,2,16,1,0,1,Classroom,2,0,1.5,1723.42,500,2360,4033.57,3,0,0,0,100.0,0.65
B-202307-57069,1,1,1,8,0,0,1,Classroom,1,0,1.0,533.25,150,192,1295.83,1,0,0,0,100.0,0.4
B-202307-82358,1,3,2,16,1,0,1,Classroom,1,0,1.0,2275.65,450,5640,11489.28,2,0,0,0,33.3,0.56
L-202307-33456,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202307-53449,2,4,2,8,1,0,1,Classroom,3,1,2.54,1850.28,1137,2376,5668.84,2,0,0,0,100.0,0.82
B-202307-27132,2,2,2,16,1,0,1,Classroom,2,0,1.5,1468.03,500,3280,4959.56,5,0,0,0,100.0,0.59
B-202307-74665,1,2,2,16,1,0,1,Classroom,3,1,2.5,1290.62,1000,2544,4690.19,2,0,0,0,100.0,0.47
L-202307-28661,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202307-53481,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202307-18600,1,2,2,16,0,0,1,Banquet,0,0,0.33,479.93,0,2742,3423.35,3,0,0,0,0.0,0.85
B-202307-72847,1,1,1,8,1,0,1,Theater,2,0,2.0,1269.06,350,2088,3039.74,4,0,0,0,100.0,0.48
B-202307-77045,1,1,1,8,1,0,1,Classroom,2,0,2.0,1212.07,350,1800,2728.16,3,0,0,0,100.0,0.37
L-202307-74517,1,3,2,8,1,0,1,Classroom,0,0,0.08,825.33,0,1467,2870.36,3,0,0,0,0.0,0.45
B-202307-46822,2,2,2,16,1,0,1,Classroom,2,0,2.0,1693.02,700,3240,5135.5,4,0,0,0,100.0,0.66
L-202307-34633,1,2,1,8,0,0,1,Banquet,0,0,0.2,537.74,0,7750,10803.24,5,0,0,0,50.0,0.75
L-202307-73273,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202307-11257,1,2,2,16,0,0,1,Theater,3,1,2.5,445.85,1000,5472,8339.98,5,0,0,0,100.0,0.95
L-202307-21629,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202307-99282,1,2,1,12,1,0,1,Banquet,3,1,2.78,925.97,1352,4380,7302.96,5,1,0,1,0.0,0.46
B-202307-41135,1,2,2,16,1,0,1,Classroom,3,1,3.0,2282.28,1300,14385,20643.06,5,0,0,0,100.0,0.57
B-202307-79951,2,6,3,36,1,0,1,Classroom,2,0,1.67,1945.61,1700,5932,10293.05,4,0,0,0,50.0,0.72
B-202307-95404,1,2,2,16,0,0,1,Classroom,2,0,2.0,574.33,700,4680,7434.52,4,0,0,0,100.0,0.93
L-202307-70091,1,3,2,16,1,0,1,Classroom,2,0,2.26,881.0,923,6489,10582.28,3,0,0,0,100.0,0.82
B-202307-74106,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202307-88671,1,2,2,16,0,1,1,Boardroom,2,0,2.0,325.59,700,1520,4271.15,5,0,0,0,100.0,0.71
B-202307-95998,1,1,1,4,1,0,1,Banquet,2,0,2.0,873.67,350,1080,1745.31,1,0,1,1,0.0,0.35
B-202307-17992,1,1,1,8,1,0,1,Classroom,2,0,2.0,1060.39,350,1740,2667.39,4,0,0,0,100.0,0.45
B-202307-47002,1,2,2,16,0,1,1,Boardroom,2,0,2.0,288.2,700,760,3455.25,5,0,0,0,100.0,0.36
B-202307-60206,1,2,1,8,1,0,1,Classroom,2,0,1.5,1015.08,500,240,1464.96,1,0,0,0,0.0,0.42
B-202307-12857,1,1,1,4,0,0,1,Banquet,0,0,0.0,525.14,0,1705,2338.74,1,1,0,1,0.0,0.78
B-202307-69233,2,2,2,16,1,0,1,Theater,3,1,2.5,1209.39,1000,3048,5303.27,4,0,0,0,100.0,0.65
B-202307-69270,1,4,4,32,1,0,1,Classroom,2,0,1.5,949.01,1000,5100,8472.33,5,0,0,0,100.0,0.47
B-202307-72236,2,5,2,24,1,0,1,Theater,3,1,1.8,1704.91,1650,3640,7249.98,3,0,0,0,20.0,0.83
B-202308-16366,1,2,2,16,0,1,1,Boardroom,2,0,2.0,362.98,700,972,3792.05,4,0,0,0,100.0,0.43
B-202308-25506,1,2,2,16,1,0,1,Classroom,1,0,1.0,1081.95,300,2580,4082.05,5,0,0,0,100.0,0.35
B-202308-37444,1,2,2,16,0,0,1,Classroom,2,0,2.0,510.94,700,4340,7112.3,5,0,0,0,100.0,0.78
B-202308-92141,1,1,1,8,1,0,1,Theater,1,0,1.0,926.9,150,1740,2505.04,4,0,0,0,100.0,0.37
B-202308-64627,2,5,2,24,1,0,1,Theater,2,0,1.6,1509.16,1350,5076,8431.16,4,0,0,0,20.0,0.72
B-202308-82154,1,2,2,16,1,0,1,Theater,2,0,1.5,1348.36,500,2808,4430.82,5,0,0,0,100.0,0.36
B-202308-82954,1,2,2,16,1,0,1,Theater,3,1,2.5,1080.55,1000,3360,5627.07,5,0,0,0,100.0,0.34
L-202308-36201,1,2,2,16,0,0,1,Banquet,3,1,2.96,417.81,1378,0,3563.55,0,0,0,0,100.0,0.68
B-202308-43018,1,3,3,24,0,0,1,Banquet,3,1,2.0,509.46,1150,2700,6874.54,5,0,0,0,100.0,0.38
B-202308-17686,1,3,3,24,1,0,1,Classroom,3,1,2.67,1107.93,1650,3400,6925.2,5,0,0,0,100.0,0.49
B-202308-75239,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202308-16094,1,7,3,24,0,0,1,Classroom,0,0,0.28,565.47,0,7728,9416.05,3,0,0,0,100.0,1.0
L-202308-88234,1,4,2,8,0,0,1,Classroom,0,0,0.07,540.99,0,2888,4963.43,1,0,0,0,50.0,0.82
B-202308-84632,2,4,2,24,1,0,1,Classroom,2,0,1.5,1555.03,1000,3692,6495.58,4,0,0,0,50.0,0.88
L-202308-14234,2,4,3,36,1,0,1,Banquet,0,0,0.44,1770.65,0,8480,10641.14,5,1,0,1,0.0,0.53
B-202308-47701,2,2,1,12,1,0,1,Classroom,2,0,1.5,1503.18,500,1520,2952.5,4,0,0,0,50.0,0.93
L-202308-90439,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202308-47070,1,2,1,8,0,0,1,Reception,1,0,0.5,352.37,150,1350,2701.87,1,0,1,1,0.0,0.75
B-202308-26769,2,4,2,24,1,0,1,Theater,3,1,2.25,1344.62,1700,3992,7462.99,5,0,0,0,50.0,0.97
B-202308-22577,1,2,1,8,0,0,1,Reception,0,0,0.0,538.41,0,1760,2981.86,1,1,0,1,0.0,0.8
B-202308-38632,2,6,2,24,1,0,1,Classroom,3,1,1.83,1663.88,2000,2140,6206.29,4,0,0,0,0.0,0.71
B-202308-39145,1,2,2,16,0,1,1,Boardroom,3,1,2.5,346.8,1000,972,3903.04,4,0,0,0,100.0,0.43
B-202308-75191,1,2,2,8,0,0,1,Banquet,2,0,1.0,479.14,350,1210,2795.58,1,1,0,1,0.0,0.55
B-202308-91232,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202308-33969,1,2,2,16,1,0,1,Classroom,3,1,2.0,978.07,800,2840,4915.11,4,0,0,0,100.0,0.56
B-202308-48712,2,2,2,16,1,0,1,Classroom,2,0,2.0,1317.61,700,2340,4224.52,5,0,0,0,100.0,0.51
B-202308-50250,1,1,1,4,1,0,1,Classroom,0,0,0.0,1346.2,0,0,315.48,0,0,0,0,0.0,0.38
L-202308-48557,2,3,2,16,1,0,1,Classroom,2,0,1.73,1676.59,983,11805,14745.82,5,1,0,0,0.0,0.82
B-202308-42581,1,2,2,8,0,0,1,Theater,0,0,0.0,365.11,0,0,1252.24,0,0,0,0,0.0,0.95
B-202308-96832,1,1,1,8,1,0,1,Classroom,2,0,2.0,1202.92,350,720,1670.84,2,0,0,0,100.0,0.42
L-202308-60242,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202308-63636,1,3,3,24,1,0,1,Theater,3,1,1.67,1325.0,950,2720,5455.14,3,0,0,0,100.0,0.58
L-202308-75598,1,3,3,24,0,1,1,Boardroom,2,0,1.6,395.17,767,0,2114.69,0,0,0,0,0.0,0.43
B-202308-34100,2,5,2,24,1,0,1,Theater,3,1,2.0,1261.9,1850,3952,7659.41,5,0,0,0,20.0,0.81
B-202308-99714,1,8,3,36,1,0,1,Classroom,3,1,1.88,1053.16,2800,3288,8940.13,5,0,0,0,12.5,0.79
L-202308-76265,1,1,1,12,0,0,1,Theater,0,0,0.41,562.66,0,774,2893.27,1,0,0,0,100.0,0.6
B-202308-28340,1,1,1,8,1,0,1,Classroom,2,0,2.0,1085.32,350,1272,2166.65,2,0,0,0,100.0,0.42
L-202308-79979,1,3,3,36,1,0,1,Reception,3,1,2.8,966.99,1378,7764,9903.56,4,0,0,0,100.0,0.37
B-202308-14897,1,2,1,8,0,0,1,Banquet,2,0,1.5,442.43,500,1440,3085.59,1,0,1,1,0.0,0.8
L-202308-33306,1,2,1,8,1,0,1,Classroom,0,0,0.28,1081.7,0,1384,2199.31,1,0,0,0,100.0,0.59
L-202308-78788,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202308-91338,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202308-23573,2,1,1,8,1,0,1,Theater,0,0,0.2,1477.27,0,1315,3073.95,5,1,0,1,50.0,0.81
B-202308-10287,1,2,1,8,1,0,1,Banquet,2,0,1.5,1070.18,500,1320,2529.24,1,1,0,1,0.0,0.35
B-202308-62873,1,2,1,8,0,0,1,Banquet,2,0,1.0,364.65,350,0,1499.91,0,0,0,0,0.0,0.97
L-202308-35362,1,1,3,12,1,0,1,Theater,0,0,0.32,1096.81,0,1140,1672.15,4,0,1,1,100.0,0.49
B-202308-15170,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202308-48119,1,5,2,24,1,0,1,Theater,3,1,2.0,1358.87,1850,2268,5926.91,3,0,0,0,20.0,0.97
B-202308-80484,2,3,3,24,1,0,1,Classroom,3,1,2.0,1283.94,1150,4780,7803.64,5,0,0,0,100.0,0.52
L-202308-51144,2,1,1,8,1,0,1,Theater,0,0,0.29,1667.54,0,0,1275.07,0,0,0,0,100.0,0.69
B-202308-16014,2,2,2,16,1,0,1,Theater,3,1,3.0,2994.29,1300,16906,23206.18,4,0,0,0,100.0,0.66
B-202308-37112,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202308-40298,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202308-47989,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202308-85255,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202309-27082,1,2,2,16,1,0,1,Classroom,3,1,3.0,1271.96,1300,2840,5364.31,4,0,0,0,100.0,0.62
B-202309-19149,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202309-43776,2,2,2,16,1,0,1,Classroom,2,0,1.5,1673.06,500,3040,4778.33,5,0,0,0,100.0,0.59
B-202309-54914,1,1,1,4,0,0,1,Reception,2,0,2.0,445.0,350,945,1927.13,1,0,1,1,0.0,0.53
B-202309-63840,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202309-90856,1,2,1,8,0,0,1,Banquet,1,0,1.0,450.29,300,276,1801.15,1,0,0,0,0.0,0.57
B-202309-42728,1,1,1,8,1,0,1,Theater,1,0,1.0,1162.21,150,1540,2238.75,4,0,0,0,100.0,0.37
B-202309-88579,1,1,1,8,1,0,1,Classroom,2,0,2.0,1032.43,350,1300,2234.4,3,0,0,0,100.0,0.5
L-202309-45268,1,1,1,12,1,0,1,Classroom,2,0,2.41,820.44,862,1480,4501.76,5,1,0,1,100.0,0.62
B-202309-62288,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202309-73192,1,2,1,4,0,1,1,Boardroom,2,0,1.59,292.05,942,3708,5960.09,3,0,0,0,50.0,0.86
B-202309-27603,1,2,2,16,1,0,1,Theater,3,1,2.5,2358.43,1000,13015,19159.11,4,0,0,0,100.0,0.57
B-202309-56285,1,1,1,8,1,0,1,Classroom,2,0,2.0,821.55,350,1248,2200.9,3,0,0,0,100.0,0.63
B-202309-62183,2,9,4,48,1,0,1,Theater,3,1,1.89,1659.66,3250,6752,13615.66,5,0,0,0,33.3,0.81
B-202309-81267,1,8,3,36,1,0,1,Classroom,3,1,1.75,1047.92,2500,5812,11139.05,5,0,0,0,12.5,0.73
L-202309-73896,1,3,2,16,1,0,1,Classroom,3,1,2.96,982.42,1152,2007,7783.79,1,0,0,0,50.0,1.0
B-202309-25890,2,1,1,8,1,0,1,Classroom,1,0,1.0,1434.13,150,1272,2007.85,2,0,0,0,100.0,0.57
B-202309-65567,1,1,1,8,1,0,1,Classroom,2,0,2.0,1368.36,350,432,1328.1,1,0,0,0,100.0,0.53
B-202309-73916,1,2,2,16,0,0,1,Theater,3,1,2.5,566.71,1000,2816,5829.69,4,0,0,0,100.0,0.55
B-202309-14039,1,2,2,16,0,0,1,Classroom,2,0,2.0,482.76,700,3393,6027.81,5,0,0,0,100.0,0.72
B-202309-57880,1,3,3,24,1,0,1,Classroom,2,0,1.67,1070.34,850,3440,6105.15,4,0,0,0,100.0,0.56
B-202309-87280,1,3,2,16,1,0,1,Banquet,2,0,1.67,975.92,850,1180,3400.74,2,0,0,0,33.3,0.48
L-202309-32911,2,1,1,8,1,0,1,Classroom,3,1,2.54,1676.53,1227,0,1649.58,0,0,0,0,0.0,0.86
B-202309-92660,1,2,2,8,1,0,1,Banquet,2,0,1.5,1304.45,500,1080,2277.74,1,0,1,1,0.0,0.35
L-202309-84925,1,5,2,16,1,0,1,Classroom,3,1,2.54,1770.05,356,3770,4926.6,1,0,0,0,50.0,0.51
L-202309-85354,2,6,3,24,1,0,1,Theater,2,0,1.66,1744.23,1420,0,2764.53,0,0,0,0,0.0,0.69
B-202309-72786,2,2,1,8,1,0,1,Banquet,1,0,1.0,1571.77,300,0,1041.69,0,0,0,0,0.0,0.59
B-202309-76995,1,2,2,16,0,0,1,Banquet,3,1,2.5,570.26,1000,4212,7267.58,5,0,0,0,100.0,0.97
L-202309-67065,1,5,3,12,1,0,1,Classroom,3,1,2.6,1101.89,546,11675,14345.89,5,1,0,0,0.0,0.58
B-202309-37723,1,2,2,16,1,0,1,Classroom,2,0,1.5,866.51,500,2060,3699.24,3,0,0,0,100.0,0.4
B-202309-54359,2,8,3,36,1,0,1,Classroom,3,1,2.12,1695.94,3300,6972,13214.05,5,0,0,0,12.5,0.8
B-202309-57395,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
B-202309-80405,1,3,3,24,1,0,1,Theater,2,0,1.33,804.64,650,4780,7244.04,5,0,0,0,100.0,0.35
B-202309-47548,1,2,2,16,0,1,1,Boardroom,2,0,1.5,338.03,500,936,3502.61,5,0,0,0,100.0,0.57
B-202309-99208,1,2,2,16,1,0,1,Classroom,3,1,2.5,1013.71,1000,1968,4132.2,4,0,0,0,100.0,0.62
