Date,Year,Month,Month_Name,Week,Day_Of_Week,Day_Name,Is_Weekend,Special_Event,Is_Special_Event,Is_OSU_Football,Is_Holiday,Group_Rooms_On_Books,Group_Events_Inhouse,Transient_Rooms_Available,Transient_Demand_Unconstrained,Transient_Rooms_Sold,Transient_Rooms_Turned_Away,Transient_ADR,Transient_Occ_Of_Available,Transient_Revenue,Transient_Yield_Pct,Total_Rooms_Sold,Rooms_to_Capacity,Total_Occupancy_Pct,Transient_RevPAR,Displacement_Cost_Per_Room,Total_Displacement_Cost,Displacement_Pressure,Demand_Tier,Demand_Tier_3,Rate_Strategy,Market_Occ_Pct,Market_ADR,ADR_Index,Market_RevPAR,Transient_Pace_7d,Transient_Pace_14d,Transient_Pace_30d,Pace_Index,Pace_vs_Prior_Year,Pace_Status
2026-07-06,2026,7,Jul,28,0,Monday,0,,0,0,0,32,1,188,147,147,0,159.13,78.19,23391.87,78.19,179,41,81.36,106.33,159.13,2804.3,Low,Shoulder,Shoulder,Standard,64.36,150.89,1.05,97.12,147,147,147,1.05,-0.04,Behind
2026-07-07,2026,7,Jul,28,1,Tuesday,0,,0,0,0,32,1,188,126,126,0,173.39,67.02,21847.44,67.02,158,62,71.82,99.31,173.39,2323.78,Low,Shoulder,Shoulder,Standard,69.1,172.09,1.01,118.91,126,126,126,0.88,-0.04,Behind
2026-07-08,2026,7,Jul,28,2,Wednesday,0,,0,0,0,32,1,188,122,122,0,181.13,64.89,22098.36,64.89,154,66,70.0,100.45,181.13,2794.16,Low,Shoulder,Shoulder,Standard,64.48,170.01,1.07,109.63,122,122,122,1.12,0.07,Behind
2026-07-09,2026,7,Jul,28,3,Thursday,0,,0,0,0,0,0,220,176,176,0,169.69,80.0,29865.0,80.0,176,44,80.0,135.75,169.69,0.0,Low,Shoulder,Shoulder,Standard,61.58,159.1,1.07,97.98,176,176,176,0.92,-0.01,On Pace
2026-07-10,2026,7,Jul,28,4,Friday,0,,0,0,0,0,0,220,183,183,0,172.99,83.18,31657.93,83.18,183,37,83.18,143.9,172.99,0.0,Low,Shoulder,Shoulder,Standard,61.47,172.19,1.0,105.85,183,183,183,1.0,0.1,Ahead
2026-07-11,2026,7,Jul,28,5,Saturday,1,,0,0,0,0,0,220,132,132,0,167.31,60.0,22085.53,60.0,132,88,60.0,100.39,167.31,0.0,Low,Soft,Soft,Promotional,59.38,159.13,1.05,94.5,132,132,132,0.96,-0.0,On Pace
2026-07-12,2026,7,Jul,28,6,Sunday,1,,0,0,0,0,0,220,129,129,0,175.72,58.64,22668.27,58.64,129,91,58.64,103.04,175.72,0.0,Low,Soft,Soft,Promotional,55.19,165.5,1.06,91.34,129,129,129,1.11,0.03,Ahead
2026-07-13,2026,7,Jul,29,0,Monday,0,,0,0,0,55,1,165,112,112,0,177.37,67.88,19864.99,67.88,167,53,75.91,90.3,177.37,1397.9,Medium,Shoulder,Shoulder,Standard,68.01,190.21,0.93,129.37,112,112,112,1.12,0.05,Behind
2026-07-14,2026,7,Jul,29,1,Tuesday,0,,0,0,0,55,1,165,137,137,0,171.37,83.03,23478.32,83.03,192,28,87.27,106.72,171.37,1206.08,Medium,Shoulder,Shoulder,Standard,68.72,171.08,1.0,117.57,137,137,137,1.15,0.05,On Pace
2026-07-15,2026,7,Jul,29,2,Wednesday,0,,0,0,0,55,1,165,132,132,0,174.64,80.0,23052.53,80.0,187,33,85.0,104.78,174.64,1564.75,Medium,Shoulder,Shoulder,Standard,62.69,176.86,0.99,110.87,132,132,132,1.12,0.05,Ahead
2026-07-16,2026,7,Jul,29,3,Thursday,0,,0,0,0,0,0,220,186,186,0,189.73,84.55,35289.65,84.55,186,34,84.55,160.41,189.73,0.0,Low,Shoulder,Shoulder,Standard,63.72,175.89,1.08,112.08,186,186,186,1.15,0.07,Behind
2026-07-17,2026,7,Jul,29,4,Friday,0,,0,0,0,0,0,220,160,160,0,186.63,72.73,29860.38,72.73,160,60,72.73,135.73,186.63,0.0,Low,Shoulder,Shoulder,Standard,68.31,185.21,1.01,126.52,160,160,160,0.92,0.04,Ahead
2026-07-18,2026,7,Jul,29,5,Saturday,1,,0,0,0,0,0,220,160,160,0,167.06,72.73,26730.32,72.73,160,60,72.73,121.5,167.06,0.0,Low,Soft,Soft,Promotional,56.86,163.28,1.02,92.84,160,160,160,0.92,0.12,Ahead
2026-07-19,2026,7,Jul,29,6,Sunday,1,,0,0,0,0,0,220,161,161,0,158.23,73.18,25475.48,73.18,161,59,73.18,115.8,158.23,0.0,Low,Soft,Soft,Promotional,62.44,146.19,1.08,91.28,161,161,161,0.99,0.08,Behind
2026-07-20,2026,7,Jul,30,0,Monday,0,,0,0,0,29,1,191,135,135,0,177.86,70.68,24011.68,70.68,164,56,74.55,109.14,177.86,2661.27,Low,Shoulder,Shoulder,Standard,63.18,176.85,1.01,111.73,135,135,135,1.04,0.1,Ahead
2026-07-21,2026,7,Jul,30,1,Tuesday,0,,0,0,0,29,1,191,142,142,0,167.81,74.35,23829.36,74.35,171,49,77.73,108.32,167.81,1550.66,Low,Shoulder,Shoulder,Standard,67.54,173.13,0.97,116.92,142,142,142,1.03,0.05,Ahead
2026-07-22,2026,7,Jul,30,2,Wednesday,0,,0,0,0,29,1,191,155,155,0,185.11,81.15,28692.41,81.15,184,36,83.64,130.42,185.11,1247.5,Low,Shoulder,Shoulder,Standard,68.99,192.1,0.96,132.53,155,155,155,0.87,0.11,Behind
2026-07-23,2026,7,Jul,30,3,Thursday,0,,0,0,0,0,0,220,155,155,0,175.29,70.45,27170.1,70.45,155,65,70.45,123.5,175.29,0.0,Low,Shoulder,Shoulder,Standard,59.43,171.54,1.02,101.94,155,155,155,1.04,0.07,Behind
2026-07-24,2026,7,Jul,30,4,Friday,0,,0,0,0,0,0,220,174,174,0,178.96,79.09,31139.65,79.09,174,46,79.09,141.54,178.96,0.0,Low,Shoulder,Shoulder,Standard,70.14,171.48,1.04,120.27,174,174,174,0.88,0.03,Behind
2026-07-25,2026,7,Jul,30,5,Saturday,1,,0,0,0,0,0,220,163,163,0,173.6,74.09,28296.13,74.09,163,57,74.09,128.62,173.6,0.0,Low,Soft,Soft,Promotional,57.94,184.65,0.94,106.98,163,163,163,1.0,0.02,Ahead
2026-07-26,2026,7,Jul,30,6,Sunday,1,,0,0,0,0,0,220,126,126,0,155.98,57.27,19652.94,57.27,126,94,57.27,89.33,155.98,0.0,Low,Soft,Soft,Promotional,59.68,156.64,1.0,93.49,126,126,126,0.89,0.07,Behind
2026-07-27,2026,7,Jul,31,0,Monday,0,,0,0,0,34,1,186,134,134,0,184.82,72.04,24766.02,72.04,168,52,76.36,112.57,184.82,1925.42,Low,Shoulder,Shoulder,Standard,66.63,190.53,0.97,126.95,134,134,134,1.14,0.1,Ahead
2026-07-28,2026,7,Jul,31,1,Tuesday,0,,0,0,0,34,1,186,156,156,0,161.74,83.87,25231.47,83.87,190,30,86.36,114.69,161.74,1859.12,Low,Shoulder,Shoulder,Standard,59.87,172.04,0.94,103.0,156,156,156,0.94,0.11,Ahead
2026-07-29,2026,7,Jul,31,2,Wednesday,0,,0,0,0,0,0,220,141,141,0,178.99,64.09,25237.6,64.09,141,79,64.09,114.72,178.99,0.0,Low,Shoulder,Shoulder,Standard,61.29,191.94,0.93,117.63,141,141,141,0.86,0.02,Behind
2026-07-30,2026,7,Jul,31,3,Thursday,0,,0,0,0,0,0,220,164,164,0,180.35,74.55,29578.01,74.55,164,56,74.55,134.45,180.35,0.0,Low,Shoulder,Shoulder,Standard,62.91,178.73,1.01,112.44,164,164,164,1.04,-0.0,Ahead
2026-07-31,2026,7,Jul,31,4,Friday,0,,0,0,0,0,0,220,181,181,0,191.26,82.27,34618.0,82.27,181,39,82.27,157.35,191.26,0.0,Low,Shoulder,Shoulder,Standard,62.79,193.67,0.99,121.6,181,181,181,1.05,0.08,On Pace
2026-08-01,2026,8,Aug,31,5,Saturday,1,,0,0,0,0,0,220,155,155,0,166.99,70.45,25883.0,70.45,155,65,70.45,117.65,166.99,0.0,Low,Soft,Soft,Promotional,63.43,165.52,1.01,105.0,155,155,155,0.94,-0.03,On Pace
2026-08-02,2026,8,Aug,31,6,Sunday,1,,0,0,0,0,0,220,149,149,0,167.93,67.73,25021.76,67.73,149,71,67.73,113.74,167.93,0.0,Low,Soft,Soft,Promotional,62.67,155.77,1.08,97.62,149,149,149,0.96,0.03,Ahead
2026-08-03,2026,8,Aug,32,0,Monday,0,,0,0,0,40,1,180,138,138,0,182.47,76.67,25181.23,76.67,178,42,80.91,114.46,182.47,1446.91,Low,Shoulder,Shoulder,Standard,65.06,173.2,1.05,112.68,138,138,138,0.9,0.07,Behind
2026-08-04,2026,8,Aug,32,1,Tuesday,0,,0,0,0,40,1,180,114,114,0,178.31,63.33,20327.12,63.33,154,66,70.0,92.4,178.31,3196.22,Low,Shoulder,Shoulder,Standard,65.5,176.62,1.01,115.69,114,114,114,0.96,-0.02,Behind
2026-08-05,2026,8,Aug,32,2,Wednesday,0,,0,0,0,0,0,220,134,134,0,172.44,60.91,23106.9,60.91,134,86,60.91,105.03,172.44,0.0,Low,Shoulder,Shoulder,Standard,62.88,168.93,1.02,106.22,134,134,134,1.01,-0.02,On Pace
2026-08-06,2026,8,Aug,32,3,Thursday,0,,0,0,0,0,0,220,187,187,0,178.3,85.0,33341.86,85.0,187,33,85.0,151.55,178.3,0.0,Low,Shoulder,Shoulder,Standard,69.76,190.5,0.94,132.89,187,187,187,0.9,0.11,Behind
2026-08-07,2026,8,Aug,32,4,Friday,0,,0,0,0,0,0,220,190,190,0,178.24,86.36,33866.11,86.36,190,30,86.36,153.94,178.24,0.0,Low,Shoulder,Shoulder,Standard,67.0,177.5,1.0,118.92,190,190,190,0.94,0.11,Behind
2026-08-08,2026,8,Aug,32,5,Saturday,1,,0,0,0,0,0,220,162,162,0,157.85,73.64,25570.97,73.64,162,58,73.64,116.23,157.85,0.0,Low,Soft,Soft,Promotional,58.13,148.05,1.07,86.06,162,162,162,0.99,-0.04,Behind
2026-08-09,2026,8,Aug,32,6,Sunday,1,,0,0,0,0,0,220,152,152,0,152.57,69.09,23190.36,69.09,152,68,69.09,105.41,152.57,0.0,Low,Soft,Soft,Promotional,58.79,160.89,0.95,94.59,152,152,152,0.98,-0.03,Ahead
2026-08-10,2026,8,Aug,33,0,Monday,0,,0,0,0,18,1,202,150,150,0,172.9,74.26,25934.92,74.26,168,52,76.36,117.89,172.9,1595.04,Low,Shoulder,Shoulder,Standard,67.7,164.48,1.05,111.35,150,150,150,0.88,0.09,Behind
2026-08-11,2026,8,Aug,33,1,Tuesday,0,,0,0,0,18,1,202,158,158,0,173.69,78.22,27442.58,78.22,176,44,80.0,124.74,173.69,734.54,Low,Shoulder,Shoulder,Standard,64.79,165.2,1.05,107.03,158,158,158,0.95,0.05,Ahead
2026-08-12,2026,8,Aug,33,2,Wednesday,0,,0,0,0,18,1,202,129,129,0,183.35,63.86,23652.6,63.86,147,73,66.82,107.51,183.35,1787.22,Low,Shoulder,Shoulder,Standard,63.17,179.62,1.02,113.47,129,129,129,0.94,0.01,On Pace
2026-08-13,2026,8,Aug,33,3,Thursday,0,,0,0,0,0,0,220,184,184,0,172.88,83.64,31810.0,83.64,184,36,83.64,144.59,172.88,0.0,Low,Shoulder,Shoulder,Standard,67.25,171.34,1.01,115.22,184,184,184,1.15,0.09,On Pace
2026-08-14,2026,8,Aug,33,4,Friday,0,,0,0,0,0,0,220,185,185,0,183.66,84.09,33976.29,84.09,185,35,84.09,154.44,183.66,0.0,Low,Shoulder,Shoulder,Standard,63.68,193.51,0.95,123.23,185,185,185,1.03,-0.03,On Pace
2026-08-15,2026,8,Aug,33,5,Saturday,1,,0,0,0,0,0,220,148,148,0,176.06,67.27,26057.08,67.27,148,72,67.27,118.44,176.06,0.0,Low,Soft,Soft,Promotional,64.96,163.84,1.07,106.43,148,148,148,1.14,0.08,Ahead
2026-08-16,2026,8,Aug,33,6,Sunday,1,,0,0,0,0,0,220,137,137,0,176.41,62.27,24167.77,62.27,137,83,62.27,109.85,176.41,0.0,Low,Soft,Soft,Promotional,59.43,178.32,0.99,105.98,137,137,137,1.12,-0.02,On Pace
2026-08-17,2026,8,Aug,34,0,Monday,0,,0,0,0,30,1,190,129,129,0,177.47,67.89,22894.23,67.89,159,61,72.27,104.06,177.47,2109.65,Low,Shoulder,Shoulder,Standard,68.33,171.85,1.03,117.43,129,129,129,1.03,0.03,Behind
2026-08-18,2026,8,Aug,34,1,Tuesday,0,,0,0,0,0,0,220,132,132,0,175.18,60.0,23124.14,60.0,132,88,60.0,105.11,175.18,0.0,Low,Shoulder,Shoulder,Standard,69.85,184.55,0.95,128.91,132,132,132,0.99,0.06,On Pace
2026-08-19,2026,8,Aug,34,2,Wednesday,0,,0,0,0,0,0,220,157,157,0,177.42,71.36,27855.69,71.36,157,63,71.36,126.62,177.42,0.0,Low,Shoulder,Shoulder,Standard,66.79,170.18,1.04,113.67,157,157,157,0.89,-0.0,Ahead
2026-08-20,2026,8,Aug,34,3,Thursday,0,,0,0,0,0,0,220,160,160,0,170.84,72.73,27333.7,72.73,160,60,72.73,124.24,170.84,0.0,Low,Shoulder,Shoulder,Standard,61.9,175.92,0.97,108.89,160,160,160,1.14,0.09,On Pace
2026-08-21,2026,8,Aug,34,4,Friday,0,,0,0,0,0,0,220,162,162,0,172.59,73.64,27959.03,73.64,162,58,73.64,127.09,172.59,0.0,Low,Shoulder,Shoulder,Standard,68.59,163.28,1.06,111.99,162,162,162,0.87,0.0,Behind
2026-08-22,2026,8,Aug,34,5,Saturday,1,,0,0,0,0,0,220,137,137,0,168.15,62.27,23036.28,62.27,137,83,62.27,104.71,168.15,0.0,Low,Soft,Soft,Promotional,64.17,164.27,1.02,105.42,137,137,137,0.94,0.04,Ahead
2026-08-23,2026,8,Aug,34,6,Sunday,1,,0,0,0,0,0,220,150,150,0,168.59,68.18,25289.0,68.18,150,70,68.18,114.95,168.59,0.0,Low,Soft,Soft,Promotional,56.49,157.66,1.07,89.06,150,150,150,1.08,0.04,On Pace
2026-08-24,2026,8,Aug,35,0,Monday,0,,0,0,0,50,1,170,116,116,0,182.64,68.24,21186.69,68.24,166,54,75.45,96.3,182.64,2598.17,Low,Shoulder,Shoulder,Standard,66.8,170.83,1.07,114.12,116,116,116,1.02,0.09,Ahead
2026-08-25,2026,8,Aug,35,1,Tuesday,0,,0,0,0,50,1,170,108,108,0,166.23,63.53,17952.82,63.53,158,62,71.82,81.6,166.23,1558.74,Low,Shoulder,Shoulder,Standard,67.83,163.89,1.01,111.17,108,108,108,1.13,-0.02,Ahead
2026-08-26,2026,8,Aug,35,2,Wednesday,0,,0,0,0,0,0,220,143,143,0,180.19,65.0,25767.45,65.0,143,77,65.0,117.12,180.19,0.0,Low,Shoulder,Shoulder,Standard,65.95,189.75,0.95,125.13,143,143,143,1.01,0.04,Behind
2026-08-27,2026,8,Aug,35,3,Thursday,0,,0,0,0,0,0,220,174,174,0,181.67,79.09,31610.36,79.09,174,46,79.09,143.68,181.67,0.0,Low,Shoulder,Shoulder,Standard,63.71,193.76,0.94,123.45,174,174,174,0.88,-0.03,Ahead
2026-08-28,2026,8,Aug,35,4,Friday,0,,0,0,0,0,0,220,154,154,0,170.14,70.0,26202.21,70.0,154,66,70.0,119.1,170.14,0.0,Low,Shoulder,Shoulder,Standard,69.09,172.8,0.98,119.4,154,154,154,1.08,0.01,Behind
2026-08-29,2026,8,Aug,35,5,Saturday,1,,0,0,0,0,0,220,139,139,0,165.89,63.18,23058.32,63.18,139,81,63.18,104.81,165.89,0.0,Low,Soft,Soft,Promotional,55.81,156.03,1.06,87.08,139,139,139,1.06,0.07,On Pace
2026-08-30,2026,8,Aug,35,6,Sunday,1,,0,0,0,0,0,220,127,127,0,167.98,57.73,21333.67,57.73,127,93,57.73,96.97,167.98,0.0,Low,Soft,Soft,Promotional,62.82,156.63,1.07,98.4,127,127,127,1.08,0.08,Ahead
2026-08-31,2026,8,Aug,36,0,Monday,0,,0,0,0,0,0,220,144,144,0,179.99,65.45,25919.22,65.45,144,76,65.45,117.81,179.99,0.0,Low,Shoulder,Shoulder,Standard,66.47,182.68,0.99,121.44,144,144,144,0.99,0.1,Ahead
2026-09-01,2026,9,Sep,36,1,Tuesday,0,,0,0,0,0,0,220,211,211,0,210.86,95.91,44491.36,95.91,211,9,95.91,202.23,210.86,0.0,Low,Shoulder,Shoulder,Standard,82.91,200.92,1.05,166.59,211,211,211,1.12,-0.02,On Pace
2026-09-02,2026,9,Sep,36,2,Wednesday,0,,0,0,0,0,0,220,160,160,0,204.8,72.73,32768.12,72.73,160,60,72.73,148.95,204.8,0.0,Low,Shoulder,Shoulder,Standard,80.55,197.51,1.04,159.09,160,160,160,1.02,0.01,Behind
2026-09-03,2026,9,Sep,36,3,Thursday,0,,0,0,0,0,0,220,193,193,0,202.12,87.73,39009.16,87.73,193,27,87.73,177.31,202.12,0.0,Low,Shoulder,Shoulder,Standard,81.55,210.63,0.96,171.76,193,193,193,1.01,0.07,On Pace
2026-09-04,2026,9,Sep,36,4,Friday,0,,0,0,0,0,0,220,170,170,0,189.18,77.27,32161.13,77.27,170,50,77.27,146.19,189.18,0.0,Low,Shoulder,Shoulder,Standard,70.46,196.0,0.97,138.1,170,170,170,1.13,0.11,Behind
2026-09-05,2026,9,Sep,36,5,Saturday,1,OSU Football,1,1,0,0,0,220,199,199,0,220.77,90.45,43934.01,90.45,199,21,90.45,199.7,220.77,0.0,Low,Peak,Peak,Premium,83.54,232.6,0.95,194.31,199,199,199,1.14,0.02,Behind
2026-09-06,2026,9,Sep,36,6,Sunday,1,,0,0,0,0,0,220,163,163,0,189.96,74.09,30963.29,74.09,163,57,74.09,140.74,189.96,0.0,Low,Shoulder,Shoulder,Standard,78.55,178.52,1.06,140.23,163,163,163,0.88,-0.03,On Pace
2026-09-07,2026,9,Sep,37,0,Monday,0,,0,0,1,24,1,196,125,125,0,197.13,63.78,24641.85,63.78,149,71,67.73,112.01,197.13,1567.2,Low,Shoulder,Shoulder,Standard,62.98,190.31,1.04,119.85,125,125,125,1.03,0.0,On Pace
2026-09-08,2026,9,Sep,37,1,Tuesday,0,,0,0,0,24,1,196,155,155,0,190.2,79.08,29480.96,79.08,179,41,81.36,134.0,190.2,1656.62,Low,Shoulder,Shoulder,Standard,83.8,188.01,1.01,157.54,155,155,155,1.11,0.1,On Pace
2026-09-09,2026,9,Sep,37,2,Wednesday,0,,0,0,0,24,1,196,141,141,0,207.1,71.94,29201.44,71.94,165,55,75.0,132.73,207.1,2334.44,Low,Shoulder,Shoulder,Standard,79.54,203.67,1.02,162.0,141,141,141,1.01,0.07,Ahead
2026-09-10,2026,9,Sep,37,3,Thursday,0,,0,0,0,0,0,220,168,168,0,197.14,76.36,33119.59,76.36,168,52,76.36,150.54,197.14,0.0,Low,Shoulder,Shoulder,Standard,78.43,184.58,1.07,144.77,168,168,168,1.13,0.12,Ahead
2026-09-11,2026,9,Sep,37,4,Friday,0,,0,0,0,0,0,220,172,172,0,196.51,78.18,33799.25,78.18,172,48,78.18,153.63,196.51,0.0,Low,Shoulder,Shoulder,Standard,75.9,188.11,1.04,142.77,172,172,172,0.98,0.03,Behind
2026-09-12,2026,9,Sep,37,5,Saturday,1,OSU Football,1,1,0,0,0,220,246,220,26,237.03,100.0,52145.95,100.0,220,0,100.0,237.03,237.03,0.0,Low,Peak,Peak,Premium,93.8,248.44,0.95,233.03,220,220,220,1.13,0.01,Behind
2026-09-13,2026,9,Sep,37,6,Sunday,1,,0,0,0,0,0,220,180,180,0,181.51,81.82,32671.31,81.82,180,40,81.82,148.51,181.51,0.0,Low,Shoulder,Shoulder,Standard,75.79,170.12,1.07,128.94,180,180,180,0.93,0.03,Behind
2026-09-14,2026,9,Sep,38,0,Monday,0,,0,0,0,95,1,125,127,125,2,195.08,100.0,24385.32,100.0,220,0,100.0,110.84,195.08,1240.08,Medium,Shoulder,Shoulder,Standard,80.43,205.39,0.95,165.21,125,125,125,1.0,-0.05,Ahead
2026-09-15,2026,9,Sep,38,1,Tuesday,0,,0,0,0,95,1,125,96,96,0,191.07,76.8,18342.78,76.8,191,29,86.82,83.38,191.07,2572.5,Medium,Shoulder,Shoulder,Standard,71.71,178.12,1.07,127.73,96,96,96,1.08,0.08,On Pace
2026-09-16,2026,9,Sep,38,2,Wednesday,0,,0,0,0,95,1,125,98,98,0,208.11,78.4,20394.92,78.4,193,27,87.73,92.7,208.11,2902.14,Medium,Shoulder,Shoulder,Standard,77.07,200.18,1.04,154.27,98,98,98,0.95,0.1,Behind
2026-09-17,2026,9,Sep,38,3,Thursday,0,,0,0,0,0,0,220,228,220,8,213.51,100.0,46972.32,100.0,220,0,100.0,213.51,213.51,0.0,Low,Shoulder,Shoulder,Standard,72.02,211.81,1.01,152.54,220,220,220,1.11,0.03,Ahead
2026-09-18,2026,9,Sep,38,4,Friday,0,,0,0,0,0,0,220,160,160,0,201.51,72.73,32241.0,72.73,160,60,72.73,146.55,201.51,0.0,Low,Shoulder,Shoulder,Standard,82.1,195.16,1.03,160.22,160,160,160,1.06,0.03,Ahead
2026-09-19,2026,9,Sep,38,5,Saturday,1,OSU Football,1,1,0,0,0,220,246,220,26,229.96,100.0,50591.76,100.0,220,0,100.0,229.96,229.96,0.0,Low,Peak,Peak,Premium,89.6,231.94,0.99,207.81,220,220,220,1.01,0.03,Behind
2026-09-20,2026,9,Sep,38,6,Sunday,1,,0,0,0,0,0,220,204,204,0,195.34,92.73,39849.02,92.73,204,16,92.73,181.13,195.34,0.0,Low,Shoulder,Shoulder,Standard,70.99,195.17,1.0,138.55,204,204,204,1.14,0.05,On Pace
2026-09-21,2026,9,Sep,39,0,Monday,0,,0,0,0,26,1,194,143,143,0,200.68,73.71,28696.69,73.71,169,51,76.82,130.44,200.68,2275.83,Low,Shoulder,Shoulder,Standard,72.14,196.39,1.02,141.68,143,143,143,1.09,0.05,Behind
2026-09-22,2026,9,Sep,39,1,Tuesday,0,,0,0,0,26,1,194,160,160,0,193.49,82.47,30958.37,82.47,186,34,84.55,140.72,193.49,1202.04,Low,Shoulder,Shoulder,Standard,75.09,189.07,1.02,141.98,160,160,160,0.96,0.06,Ahead
2026-09-23,2026,9,Sep,39,2,Wednesday,0,,0,0,0,0,0,220,164,164,0,200.67,74.55,32909.48,74.55,164,56,74.55,149.59,200.67,0.0,Low,Shoulder,Shoulder,Standard,82.22,188.29,1.07,154.81,164,164,164,0.9,0.04,Ahead
2026-09-24,2026,9,Sep,39,3,Thursday,0,,0,0,0,0,0,220,190,190,0,206.89,86.36,39308.66,86.36,190,30,86.36,178.68,206.89,0.0,Low,Shoulder,Shoulder,Standard,78.13,220.18,0.94,172.01,190,190,190,0.93,0.07,Behind
2026-09-25,2026,9,Sep,39,4,Friday,0,,0,0,0,0,0,220,198,198,0,206.91,90.0,40968.43,90.0,198,22,90.0,186.22,206.91,0.0,Low,Shoulder,Shoulder,Standard,71.73,206.53,1.0,148.14,198,198,198,1.06,-0.01,On Pace
2026-09-26,2026,9,Sep,39,5,Saturday,1,OSU Football,1,1,0,0,0,220,225,220,5,233.97,100.0,51473.83,100.0,220,0,100.0,233.97,233.97,0.0,Low,Peak,Peak,Premium,87.21,238.27,0.98,207.79,220,220,220,0.96,0.02,On Pace
2026-09-27,2026,9,Sep,39,6,Sunday,1,,0,0,0,0,0,220,153,153,0,173.74,69.55,26582.8,69.55,153,67,69.55,120.83,173.74,0.0,Low,Shoulder,Shoulder,Standard,68.73,167.22,1.04,114.93,153,153,153,0.94,0.05,Ahead
2026-09-28,2026,9,Sep,40,0,Monday,0,,0,0,0,80,1,140,128,128,0,183.74,91.43,23518.49,91.43,208,12,94.55,106.9,183.74,3214.55,Medium,Shoulder,Shoulder,Standard,80.16,186.04,0.99,149.13,128,128,128,1.03,-0.0,Behind
2026-09-29,2026,9,Sep,40,1,Tuesday,0,,0,0,0,80,1,140,110,110,0,202.87,78.57,22315.9,78.57,190,30,86.36,101.44,202.87,3154.21,Medium,Shoulder,Shoulder,Standard,79.26,196.44,1.03,155.7,110,110,110,1.09,0.02,Behind
2026-09-30,2026,9,Sep,40,2,Wednesday,0,,0,0,0,80,1,140,114,114,0,191.38,81.43,21817.38,81.43,194,26,88.18,99.17,191.38,2099.78,Medium,Shoulder,Shoulder,Standard,73.82,191.85,1.0,141.62,114,114,114,1.05,0.04,Ahead
2026-10-01,2026,10,Oct,40,3,Thursday,0,,0,0,0,0,0,220,171,171,0,193.31,77.73,33055.29,77.73,171,49,77.73,150.25,193.31,0.0,Low,Shoulder,Shoulder,Standard,79.39,203.32,0.95,161.41,171,171,171,1.13,-0.0,Behind
2026-10-02,2026,10,Oct,40,4,Friday,0,,0,0,0,0,0,220,195,195,0,193.06,88.64,37647.13,88.64,195,25,88.64,171.12,193.06,0.0,Low,Shoulder,Shoulder,Standard,80.86,191.01,1.01,154.45,195,195,195,1.02,0.06,Behind
2026-10-03,2026,10,Oct,40,5,Saturday,1,OSU Football,1,1,0,0,0,220,203,203,0,235.72,92.27,47851.18,92.27,203,17,92.27,217.51,235.72,0.0,Low,Peak,Peak,Premium,93.94,248.7,0.95,233.64,203,203,203,0.97,0.1,Ahead
2026-10-04,2026,10,Oct,40,6,Sunday,1,,0,0,0,0,0,220,190,190,0,196.49,86.36,37332.92,86.36,190,30,86.36,169.7,196.49,0.0,Low,Shoulder,Shoulder,Standard,69.4,189.79,1.04,131.72,190,190,190,0.9,0.07,Ahead
2026-10-05,2026,10,Oct,41,0,Monday,0,,0,0,0,100,1,120,93,93,0,196.74,77.5,18296.75,77.5,193,27,87.73,83.17,196.74,1760.23,Medium,Shoulder,Shoulder,Standard,81.65,195.61,1.01,159.72,93,93,93,1.02,0.02,Behind
2026-10-06,2026,10,Oct,41,1,Tuesday,0,,0,0,0,100,1,120,121,120,1,202.19,100.0,24262.82,100.0,220,0,100.0,110.29,202.19,1703.23,Medium,Shoulder,Shoulder,Standard,74.11,186.96,1.08,138.55,120,120,120,1.09,-0.0,Behind
2026-10-07,2026,10,Oct,41,2,Wednesday,0,,0,0,0,100,1,120,123,120,3,207.02,100.0,24842.35,100.0,220,0,100.0,112.92,207.02,2449.06,Medium,Shoulder,Shoulder,Standard,70.67,218.93,0.95,154.72,120,120,120,0.88,0.05,Ahead
2026-10-08,2026,10,Oct,41,3,Thursday,0,,0,0,0,0,0,220,221,220,1,213.99,100.0,47077.85,100.0,220,0,100.0,213.99,213.99,0.0,Low,Shoulder,Shoulder,Standard,75.34,219.38,0.98,165.29,220,220,220,0.88,0.11,Behind
2026-10-09,2026,10,Oct,41,4,Friday,0,,0,0,0,0,0,220,198,198,0,203.23,90.0,40239.69,90.0,198,22,90.0,182.91,203.23,0.0,Low,Shoulder,Shoulder,Standard,72.04,208.57,0.97,150.26,198,198,198,1.02,0.08,Behind
2026-10-10,2026,10,Oct,41,5,Saturday,1,OSU Football,1,1,0,0,0,220,204,204,0,228.1,92.73,46532.09,92.73,204,16,92.73,211.51,228.1,0.0,Low,Peak,Peak,Premium,85.6,214.31,1.06,183.46,204,204,204,1.09,0.01,Behind
2026-10-11,2026,10,Oct,41,6,Sunday,1,,0,0,0,0,0,220,197,197,0,186.84,89.55,36807.41,89.55,197,23,89.55,167.31,186.84,0.0,Low,Shoulder,Shoulder,Standard,68.78,175.09,1.07,120.42,197,197,197,0.91,-0.0,On Pace
2026-10-12,2026,10,Oct,42,0,Monday,0,,0,0,0,49,1,171,137,137,0,185.56,80.12,25421.99,80.12,186,34,84.55,115.55,185.56,2426.0,Low,Shoulder,Shoulder,Standard,77.07,181.84,1.02,140.14,137,137,137,1.13,0.0,On Pace
