GEOID,checkpoint_year,child_population
3302310,2012,544.0
3302520,2012,375.0
3302550,2012,102.0
3302580,2012,965.0
3302610,2012,7592.0
3302760,2012,621.0
3302790,2012,532.0
3302910,2012,983.0
3302940,2012,38.0
3302970,2012,3278.0
3303120,2012,202.0
3303150,2012,1144.0
3303210,2012,947.0
3303276,2012,347.0
3303300,2012,383.0
3303360,2012,584.0
3303420,2012,828.0
3303480,2012,1886.0
3303510,2012,2814.0
3303540,2012,567.0
3303600,2012,1608.0
3303630,2012,162.0
3303690,2012,1085.0
3303720,2012,338.0
3303810,2012,328.0
3303840,2012,1946.0
3303870,2012,2793.0
3303990,2012,197.0
3304080,2012,545.0
3304150,2012,340.0
3304170,2012,84.0
3304500,2012,437.0
3304560,2012,425.0
3304620,2012,380.0
3304650,2012,186.0
3304800,2012,227.0
3304920,2012,218.0
3304950,2012,678.0
3305010,2012,111.0
3305040,2012,1373.0
3305070,2012,87.0
3305190,2012,509.0
3305250,2012,74.0
3305370,2012,936.0
3305430,2012,833.0
3305460,2012,1133.0
3305670,2012,145.0
3305760,2012,606.0
3305790,2012,960.0
3305970,2012,637.0
3306000,2012,379.0
3306030,2012,911.0
3306150,2012,1391.0
3306270,2012,143.0
3306330,2012,137.0
3306360,2012,232.0
3306390,2012,227.0
3306420,2012,1016.0
3306450,2012,177.0
3306480,2012,1849.0
3306600,2012,407.0
3306660,2012,381.0
3306750,2012,173.0
3306780,2012,745.0
3306870,2012,158.0
3306900,2012,181.0
3306910,2012,54.0
3306930,2012,2541.0
3306990,2012,141.0
3307020,2012,440.0
3307140,2012,938.0
3300003,2012,3626.0
3300017,2012,7908.0
3300049,2012,2226.0
3302670,2012,1608.0
3303850,2012,3366.0
3305830,2012,944.0
3306260,2012,3768.0
3307230,2012,5708.0
3399965,2012,3107.0
3300035,2012,767.0
3300616,2012,1146.0
3301350,2012,152.0
3301830,2012,112.0
3301860,2012,1695.0
3301950,2012,2000.0
3302200,2012,124.0
3302340,2012,2937.0
3302370,2012,48.0
3302400,2012,283.0
3302430,2012,142.0
3302460,2012,7093.0
3302480,2012,3914.0
3302490,2012,1860.0
3302510,2012,15.0
3302640,2012,6024.0
3302730,2012,87.0
3302850,2012,30.0
3302870,2012,3.0
3302880,2012,1488.0
3302990,2012,2662.0
3303000,2012,1500.0
3303090,2012,2017.0
3303180,2012,1374.0
3303240,2012,3088.0
3303275,2012,115.0
3303330,2012,3966.0
3303660,2012,913.0
3303750,2012,1944.0
3303780,2012,784.0
3303900,2012,1228.0
3303930,2012,6023.0
3303960,2012,1546.0
3304030,2012,2576.0
3304040,2012,3054.0
3304050,2012,3755.0
3304140,2012,3012.0
3304230,2012,2445.0
3304260,2012,461.0
3304290,2012,410.0
3304350,2012,2384.0
3304380,2012,1249.0
3304410,2012,6768.0
3304590,2012,23963.0
3304670,2012,2125.0
3304680,2012,1915.0
3304740,2012,5720.0
3304760,2012,4254.0
3304770,2012,354.0
3304830,2012,3445.0
3304890,2012,2976.0
3304960,2012,622.0
3304980,2012,19256.0
3305220,2012,2218.0
3305280,2012,1904.0
3305310,2012,1441.0
3305400,2012,501.0
3305520,2012,3118.0
3305550,2012,3459.0
3305580,2012,1705.0
3305700,2012,97.0
3305730,2012,872.0
3305820,2012,3403.0
3305880,2012,2399.0
3305940,2012,5736.0
3306060,2012,6164.0
3306080,2012,2568.0
3306180,2012,2528.0
3306240,2012,2799.0
3306540,2012,634.0
3306720,2012,6225.0
3307050,2012,1740.0
3307115,2012,1273.0
3307170,2012,3711.0
3307200,2012,45.0
3307300,2012,2583.0
3333009,2012,358.0
3400690,2012,1209.0
3400750,2012,1937.0
3401020,2012,991.0
3401200,2012,337.0
3401290,2012,171.0
3401380,2012,2357.0
3401560,2012,4962.0
3401590,2012,1611.0
3401710,2012,1093.0
3401800,2012,1746.0
3402550,2012,2283.0
3402610,2012,400.0
3402700,2012,481.0
3402790,2012,1206.0
3403060,2012,2733.0
3403090,2012,1580.0
3403330,2012,1103.0
3403360,2012,3042.0
3403390,2012,2252.0
3403450,2012,2671.0
3403660,2012,635.0
3403720,2012,939.0
3403810,2012,1337.0
3403870,2012,3784.0
3404050,2012,318.0
3404080,2012,859.0
3404140,2012,2664.0
3404170,2012,2360.0
3404290,2012,1591.0
3404350,2012,1364.0
3404410,2012,2501.0
3404530,2012,1137.0
3404620,2012,1023.0
3404830,2012,658.0
3404890,2012,10820.0
3404950,2012,1876.0
3405010,2012,1699.0
3405040,2012,1184.0
3405130,2012,280.0
3405190,2012,6847.0
3405250,2012,2260.0
3405340,2012,1312.0
3405370,2012,2769.0
3405400,2012,1053.0
3405430,2012,4060.0
3405460,2012,766.0
3405520,2012,790.0
3405550,2012,923.0
3405580,2012,3144.0
3405640,2012,8279.0
3405670,2012,556.0
3405700,2012,271.0
3405730,2012,7608.0
3405850,2012,555.0
3406030,2012,15962.0
3406150,2012,205.0
3406420,2012,1464.0
3406450,2012,1831.0
3406480,2012,704.0
3406510,2012,6775.0
3406600,2012,263.0
3406630,2012,1113.0
3406690,2012,3197.0
3406780,2012,1675.0
3406840,2012,1262.0
3406900,2012,3860.0
3406960,2012,1037.0
3407110,2012,882.0
3407200,2012,948.0
3407260,2012,2731.0
3407380,2012,1184.0
3407500,2012,977.0
3407560,2012,13655.0
3407710,2012,261.0
3408010,2012,942.0
3408070,2012,765.0
3408130,2012,604.0
3408250,2012,578.0
3408430,2012,378.0
3408460,2012,1709.0
3408670,2012,1711.0
3408700,2012,4028.0
3408730,2012,2458.0
3408790,2012,1791.0
3408910,2012,492.0
3409150,2012,4526.0
3409180,2012,3348.0
3409300,2012,809.0
3409390,2012,9957.0
3409510,2012,1867.0
3409540,2012,1758.0
3409600,2012,3645.0
3409720,2012,11475.0
3409840,2012,1127.0
3409870,2012,5748.0
3409900,2012,1515.0
3409930,2012,1643.0
3410170,2012,242.0
3410380,2012,626.0
3410620,2012,2204.0
3410920,2012,2279.0
3410950,2012,9425.0
3411070,2012,1325.0
3411100,2012,722.0
3411190,2012,658.0
3411520,2012,1745.0
3411550,2012,1715.0
3411580,2012,2803.0
3411790,2012,2038.0
3411820,2012,1057.0
3411850,2012,1481.0
3411910,2012,3321.0
3412030,2012,452.0
3412120,2012,1547.0
3412150,2012,576.0
3412180,2012,1622.0
3412240,2012,2101.0
3412660,2012,2119.0
3413470,2012,1551.0
3413710,2012,3828.0
3413740,2012,2364.0
3413860,2012,3000.0
3413890,2012,2944.0
3413950,2012,2725.0
3414100,2012,1316.0
3414130,2012,5844.0
3414250,2012,1326.0
3414370,2012,2084.0
3414430,2012,1939.0
3414610,2012,320.0
3414790,2012,592.0
3414820,2012,77.0
3414880,2012,1793.0
3414970,2012,1053.0
3415000,2012,1072.0
3415030,2012,2720.0
3415270,2012,881.0
3415420,2012,1476.0
3415660,2012,796.0
3415690,2012,5964.0
3415720,2012,811.0
3415750,2012,861.0
3415780,2012,109.0
3415840,2012,338.0
3415870,2012,1614.0
3415960,2012,3166.0
3415990,2012,4203.0
3416020,2012,1682.0
3416170,2012,1339.0
3416200,2012,3713.0
3416260,2012,2040.0
3416320,2012,708.0
3416440,2012,1072.0
3416530,2012,1731.0
3416620,2012,2602.0
3416830,2012,6324.0
3416950,2012,1934.0
3416980,2012,4332.0
3417010,2012,1675.0
3417130,2012,5093.0
3417160,2012,1534.0
3417190,2012,1093.0
3417340,2012,480.0
3417370,2012,634.0
3417400,2012,79.0
3417490,2012,1547.0
3417640,2012,2331.0
3417730,2012,2334.0
3417790,2012,880.0
3417880,2012,1478.0
3418180,2012,629.0
3418210,2012,1516.0
3418240,2012,310.0
3418360,2012,4389.0
3401770,2012,20258.0
3402800,2012,2797.0
3402880,2012,3495.0
3402910,2012,6344.0
3403210,2012,7505.0
3403620,2012,5070.0
3403750,2012,3848.0
3404380,2012,8490.0
3405610,2012,49461.0
3405820,2012,2711.0
3406060,2012,16845.0
3406660,2012,7817.0
3407050,2012,1939.0
3407140,2012,5082.0
3407590,2012,12473.0
3407980,2012,7748.0
3408060,2012,3217.0
3408190,2012,4934.0
3408490,2012,32381.0
3408500,2012,3752.0
3409090,2012,5086.0
3409360,2012,6469.0
3409550,2012,3067.0
3410440,2012,6214.0
3410740,2012,12422.0
3411610,2012,12047.0
3411700,2012,7046.0
3411730,2012,4539.0
3411760,2012,10048.0
3412260,2012,5045.0
3412510,2012,9176.0
3412570,2012,6829.0
3412600,2012,5097.0
3413000,2012,5391.0
3413560,2012,10479.0
3413620,2012,10789.0
3413750,2012,5208.0
3414400,2012,3960.0
3414940,2012,3720.0
3415300,2012,1321.0
3415450,2012,5083.0
3415480,2012,6627.0
3416870,2012,4008.0
3416970,2012,5757.0
3417220,2012,7544.0
3417460,2012,5428.0
3417550,2012,10984.0
3400004,2012,6007.0
3400008,2012,2108.0
3400009,2012,2887.0
3400660,2012,1514.0
3400720,2012,843.0
3400780,2012,111.0
3400810,2012,984.0
3400840,2012,581.0
3400870,2012,411.0
3400900,2012,1541.0
3400930,2012,4074.0
3400960,2012,9994.0
3401050,2012,1759.0
3401110,2012,233.0
3401140,2012,296.0
3401170,2012,1270.0
3401230,2012,160.0
3401260,2012,12868.0
3401320,2012,1631.0
3401350,2012,7688.0
3401410,2012,1012.0
3401440,2012,638.0
3401500,2012,6115.0
3401530,2012,3301.0
3401620,2012,1251.0
3401650,2012,7577.0
3401740,2012,655.0
3401830,2012,9374.0
3401860,2012,1573.0
3401890,2012,192.0
3401920,2012,1844.0
3401950,2012,1562.0
3401980,2012,1059.0
3402030,2012,3795.0
3402100,2012,2385.0
3402130,2012,573.0
3402160,2012,3657.0
3402220,2012,15688.0
3402250,2012,6796.0
3402280,2012,12575.0
3402310,2012,1140.0
3402340,2012,1449.0
3402370,2012,389.0
3402400,2012,2634.0
3402430,2012,2340.0
3402460,2012,6223.0
3402520,2012,1520.0
3402580,2012,3781.0
3402640,2012,24410.0
3402820,2012,5980.0
3402850,2012,2551.0
3403000,2012,16491.0
3403030,2012,306.0
3403120,2012,3557.0
3403150,2012,3008.0
3403180,2012,2094.0
3403240,2012,1065.0
3403270,2012,3935.0
3403300,2012,18122.0
3403420,2012,2798.0
3403480,2012,1339.0
3403510,2012,139.0
3403540,2012,1061.0
3403570,2012,5516.0
3403600,2012,2328.0
3403630,2012,125.0
3403690,2012,803.0
3403780,2012,3882.0
3403840,2012,1456.0
3403900,2012,6398.0
3403930,2012,4448.0
3403960,2012,248.0
3403990,2012,3730.0
3404020,2012,1825.0
3404110,2012,11454.0
3404200,2012,524.0
3404230,2012,15927.0
3404320,2012,6986.0
3404440,2012,2126.0
3404470,2012,1888.0
3404500,2012,23067.0
3404560,2012,11793.0
3404590,2012,34043.0
3404650,2012,294.0
3404660,2012,4078.0
3404680,2012,154.0
3404710,2012,1623.0
3404740,2012,6074.0
3404770,2012,1064.0
3404860,2012,412.0
3404920,2012,5683.0
3404980,2012,7604.0
3405070,2012,2390.0
3405220,2012,2572.0
3405280,2012,377.0
3405310,2012,5720.0
3405490,2012,13302.0
3405760,2012,6585.0
3405790,2012,819.0
3405880,2012,3767.0
3405940,2012,2399.0
3405970,2012,3512.0
3406000,2012,2845.0
3406090,2012,981.0
3406120,2012,1872.0
3406180,2012,1025.0
3406210,2012,1822.0
3406240,2012,1960.0
3406270,2012,7304.0
3406300,2012,2085.0
3406330,2012,1765.0
3406360,2012,3182.0
3406390,2012,3083.0
3406540,2012,18717.0
3406570,2012,3189.0
3406720,2012,979.0
3406810,2012,605.0
3406870,2012,2607.0
3406930,2012,2582.0
3406990,2012,4000.0
3407080,2012,189.0
3407170,2012,3263.0
3407230,2012,10387.0
3407290,2012,5373.0
3407320,2012,1076.0
3407350,2012,6797.0
3407410,2012,4151.0
3407440,2012,3304.0
3407470,2012,454.0
3407530,2012,5623.0
3407650,2012,118.0
3407680,2012,13941.0
3407740,2012,13072.0
3407770,2012,1607.0
3407800,2012,5243.0
3407830,2012,51906.0
3407860,2012,2489.0
3407890,2012,9143.0
3407920,2012,1697.0
3407950,2012,1348.0
3408040,2012,2616.0
3408100,2012,5960.0
3408160,2012,706.0
3408220,2012,39156.0
3408280,2012,437.0
3408310,2012,250.0
3408340,2012,764.0
3408370,2012,771.0
3408400,2012,6984.0
3408520,2012,2226.0
3408580,2012,2043.0
3408610,2012,8249.0
3408640,2012,3559.0
3408671,2012,72.0
3408760,2012,2185.0
3408820,2012,7840.0
3408850,2012,5955.0
3408880,2012,1420.0
3408940,2012,6718.0
3409000,2012,1990.0
3409030,2012,481.0
3409120,2012,2875.0
3409210,2012,4336.0
3409240,2012,3737.0
3409270,2012,15017.0
3409330,2012,5079.0
3409420,2012,1213.0
3409450,2012,4259.0
3409480,2012,291.0
3409630,2012,2012.0
3409660,2012,3496.0
3409690,2012,843.0
3409750,2012,6111.0
3409780,2012,648.0
3409810,2012,1967.0
3409960,2012,746.0
3409990,2012,3238.0
3410020,2012,3988.0
3410050,2012,3136.0
3410110,2012,15765.0
3410140,2012,1749.0
3410200,2012,6508.0
3410230,2012,2848.0
3410290,2012,1234.0
3410320,2012,7334.0
3410350,2012,891.0
3410470,2012,9596.0
3410500,2012,7059.0
3410530,2012,810.0
3410560,2012,9929.0
3410590,2012,7197.0
3410650,2012,5593.0
3410680,2012,494.0
3410710,2012,5477.0
3410770,2012,1289.0
3410810,2012,8103.0
3410860,2012,919.0
3410890,2012,916.0
3410980,2012,7620.0
3411010,2012,1338.0
3411040,2012,1782.0
3411130,2012,1051.0
3411160,2012,6220.0
3411220,2012,11367.0
3411250,2012,416.0
3411280,2012,3868.0
3411310,2012,3406.0
3411340,2012,71173.0
3411370,2012,414.0
3411400,2012,2120.0
3411430,2012,2856.0
3411460,2012,13320.0
3411490,2012,8991.0
3411640,2012,5499.0
3411670,2012,616.0
3411880,2012,5570.0
3411940,2012,719.0
3411970,2012,1726.0
3412060,2012,6444.0
3412090,2012,1182.0
3412210,2012,498.0
3412270,2012,7418.0
3412300,2012,599.0
3412360,2012,2781.0
3412390,2012,1557.0
3412420,2012,5327.0
3412450,2012,2177.0
3412480,2012,10966.0
3412540,2012,22961.0
3412690,2012,40242.0
3412720,2012,1914.0
3412810,2012,6803.0
3412840,2012,3059.0
3412870,2012,8193.0
3412900,2012,3262.0
3412930,2012,13799.0
3412960,2012,3632.0
3412990,2012,2437.0
3413050,2012,11442.0
3413080,2012,2017.0
3413110,2012,2145.0
3413140,2012,11629.0
3413200,2012,5630.0
3413230,2012,2197.0
3413260,2012,658.0
3413290,2012,4058.0
3413320,2012,1203.0
3413350,2012,2573.0
3413380,2012,139.0
3413410,2012,4922.0
3413500,2012,617.0
3413530,2012,6159.0
3413590,2012,3725.0
3413650,2012,7089.0
3413680,2012,3951.0
3413770,2012,2319.0
3413800,2012,3132.0
3413830,2012,7751.0
3413980,2012,606.0
3414010,2012,1899.0
3414040,2012,595.0
3414070,2012,887.0
3414160,2012,98.0
3414220,2012,242.0
3414280,2012,4475.0
3414310,2012,2962.0
3414340,2012,6015.0
3414460,2012,3786.0
3414490,2012,2689.0
3414520,2012,753.0
3414550,2012,1436.0
3414640,2012,9460.0
3414670,2012,7839.0
3414730,2012,359.0
3414760,2012,180.0
3414850,2012,3306.0
3415090,2012,2702.0
3415120,2012,1692.0
3415150,2012,388.0
3415180,2012,965.0
3415210,2012,11848.0
3415240,2012,512.0
3415330,2012,11003.0
3415360,2012,4847.0
3415390,2012,3894.0
3415510,2012,5481.0
3415540,2012,2205.0
3415570,2012,637.0
3415600,2012,860.0
3415630,2012,3201.0
3415810,2012,50.0
3415900,2012,6164.0
3416080,2012,9291.0
3416110,2012,4563.0
3416140,2012,19.0
3416230,2012,24114.0
3416290,2012,21824.0
3416350,2012,1495.0
3416380,2012,16114.0
3416470,2012,4406.0
3416500,2012,11835.0
3416560,2012,2434.0
3416590,2012,863.0
3416650,2012,2744.0
3416680,2012,1805.0
3416710,2012,5683.0
3416740,2012,2917.0
3416800,2012,15469.0
3416860,2012,2444.0
3416890,2012,6646.0
3416920,2012,2101.0
3417040,2012,106.0
3417070,2012,11431.0
3417100,2012,3881.0
3417250,2012,2436.0
3417280,2012,11575.0
3417310,2012,1867.0
3417430,2012,4419.0
3417520,2012,5946.0
3417580,2012,10856.0
3417610,2012,10984.0
3417670,2012,70.0
3417700,2012,13630.0
3417760,2012,9030.0
3417820,2012,4429.0
3417850,2012,362.0
3417910,2012,576.0
3417940,2012,1049.0
3417970,2012,446.0
3418000,2012,7100.0
3418030,2012,245.0
3418060,2012,10438.0
3418090,2012,600.0
3418120,2012,21789.0
3418150,2012,2362.0
3418270,2012,983.0
3418300,2012,1523.0
3418330,2012,1707.0
3500001,2012,128.0
3500010,2012,24689.0
3500030,2012,10595.0
3500060,2012,158426.0
3500090,2012,178.0
3500120,2012,4837.0
3500150,2012,3857.0
3500180,2012,7694.0
3500210,2012,6396.0
3500240,2012,5181.0
3500270,2012,454.0
3500300,2012,8476.0
3500330,2012,131.0
3500390,2012,9613.0
3500420,2012,613.0
3500480,2012,646.0
3500510,2012,755.0
3500540,2012,288.0
3500570,2012,12614.0
3500600,2012,1804.0
3500630,2012,43.0
3500660,2012,994.0
3500690,2012,6777.0
3500720,2012,204.0
3500750,2012,1305.0
3500790,2012,129.0
3500810,2012,1101.0
3500840,2012,45.0
3500900,2012,9275.0
3500930,2012,906.0
3500960,2012,716.0
3500990,2012,18512.0
3501020,2012,117.0
3501050,2012,539.0
3501080,2012,20175.0
3501110,2012,19681.0
3501140,2012,117.0
3501170,2012,6892.0
3501200,2012,631.0
3501230,2012,1351.0
3501260,2012,12412.0
3501290,2012,157.0
3501320,2012,21.0
3501350,2012,422.0
3501380,2012,190.0
3501410,2012,1128.0
3501470,2012,201.0
3501500,2012,36675.0
3501530,2012,3300.0
3501560,2012,2096.0
3501590,2012,178.0
3501620,2012,1083.0
3501650,2012,4364.0
3501680,2012,12970.0
3501710,2012,685.0
3501740,2012,5033.0
3501770,2012,598.0
3501800,2012,72.0
3501830,2012,319.0
3501860,2012,748.0
3501890,2012,5721.0
3501920,2012,41.0
3501950,2012,530.0
3501980,2012,281.0
3502010,2012,1030.0
3502040,2012,798.0
3502070,2012,2505.0
3502100,2012,4851.0
3502130,2012,195.0
3502160,2012,761.0
3502190,2012,1730.0
3502220,2012,246.0
3502250,2012,16090.0
3502280,2012,43.0
3502310,2012,3093.0
3502340,2012,191.0
3502370,2012,23612.0
3502400,2012,983.0
3502430,2012,4581.0
3502460,2012,3149.0
3502490,2012,311.0
3502520,2012,5016.0
3502550,2012,276.0
3502580,2012,408.0
3502610,2012,2212.0
3502640,2012,1542.0
3502670,2012,2535.0
3502730,2012,190.0
3502800,2012,3012.0
3604410,2012,3339.0
3610620,2012,12110.0
3611160,2012,4760.0
3611460,2012,5362.0
3619110,2012,4321.0
3620400,2012,4949.0
3620940,2012,5894.0
3621120,2012,3257.0
3629430,2012,6328.0
3629460,2012,3326.0
3629490,2012,3960.0
3619020,2012,16811.0
3626520,2012,27181.0
3629520,2012,13614.0
3600001,2012,1076.0
3600002,2012,1446.0
3600003,2012,643.0
3600004,2012,4135.0
3600005,2012,2658.0
3600006,2012,736.0
3600007,2012,1157.0
3600008,2012,7409.0
3600009,2012,2794.0
3600010,2012,2845.0
3600011,2012,2240.0
3600012,2012,1106.0
3600013,2012,3845.0
3600014,2012,2661.0
3600015,2012,1563.0
3600016,2012,4627.0
3600017,2012,1075.0
3600018,2012,1083.0
3600019,2012,1245.0
3600020,2012,1229.0
3600021,2012,1965.0
3600023,2012,1810.0
3600124,2012,1389.0
3600125,2012,4662.0
3600971,2012,8151.0
3602310,2012,449.0
3602340,2012,2373.0
3602370,2012,2126.0
3602400,2012,893.0
3602430,2012,2171.0
3602460,2012,17323.0
3602520,2012,2963.0
3602550,2012,2462.0
3602580,2012,1410.0
3602670,2012,952.0
3602700,2012,1077.0
3602730,2012,2354.0
3602820,2012,2183.0
3602880,2012,168.0
3602920,2012,5303.0
3602940,2012,5336.0
3602970,2012,5221.0
3603000,2012,141.0
3603030,2012,488.0
3603060,2012,567.0
3603180,2012,2617.0
3603210,2012,769.0
3603240,2012,680.0
3603270,2012,13658.0
3603420,2012,2158.0
3603480,2012,6659.0
3603630,2012,737.0
3603660,2012,1882.0
3603720,2012,2518.0
3603810,2012,1134.0
3603840,2012,8195.0
3603870,2012,8472.0
3603930,2012,5853.0
3603960,2012,1290.0
3603990,2012,3800.0
3604050,2012,2215.0
3604080,2012,7988.0
3604110,2012,3619.0
3604140,2012,5327.0
3604200,2012,1377.0
3604290,2012,2662.0
3604350,2012,482.0
3604370,2012,963.0
3604530,2012,1063.0
3604620,2012,1208.0
3604650,2012,1142.0
3604710,2012,7001.0
3604740,2012,4183.0
3604757,2012,754.0
3604758,2012,12789.0
3604800,2012,60.0
3604870,2012,9223.0
3604920,2012,1380.0
3605010,2012,269.0
3605040,2012,1824.0
3605220,2012,568.0
3605280,2012,22488.0
3605310,2012,5324.0
3605340,2012,2068.0
3605370,2012,136.0
3605460,2012,5241.0
3605520,2012,1650.0
3605580,2012,5593.0
3605610,2012,738.0
3605640,2012,1947.0
3605670,2012,340.0
3605820,2012,1270.0
3605850,2012,61653.0
3605940,2012,4431.0
3606060,2012,3698.0
3606090,2012,1679.0
3606160,2012,1852.0
3606180,2012,1137.0
3606210,2012,1455.0
3606240,2012,3283.0
3606300,2012,1468.0
3606330,2012,5849.0
3606360,2012,397.0
3606390,2012,1969.0
3606420,2012,1287.0
3606470,2012,2114.0
3606500,2012,1990.0
3606540,2012,2200.0
3606570,2012,6461.0
3606630,2012,5341.0
3606660,2012,1810.0
3606690,2012,1724.0
3606720,2012,2590.0
3606750,2012,1510.0
3606780,2012,2555.0
3606840,2012,1722.0
3606870,2012,10453.0
3606900,2012,6271.0
3606990,2012,5135.0
3607020,2012,4799.0
3607050,2012,549.0
3607080,2012,773.0
3607110,2012,1835.0
3607170,2012,522.0
3607230,2012,4213.0
3607260,2012,1961.0
3607290,2012,2493.0
3607320,2012,2517.0
3607380,2012,1227.0
3607470,2012,3247.0
3607530,2012,6303.0
3607560,2012,874.0
3607590,2012,6783.0
3607650,2012,1604.0
3607680,2012,2263.0
3607710,2012,479.0
3607770,2012,2019.0
3607860,2012,1196.0
3607890,2012,882.0
3607980,2012,3014.0
3608010,2012,2320.0
3608100,2012,409.0
3608130,2012,9865.0
3608160,2012,9220.0
3608250,2012,1118.0
3608280,2012,573.0
3608310,2012,6892.0
3608340,2012,1193.0
3608370,2012,1616.0
3608400,2012,7812.0
3608430,2012,4900.0
3608460,2012,4049.0
3608490,2012,2361.0
3608580,2012,2347.0
3608610,2012,593.0
3608790,2012,2125.0
3608850,2012,696.0
3608880,2012,6202.0
3608910,2012,908.0
3608970,2012,3753.0
3609030,2012,3040.0
3609060,2012,1022.0
3609090,2012,4215.0
3609120,2012,1972.0
3609210,2012,2348.0
3609240,2012,714.0
3609330,2012,2794.0
3609360,2012,1005.0
3609390,2012,1869.0
3609420,2012,3191.0
3609540,2012,2828.0
3609630,2012,6589.0
3609660,2012,1828.0
3609690,2012,5209.0
3609720,2012,6048.0
3609840,2012,10831.0
3609870,2012,1145.0
3609900,2012,1065.0
3609930,2012,1977.0
3609960,2012,2226.0
3609990,2012,4382.0
3610050,2012,2309.0
3610080,2012,4339.0
3610170,2012,2367.0
3610200,2012,2356.0
3610230,2012,247.0
3610260,2012,589.0
3610380,2012,697.0
3610410,2012,1169.0
3610440,2012,565.0
3610500,2012,2524.0
3610530,2012,913.0
3610560,2012,10695.0
3610590,2012,1536.0
3610650,2012,1785.0
3610680,2012,3346.0
3610710,2012,6607.0
3610860,2012,1056.0
3610890,2012,9430.0
3610920,2012,1824.0
3610950,2012,2706.0
3610980,2012,8238.0
3611070,2012,1060.0
3611100,2012,51.0
3611190,2012,2155.0
3611250,2012,732.0
3611280,2012,767.0
3611310,2012,667.0
3611370,2012,1662.0
3611400,2012,1495.0
3611430,2012,520.0
3611490,2012,1012.0
3611520,2012,2121.0
3611550,2012,9244.0
3611610,2012,1158.0
3611640,2012,689.0
3611670,2012,7544.0
3611700,2012,4949.0
3611730,2012,1449.0
3611740,2012,1630.0
3611760,2012,5611.0
3611860,2012,734.0
3611880,2012,6634.0
3611910,2012,2115.0
3611940,2012,1295.0
3611970,2012,3122.0
3612030,2012,925.0
3612120,2012,406.0
3612180,2012,5914.0
3612240,2012,2916.0
3612270,2012,4604.0
3612300,2012,2376.0
3612330,2012,4132.0
3612360,2012,2573.0
3612390,2012,2057.0
3612450,2012,1671.0
3612510,2012,10173.0
3612630,2012,16810.0
3612660,2012,545.0
3612720,2012,3946.0
3612750,2012,1458.0
3612840,2012,743.0
3612870,2012,1606.0
3612900,2012,1635.0
3612960,2012,1350.0
3612990,2012,3086.0
3613020,2012,1396.0
3613080,2012,7117.0
3613110,2012,1324.0
3613230,2012,1186.0
3613290,2012,12059.0
3613350,2012,5918.0
3613380,2012,1214.0
3613440,2012,600.0
3613470,2012,710.0
3613530,2012,2435.0
3613560,2012,471.0
3613590,2012,2274.0
3613620,2012,5158.0
3613710,2012,1199.0
3613740,2012,6499.0
3613770,2012,565.0
3613830,2012,713.0
3613950,2012,2135.0
3613980,2012,5567.0
3614010,2012,11435.0
3614130,2012,11213.0
3614190,2012,3265.0
3614220,2012,2054.0
3614250,2012,690.0
3614280,2012,5568.0
3614310,2012,1103.0
3614340,2012,7188.0
3614400,2012,2829.0
3614430,2012,2312.0
3614460,2012,5926.0
3614490,2012,616.0
3614550,2012,1380.0
3614580,2012,2116.0
3614610,2012,1736.0
3614640,2012,3076.0
3614670,2012,1046.0
3614700,2012,3419.0
3614730,2012,1495.0
3614760,2012,2064.0
3614820,2012,2542.0
3614850,2012,6169.0
3614880,2012,661.0
3614940,2012,3190.0
3614970,2012,3199.0
3615060,2012,738.0
3615090,2012,7696.0
3615180,2012,5651.0
3615210,2012,2864.0
3615240,2012,2367.0
3615270,2012,311.0
3615300,2012,6627.0
3615330,2012,99.0
3615360,2012,3912.0
3615390,2012,5527.0
3615450,2012,2426.0
3615480,2012,1614.0
3615510,2012,3507.0
3615540,2012,4676.0
3615570,2012,7926.0
3615630,2012,7765.0
3615720,2012,397.0
3615780,2012,6851.0
3615810,2012,3813.0
3615870,2012,418.0
3615900,2012,4016.0
3615980,2012,2470.0
3615990,2012,2048.0
3616080,2012,5165.0
3616140,2012,180.0
3616170,2012,1854.0
3616200,2012,1278.0
3616230,2012,13172.0
3616260,2012,5807.0
3616290,2012,11213.0
3616380,2012,814.0
3616410,2012,1075.0
3616440,2012,3695.0
3616470,2012,1122.0
3616500,2012,1124.0
3616530,2012,73.0
3616560,2012,3620.0
3616620,2012,8937.0
3616680,2012,9188.0
3616710,2012,1774.0
3616740,2012,4312.0
3616800,2012,494.0
3616830,2012,10141.0
3616950,2012,1973.0
3616960,2012,876.0
3616980,2012,2156.0
3617130,2012,1494.0
3617160,2012,11506.0
3617190,2012,3484.0
3617220,2012,2235.0
3617380,2012,9499.0
3617430,2012,961.0
3617460,2012,1620.0
3617520,2012,10396.0
3617580,2012,709.0
3617640,2012,2486.0
3617670,2012,7977.0
3617700,2012,3527.0
3617730,2012,6531.0
3617760,2012,93.0
3617820,2012,1997.0
3617880,2012,628.0
3617910,2012,3840.0
3617940,2012,969.0
3617970,2012,1088.0
3618030,2012,1522.0
3618080,2012,579.0
3618090,2012,883.0
3618120,2012,6461.0
3618150,2012,3364.0
3618180,2012,3752.0
3618210,2012,3073.0
3618240,2012,7514.0
3618270,2012,5275.0
3618330,2012,6445.0
3618450,2012,1292.0
3618480,2012,2486.0
3618510,2012,743.0
3618540,2012,1430.0
3618570,2012,3345.0
3618600,2012,3654.0
3618630,2012,11206.0
3618660,2012,3770.0
3618690,2012,12690.0
