Date,Year,Month,Week,Day_Of_Week,Day_Name,Is_Weekend,Special_Event,Is_Special_Event,Is_OSU_Football,Group_Rooms_On_Books,Group_Events_Inhouse,Transient_Rooms_Available,Transient_Demand_Unconstrained,Transient_Rooms_Sold,Transient_Rooms_Turned_Away,Transient_ADR,Transient_Occ_Of_Available,Transient_Revenue,Total_Rooms_Sold,Total_Occupancy_Pct,Transient_RevPAR,Displacement_Cost_Per_Room,Displacement_Pressure,Demand_Tier,Market_Occ_Pct,Market_ADR,Market_RevPAR,Transient_Pace_7d,Transient_Pace_14d,Transient_Pace_30d,Pace_Index
2023-05-12,2023,5,19,4,Friday,0,OSU Graduation,1,0,204,3,16,218,16,202,202.22,100.0,3235.52,220,100.0,14.71,202.22,High,Peak,93.8,184.86,173.4,117.1,90.6,102.6,1.141
2023-05-13,2023,5,19,5,Saturday,1,OSU Graduation,1,0,139,3,81,218,81,137,204.74,100.0,16583.94,220,100.0,75.38,204.74,High,Peak,95.9,188.48,180.75,108.6,85.9,105.3,1.031
2023-05-14,2023,5,19,6,Sunday,1,OSU Graduation,1,0,99,2,121,218,121,97,194.91,100.0,23584.11,220,100.0,107.2,194.91,High,Peak,93.4,184.69,172.5,112.0,88.4,105.2,1.065
2023-05-15,2023,5,20,0,Monday,0,,0,0,64,1,156,178,156,22,179.09,100.0,27938.04,220,100.0,126.99,179.09,Medium,High,96.0,158.61,152.27,113.0,99.6,106.3,1.063
2023-05-16,2023,5,20,1,Tuesday,0,,0,0,116,3,104,211,104,107,187.1,100.0,19458.4,220,100.0,88.45,187.1,High,Peak,94.8,173.14,164.14,97.1,107.0,106.8,0.909
2023-05-17,2023,5,20,2,Wednesday,0,,0,0,115,4,105,195,105,90,179.19,100.0,18814.95,220,100.0,85.52,179.19,High,Peak,96.0,159.38,153.0,97.7,113.6,104.5,0.935
2023-05-18,2023,5,20,3,Thursday,0,,0,0,79,1,141,180,141,39,188.73,100.0,26610.93,220,100.0,120.96,188.73,High,High,94.1,174.28,164.0,103.4,114.1,103.3,1.001
2023-05-19,2023,5,20,4,Friday,0,,0,0,183,4,37,166,37,129,183.75,100.0,6798.75,220,100.0,30.9,183.75,High,High,94.0,170.45,160.22,106.4,111.8,98.6,1.079
2023-05-20,2023,5,20,5,Saturday,1,,0,0,79,1,141,151,141,10,179.44,100.0,25301.04,220,100.0,115.0,179.44,Low,Moderate,93.0,160.95,149.68,115.0,111.8,97.2,1.183
2023-05-21,2023,5,20,6,Sunday,1,,0,0,86,1,134,103,103,0,156.28,76.9,16096.84,189,85.9,73.17,156.28,Low,Low,79.7,143.74,114.56,112.4,112.2,96.4,1.166
2023-05-22,2023,5,21,0,Monday,0,,0,0,86,1,134,190,134,56,174.87,100.0,23432.58,220,100.0,106.51,174.87,High,High,97.0,163.53,158.62,109.3,111.1,100.8,1.084
2023-05-23,2023,5,21,1,Tuesday,0,,0,0,175,4,45,204,45,159,188.15,100.0,8466.75,220,100.0,38.49,188.15,High,Peak,93.4,170.95,159.67,100.9,99.0,102.3,0.986
2023-05-24,2023,5,21,2,Wednesday,0,,0,0,165,3,55,218,55,163,188.51,100.0,10368.05,220,100.0,47.13,188.51,High,Peak,94.7,168.35,159.43,93.7,95.7,101.0,0.928
2023-05-25,2023,5,21,3,Thursday,0,,0,0,148,2,72,200,72,128,188.43,100.0,13566.96,220,100.0,61.67,188.43,High,Peak,93.7,167.7,157.13,83.9,93.6,99.2,0.846
2023-05-26,2023,5,21,4,Friday,0,,0,0,41,1,179,161,161,0,170.31,89.9,27419.91,202,91.8,124.64,170.31,Low,High,84.7,161.26,136.59,101.6,104.0,100.9,1.007
2023-05-27,2023,5,21,5,Saturday,1,,0,0,0,0,220,147,147,0,176.42,66.8,25933.74,147,66.8,117.88,176.42,Low,Moderate,62.9,166.0,104.41,102.4,108.7,100.2,1.022
2023-05-28,2023,5,21,6,Sunday,1,,0,0,0,0,220,87,87,0,153.86,39.5,13385.82,87,39.5,60.84,153.86,Low,Low,36.6,145.09,53.1,100.1,106.3,98.6,1.015
2023-05-29,2023,5,22,0,Monday,0,,0,0,33,1,187,167,167,0,168.83,89.3,28194.61,200,90.9,128.16,168.83,Low,High,84.6,155.82,131.82,104.9,107.1,99.3,1.056
2023-05-30,2023,5,22,1,Tuesday,0,,0,0,62,2,158,218,158,60,189.17,100.0,29888.86,220,100.0,135.86,189.17,High,Peak,93.9,180.41,169.4,121.0,110.9,101.7,1.19
2023-05-31,2023,5,22,2,Wednesday,0,,0,0,12,1,208,210,208,2,190.13,100.0,39547.04,220,100.0,179.76,190.13,Low,Peak,93.8,178.79,167.71,142.9,118.3,108.6,1.316
2023-06-01,2023,6,22,3,Thursday,0,,0,0,70,2,150,167,150,17,168.25,100.0,25237.5,220,100.0,114.72,168.25,Medium,High,96.7,150.05,145.1,154.0,118.9,113.6,1.356
2023-06-02,2023,6,22,4,Friday,0,,0,0,153,3,67,144,67,77,165.11,100.0,11062.37,220,100.0,50.28,165.11,High,Moderate,93.1,157.31,146.46,140.6,121.1,115.5,1.217
2023-06-03,2023,6,22,5,Saturday,1,,0,0,85,1,135,137,135,2,176.4,100.0,23814.0,220,100.0,108.25,176.4,Low,Moderate,92.4,165.37,152.8,138.9,120.6,115.5,1.203
2023-06-04,2023,6,22,6,Sunday,1,,0,0,38,1,182,90,90,0,151.86,49.5,13667.4,128,58.2,62.12,151.86,Low,Low,55.3,145.59,80.51,139.3,119.7,116.2,1.199
2023-06-05,2023,6,23,0,Monday,0,,0,0,90,2,130,161,130,31,167.64,100.0,21793.2,220,100.0,99.06,167.64,High,High,95.5,155.28,148.29,134.0,119.4,115.8,1.157
2023-06-06,2023,6,23,1,Tuesday,0,,0,0,173,3,47,189,47,142,183.38,100.0,8618.86,220,100.0,39.18,183.38,High,High,95.3,171.55,163.49,118.1,119.6,114.1,1.035
2023-06-07,2023,6,23,2,Wednesday,0,,0,0,67,1,153,207,153,54,169.69,100.0,25962.57,220,100.0,118.01,169.69,High,Peak,94.4,161.45,152.41,110.3,126.6,114.3,0.965
2023-06-08,2023,6,23,3,Thursday,0,,0,0,106,3,114,182,114,68,176.08,100.0,20073.12,220,100.0,91.24,176.08,High,High,94.5,159.13,150.38,105.1,129.6,110.9,0.948
2023-06-09,2023,6,23,4,Friday,0,,0,0,0,0,220,125,125,0,169.41,56.8,21176.25,125,56.8,96.26,169.41,Low,Moderate,54.3,156.64,85.06,113.4,127.0,111.7,1.015
2023-06-10,2023,6,23,5,Saturday,1,,0,0,48,1,172,120,120,0,159.0,69.8,19080.0,168,76.4,86.73,159.0,Low,Moderate,73.0,140.84,102.81,111.3,125.1,112.3,0.991
2023-06-11,2023,6,23,6,Sunday,1,,0,0,156,3,64,89,64,25,163.37,100.0,10455.68,220,100.0,47.53,163.37,Medium,Low,93.5,155.6,145.49,107.6,123.4,113.9,0.945
2023-06-12,2023,6,24,0,Monday,0,,0,0,131,3,89,171,89,82,163.37,100.0,14539.93,220,100.0,66.09,163.37,High,High,96.5,150.82,145.54,101.7,117.9,114.2,0.891
2023-06-13,2023,6,24,1,Tuesday,0,,0,0,34,1,186,191,186,5,190.57,100.0,35446.02,220,100.0,161.12,190.57,Low,High,94.5,183.4,173.31,121.6,119.9,116.4,1.045
2023-06-14,2023,6,24,2,Wednesday,0,,0,0,95,2,125,178,125,53,171.86,100.0,21482.5,220,100.0,97.65,171.86,High,High,93.2,152.41,142.05,117.6,113.9,115.3,1.02
2023-06-15,2023,6,24,3,Thursday,0,,0,0,185,4,35,175,35,140,167.01,100.0,5845.35,220,100.0,26.57,167.01,High,High,96.5,158.01,152.48,106.3,105.7,113.0,0.941
2023-06-16,2023,6,24,4,Friday,0,,0,0,146,2,74,117,74,43,169.06,100.0,12510.44,220,100.0,56.87,169.06,High,Moderate,94.0,159.79,150.2,99.0,106.2,112.0,0.884
2023-06-17,2023,6,24,5,Saturday,1,,0,0,72,1,148,121,121,0,165.45,81.8,20019.45,193,87.7,91.0,165.45,Low,Moderate,84.6,156.21,132.15,99.1,105.2,111.3,0.89
2023-06-18,2023,6,24,6,Sunday,1,,0,0,0,0,220,92,92,0,149.37,41.8,13742.04,92,41.8,62.46,149.37,Low,Low,40.5,135.53,54.89,103.1,105.4,113.2,0.911
2023-06-19,2023,6,25,0,Monday,0,,0,0,39,1,181,157,157,0,160.94,86.7,25267.58,196,89.1,114.85,160.94,Low,Moderate,82.2,152.71,125.53,112.9,107.3,113.7,0.993
2023-06-20,2023,6,25,1,Tuesday,0,,0,0,105,2,115,196,115,81,189.03,100.0,21738.45,220,100.0,98.81,189.03,High,Peak,93.1,169.68,157.97,102.7,112.1,114.1,0.9
2023-06-21,2023,6,25,2,Wednesday,0,,0,0,179,3,41,185,41,144,187.26,100.0,7677.66,220,100.0,34.9,187.26,High,High,94.8,171.77,162.84,90.7,104.1,111.0,0.817
2023-06-22,2023,6,25,3,Thursday,0,,0,0,207,3,13,167,13,154,177.78,100.0,2311.14,220,100.0,10.51,177.78,High,High,94.6,163.81,154.96,87.6,96.9,109.9,0.797
2023-06-23,2023,6,25,4,Friday,0,,0,0,220,4,0,118,0,118,164.19,0.0,0.0,220,100.0,0.0,164.19,Sold Out,Moderate,96.3,150.31,144.75,77.0,88.0,108.1,0.712
2023-06-24,2023,6,25,5,Saturday,1,,0,0,191,3,29,139,29,110,171.34,100.0,4968.86,220,100.0,22.59,171.34,High,Moderate,94.8,156.4,148.27,63.9,81.5,106.7,0.599
2023-06-25,2023,6,25,6,Sunday,1,,0,0,86,1,134,80,80,0,147.03,59.7,11762.4,166,75.5,53.47,147.03,Low,Low,71.7,137.07,98.28,62.1,82.6,104.0,0.597
2023-06-26,2023,6,26,0,Monday,0,,0,0,32,1,188,164,164,0,165.45,87.2,27133.8,196,89.1,123.34,165.45,Low,High,84.1,155.33,130.63,63.1,88.0,104.5,0.604
2023-06-27,2023,6,26,1,Tuesday,0,,0,0,77,2,143,195,143,52,173.89,100.0,24866.27,220,100.0,113.03,173.89,High,Peak,93.7,165.62,155.19,67.1,84.9,106.4,0.631
2023-06-28,2023,6,26,2,Wednesday,0,,0,0,55,1,165,176,165,11,173.82,100.0,28680.3,220,100.0,130.37,173.82,Medium,High,94.5,155.24,146.7,84.9,87.8,106.3,0.799
2023-06-29,2023,6,26,3,Thursday,0,,0,0,111,2,109,179,109,70,176.92,100.0,19284.28,220,100.0,87.66,176.92,High,High,93.0,160.02,148.82,98.6,93.1,104.7,0.942
2023-06-30,2023,6,26,4,Friday,0,,0,0,83,2,137,140,137,3,172.38,100.0,23616.06,220,100.0,107.35,172.38,Low,Moderate,92.4,157.31,145.35,118.1,97.6,102.3,1.154
2023-07-01,2023,7,26,5,Saturday,1,,0,0,88,2,132,119,119,0,163.94,90.2,19508.86,207,94.1,88.68,163.94,Low,Moderate,89.4,154.61,138.22,131.0,97.4,101.3,1.293
2023-07-02,2023,7,26,6,Sunday,1,,0,0,18,1,202,76,76,0,139.81,37.6,10625.56,94,42.7,48.3,139.81,Low,Low,39.6,130.93,51.85,130.4,96.3,101.6,1.283
2023-07-03,2023,7,27,0,Monday,0,,0,0,0,0,220,167,167,0,152.55,75.9,25475.85,167,75.9,115.8,152.55,Low,High,73.2,138.59,101.45,130.9,97.0,102.7,1.275
2023-07-04,2023,7,27,1,Tuesday,0,,0,0,47,1,173,189,173,16,173.76,100.0,30060.48,220,100.0,136.64,173.76,Medium,High,95.5,159.37,152.2,135.1,101.1,105.4,1.282
2023-07-05,2023,7,27,2,Wednesday,0,,0,0,23,1,197,188,188,0,182.51,95.4,34311.88,211,95.9,155.96,182.51,Low,High,90.6,173.84,157.5,138.4,111.6,107.4,1.289
2023-07-06,2023,7,27,3,Thursday,0,,0,0,137,3,83,173,83,90,167.58,100.0,13909.14,220,100.0,63.22,167.58,High,High,96.3,147.87,142.4,134.7,116.6,108.6,1.24
2023-07-07,2023,7,27,4,Friday,0,,0,0,126,3,94,123,94,29,162.76,100.0,15299.44,220,100.0,69.54,162.76,Medium,Moderate,93.4,156.19,145.88,128.6,123.4,106.6,1.206
2023-07-08,2023,7,27,5,Saturday,1,,0,0,120,4,100,107,100,7,172.22,100.0,17222.0,220,100.0,78.28,172.22,Low,Low,93.1,152.29,141.78,125.9,128.4,106.1,1.187
2023-07-09,2023,7,27,6,Sunday,1,,0,0,184,4,36,78,36,42,160.69,100.0,5784.84,220,100.0,26.29,160.69,High,Low,95.6,151.02,144.38,120.1,125.3,103.2,1.164
2023-07-10,2023,7,28,0,Monday,0,,0,0,174,3,46,168,46,122,155.9,100.0,7171.4,220,100.0,32.6,155.9,High,High,94.1,141.35,133.01,102.9,116.9,100.7,1.022
2023-07-11,2023,7,28,1,Tuesday,0,,0,0,196,3,24,161,24,137,178.34,100.0,4280.16,220,100.0,19.46,178.34,High,High,94.2,159.34,150.1,81.6,108.4,99.4,0.821
2023-07-12,2023,7,28,2,Wednesday,0,,0,0,163,3,57,188,57,131,174.65,100.0,9955.05,220,100.0,45.25,174.65,High,High,96.7,168.76,163.19,62.9,100.6,98.3,0.64
2023-07-13,2023,7,28,3,Thursday,0,,0,0,176,4,44,164,44,120,168.58,100.0,7417.52,220,100.0,33.72,168.58,High,High,96.2,160.71,154.6,57.3,96.0,93.6,0.612
2023-07-14,2023,7,28,4,Friday,0,,0,0,60,1,160,117,117,0,153.72,73.1,17985.24,177,80.5,81.75,153.72,Low,Moderate,77.9,136.08,106.01,60.6,94.6,93.3,0.65
2023-07-15,2023,7,28,5,Saturday,1,,0,0,103,2,117,128,117,11,175.57,100.0,20541.69,220,100.0,93.37,175.57,Medium,Moderate,96.7,156.19,151.04,63.0,94.4,96.0,0.656
2023-07-16,2023,7,28,6,Sunday,1,,0,0,43,1,177,75,75,0,148.14,42.4,11110.5,118,53.6,50.5,148.14,Low,Low,49.4,143.33,70.81,68.6,94.4,96.1,0.714
2023-07-17,2023,7,29,0,Monday,0,,0,0,67,1,153,172,153,19,173.98,100.0,26618.94,220,100.0,121.0,173.98,Medium,High,93.7,164.45,154.09,83.9,93.4,97.1,0.864
2023-07-18,2023,7,29,1,Tuesday,0,,0,0,45,1,175,188,175,13,178.87,100.0,31302.25,220,100.0,142.28,178.87,Medium,High,97.0,168.45,163.4,105.4,93.5,99.9,1.055
2023-07-19,2023,7,29,2,Wednesday,0,,0,0,35,1,185,162,162,0,168.74,87.6,27335.88,197,89.5,124.25,168.74,Low,High,83.4,154.88,129.17,120.4,91.6,100.1,1.203
2023-07-20,2023,7,29,3,Thursday,0,,0,0,59,1,161,174,161,13,166.04,100.0,26732.44,220,100.0,121.51,166.04,Medium,High,96.5,147.19,142.04,137.1,97.2,101.6,1.349
2023-07-21,2023,7,29,4,Friday,0,,0,0,94,2,126,131,126,5,159.72,100.0,20124.72,220,100.0,91.48,159.72,Low,Moderate,96.1,147.77,142.01,138.4,99.5,104.4,1.326
2023-07-22,2023,7,29,5,Saturday,1,,0,0,220,4,0,107,0,107,162.13,0.0,0.0,220,100.0,0.0,162.13,Sold Out,Low,95.7,155.63,148.94,121.7,92.4,104.0,1.17
2023-07-23,2023,7,29,6,Sunday,1,,0,0,219,3,1,81,1,80,169.58,100.0,169.58,220,100.0,0.77,169.58,High,Low,93.8,154.86,145.26,111.1,89.9,104.0,1.068
2023-07-24,2023,7,30,0,Monday,0,,0,0,66,1,154,147,147,0,158.99,95.5,23371.53,213,96.8,106.23,158.99,Low,Moderate,91.2,140.9,128.5,110.3,97.1,108.0,1.021
2023-07-25,2023,7,30,1,Tuesday,0,,0,0,0,0,220,168,168,0,175.89,76.4,29549.52,168,76.4,134.32,175.89,Low,High,71.2,169.31,120.55,109.3,107.4,110.9,0.986
2023-07-26,2023,7,30,2,Wednesday,0,,0,0,49,1,171,189,171,18,167.78,100.0,28690.38,220,100.0,130.41,167.78,Medium,High,94.4,155.21,146.52,110.6,115.5,111.1,0.995
2023-07-27,2023,7,30,3,Thursday,0,,0,0,58,2,162,153,153,0,165.51,94.4,25323.03,211,95.9,115.1,165.51,Low,Moderate,92.3,160.08,147.75,109.4,123.3,111.5,0.981
2023-07-28,2023,7,30,4,Friday,0,,0,0,46,2,174,125,125,0,152.79,71.8,19098.75,171,77.7,86.81,152.79,Low,Moderate,71.7,144.22,103.41,109.3,123.9,110.1,0.993
2023-07-29,2023,7,30,5,Saturday,1,,0,0,91,3,129,112,112,0,169.17,86.8,18947.04,203,92.3,86.12,169.17,Low,Low,88.5,163.42,144.63,125.3,123.5,110.2,1.137
2023-07-30,2023,7,30,6,Sunday,1,,0,0,32,2,188,74,74,0,145.71,39.4,10782.54,106,48.2,49.01,145.71,Low,Low,45.5,134.95,61.4,135.7,123.4,108.1,1.255
2023-07-31,2023,7,31,0,Monday,0,,0,0,180,3,40,172,40,132,164.17,100.0,6566.8,220,100.0,29.85,164.17,High,High,95.9,151.23,145.03,120.4,115.4,105.5,1.141
2023-08-01,2023,8,31,1,Tuesday,0,,0,0,220,7,0,197,0,197,187.76,0.0,0.0,220,100.0,0.0,187.76,Sold Out,Peak,96.6,173.05,167.17,96.4,102.9,103.0,0.936
2023-08-02,2023,8,31,2,Wednesday,0,,0,0,220,6,0,207,0,207,183.57,0.0,0.0,220,100.0,0.0,183.57,Sold Out,Peak,96.9,176.52,171.05,72.0,91.3,97.4,0.739
2023-08-03,2023,8,31,3,Thursday,0,,0,0,165,4,55,172,55,117,175.09,100.0,9629.95,220,100.0,43.77,175.09,High,High,93.6,161.33,151.0,58.0,83.7,93.5,0.62
2023-08-04,2023,8,31,4,Friday,0,,0,0,130,3,90,136,90,46,174.89,100.0,15740.1,220,100.0,71.55,174.89,High,Moderate,94.3,163.19,153.89,53.0,81.1,90.2,0.588
2023-08-05,2023,8,31,5,Saturday,1,,0,0,130,3,90,120,90,30,173.07,100.0,15576.3,220,100.0,70.8,173.07,Medium,Moderate,92.6,159.34,147.55,49.9,87.6,90.4,0.552
2023-08-06,2023,8,31,6,Sunday,1,,0,0,53,1,167,90,90,0,150.68,53.9,13561.2,143,65.0,61.64,150.68,Low,Low,62.9,137.67,86.59,52.1,93.9,90.3,0.577
2023-08-07,2023,8,32,0,Monday,0,,0,0,92,1,128,164,128,36,164.54,100.0,21061.12,220,100.0,95.73,164.54,High,High,93.5,148.22,138.59,64.7,92.6,91.2,0.709
2023-08-08,2023,8,32,1,Tuesday,0,,0,0,173,2,47,204,47,157,184.28,100.0,8661.16,220,100.0,39.37,184.28,High,Peak,94.8,164.04,155.51,71.4,83.9,91.6,0.779
2023-08-09,2023,8,32,2,Wednesday,0,,0,0,22,1,198,174,174,0,172.57,87.9,30027.18,196,89.1,136.49,172.57,Low,High,83.7,160.33,134.2,96.3,84.1,95.9,1.004
2023-08-10,2023,8,32,3,Thursday,0,,0,0,89,1,131,157,131,26,174.57,100.0,22868.67,220,100.0,103.95,174.57,Medium,Moderate,94.7,156.84,148.53,107.1,82.6,99.4,1.077
2023-08-11,2023,8,32,4,Friday,0,,0,0,172,5,48,118,48,70,172.43,100.0,8276.64,220,100.0,37.62,172.43,High,Moderate,92.9,164.28,152.62,101.1,77.1,99.1,1.02
2023-08-12,2023,8,32,5,Saturday,1,,0,0,170,5,50,121,50,71,174.43,100.0,8721.5,220,100.0,39.64,174.43,High,Moderate,96.8,167.5,162.14,95.4,72.6,99.3,0.961
2023-08-13,2023,8,32,6,Sunday,1,,0,0,110,2,110,78,78,0,153.84,70.9,11999.52,188,85.5,54.54,153.84,Low,Low,82.9,145.06,120.25,93.7,72.9,98.0,0.956
2023-08-14,2023,8,33,0,Monday,0,,0,0,75,2,145,151,145,6,169.07,100.0,24515.15,220,100.0,111.43,169.07,Low,Moderate,94.2,163.62,154.13,96.1,80.4,99.0,0.971
2023-08-15,2023,8,33,1,Tuesday,0,,0,0,32,1,188,193,188,5,179.79,100.0,33800.52,220,100.0,153.64,179.79,Low,High,96.6,170.37,164.58,116.3,93.9,102.7,1.132
2023-08-16,2023,8,33,2,Wednesday,0,,0,0,60,1,160,178,160,18,183.2,100.0,29312.0,220,100.0,133.24,183.2,Medium,High,96.1,162.27,155.94,114.3,105.3,103.0,1.11
2023-08-17,2023,8,33,3,Thursday,0,,0,0,147,2,73,170,73,97,180.54,100.0,13179.42,220,100.0,59.91,180.54,High,High,94.4,168.0,158.59,106.0,106.6,99.6,1.064
2023-08-18,2023,8,33,4,Friday,0,,0,0,147,2,73,122,73,49,172.49,100.0,12591.77,220,100.0,57.24,172.49,High,Moderate,93.0,152.45,141.78,109.6,105.4,96.6,1.135
2023-08-19,2023,8,33,5,Saturday,1,,0,0,0,0,220,113,113,0,160.63,51.4,18151.19,113,51.4,82.51,160.63,Low,Low,48.6,153.52,74.61,118.6,107.0,95.0,1.248
2023-08-20,2023,8,33,6,Sunday,1,,0,0,77,1,143,89,89,0,158.67,62.2,14121.63,166,75.5,64.19,158.67,Low,Low,70.5,145.22,102.38,120.1,106.9,93.8,1.28
2023-08-21,2023,8,34,0,Monday,0,,0,0,77,1,143,156,143,13,175.89,100.0,25152.27,220,100.0,114.33,175.89,Medium,Moderate,94.9,161.15,152.93,119.9,108.0,98.5,1.217
2023-08-22,2023,8,34,1,Tuesday,0,,0,0,116,2,104,169,104,65,172.94,100.0,17985.76,220,100.0,81.75,172.94,High,High,93.6,160.06,149.82,107.9,112.1,102.0,1.058
2023-08-23,2023,8,34,2,Wednesday,0,,0,0,24,1,196,191,191,0,191.91,97.4,36654.81,215,97.7,166.61,191.91,Low,High,91.0,170.11,154.8,112.3,113.3,103.4,1.086
2023-08-24,2023,8,34,3,Thursday,0,,0,0,21,1,199,184,184,0,166.98,92.5,30724.32,205,93.2,139.66,166.98,Low,High,86.1,160.44,138.14,128.1,117.1,104.0,1.232
2023-08-25,2023,8,34,4,Friday,0,,0,0,90,3,130,114,114,0,167.61,87.7,19107.54,204,92.7,86.85,167.61,Low,Low,87.3,159.39,139.15,134.0,121.8,102.1,1.312
2023-08-26,2023,8,34,5,Saturday,1,,0,0,0,0,220,121,121,0,164.05,55.0,19850.05,121,55.0,90.23,164.05,Low,Moderate,51.7,152.58,78.88,135.1,126.9,101.0,1.338
2023-08-27,2023,8,34,6,Sunday,1,,0,0,173,3,47,78,47,31,171.53,100.0,8061.91,220,100.0,36.65,171.53,High,Low,94.2,154.0,145.07,129.1,124.6,98.4,1.312
2023-08-28,2023,8,35,0,Monday,0,,0,0,220,3,0,178,0,178,166.31,0.0,0.0,220,100.0,0.0,166.31,Sold Out,High,93.6,148.19,138.71,108.7,114.3,94.7,1.148
2023-08-29,2023,8,35,1,Tuesday,0,,0,0,220,4,0,187,0,187,174.63,0.0,0.0,220,100.0,0.0,174.63,Sold Out,High,92.4,159.55,147.42,93.9,100.9,92.2,1.018
2023-08-30,2023,8,35,2,Wednesday,0,,0,0,165,4,55,182,55,127,182.56,100.0,10040.8,220,100.0,45.64,182.56,High,High,92.7,171.05,158.56,74.4,93.4,92.7,0.803
2023-08-31,2023,8,35,3,Thursday,0,,0,0,27,1,193,159,159,0,175.63,82.4,27925.17,186,84.5,126.93,175.63,Low,High,79.9,164.35,131.32,70.9,99.5,98.0,0.723
2023-09-01,2023,9,35,4,Friday,0,,0,0,0,0,220,131,131,0,168.51,59.5,22074.81,131,59.5,100.34,168.51,Low,Moderate,56.8,162.89,92.52,73.3,103.6,102.4,0.716
2023-09-02,2023,9,35,5,Saturday,1,OSU Football,1,1,0,0,220,218,218,0,223.25,99.1,48668.5,218,99.1,221.22,223.25,Low,Peak,93.7,206.58,193.57,87.1,111.1,107.8,0.808
2023-09-03,2023,9,35,6,Sunday,1,OSU Football,1,1,56,1,164,218,164,54,207.22,100.0,33984.08,220,100.0,154.47,207.22,High,Peak,97.0,194.32,188.49,103.9,116.5,110.3,0.942
2023-09-04,2023,9,36,0,Monday,0,,0,0,143,3,77,192,77,115,180.49,100.0,13897.73,220,100.0,63.17,180.49,High,High,94.6,165.7,156.75,114.9,111.8,109.8,1.046
2023-09-05,2023,9,36,1,Tuesday,0,,0,0,53,1,167,214,167,47,186.13,100.0,31083.71,220,100.0,141.29,186.13,High,Peak,95.7,167.55,160.35,138.7,116.3,112.4,1.234
2023-09-06,2023,9,36,2,Wednesday,0,,0,0,78,3,142,218,142,76,186.87,100.0,26535.54,220,100.0,120.62,186.87,High,Peak,94.7,172.77,163.61,151.1,112.8,112.9,1.338
2023-09-07,2023,9,36,3,Thursday,0,,0,0,48,1,172,203,172,31,187.15,100.0,32189.8,220,100.0,146.32,187.15,High,Peak,95.4,173.19,165.22,153.0,111.9,117.0,1.308
2023-09-08,2023,9,36,4,Friday,0,,0,0,24,1,196,151,151,0,169.72,77.0,25627.72,175,79.5,116.49,169.72,Low,Moderate,76.0,153.66,116.78,155.9,114.6,116.3,1.34
2023-09-09,2023,9,36,5,Saturday,1,,0,0,0,0,220,133,133,0,173.23,60.5,23039.59,133,60.5,104.73,173.23,Low,Moderate,57.7,159.75,92.18,143.7,115.4,116.3,1.236
2023-09-10,2023,9,36,6,Sunday,1,,0,0,147,2,73,99,73,26,170.95,100.0,12479.35,220,100.0,56.72,170.95,Medium,Low,95.0,152.87,145.23,130.7,117.3,117.2,1.115
2023-09-11,2023,9,37,0,Monday,0,,0,0,147,2,73,186,73,113,171.91,100.0,12549.43,220,100.0,57.04,171.91,High,High,94.9,155.14,147.23,130.1,122.5,117.9,1.103
2023-09-12,2023,9,37,1,Tuesday,0,,0,0,220,5,0,210,0,210,188.98,0.0,0.0,220,100.0,0.0,188.98,Sold Out,Peak,95.0,174.46,165.74,106.3,122.5,115.3,0.922
2023-09-13,2023,9,37,2,Wednesday,0,,0,0,220,5,0,218,0,218,188.0,0.0,0.0,220,100.0,0.0,188.0,Sold Out,Peak,96.5,167.78,161.91,86.0,118.6,110.5,0.778
2023-09-14,2023,9,37,3,Thursday,0,,0,0,163,4,57,181,57,124,191.46,100.0,10913.22,220,100.0,49.61,191.46,High,High,92.5,172.04,159.14,69.6,111.3,106.1,0.656
2023-09-15,2023,9,37,4,Friday,0,,0,0,86,2,134,146,134,12,170.89,100.0,22899.26,220,100.0,104.09,170.89,Medium,Moderate,96.1,153.88,147.88,67.1,111.5,105.3,0.637
2023-09-16,2023,9,37,5,Saturday,1,OSU Football,1,1,88,2,132,218,132,86,225.0,100.0,29700.0,220,100.0,135.0,225.0,High,Peak,92.8,199.92,185.53,67.0,105.4,107.2,0.625
2023-09-17,2023,9,37,6,Sunday,1,OSU Football,1,1,107,2,113,218,113,105,211.91,100.0,23945.83,220,100.0,108.84,211.91,High,Peak,92.5,205.28,189.88,72.7,101.7,108.6,0.669
2023-09-18,2023,9,38,0,Monday,0,,0,0,75,1,145,166,145,21,178.54,100.0,25888.3,220,100.0,117.67,178.54,Medium,High,93.4,164.04,153.21,83.0,106.6,109.6,0.757
2023-09-19,2023,9,38,1,Tuesday,0,,0,0,146,3,74,218,74,144,184.53,100.0,13655.22,220,100.0,62.07,184.53,High,Peak,95.1,170.86,162.49,93.6,99.9,109.1,0.858
2023-09-20,2023,9,38,2,Wednesday,0,,0,0,133,4,87,211,87,124,183.92,100.0,16001.04,220,100.0,72.73,183.92,High,Peak,95.3,172.62,164.51,106.0,96.0,107.3,0.988
2023-09-21,2023,9,38,3,Thursday,0,,0,0,175,6,45,186,45,141,194.71,100.0,8761.95,220,100.0,39.83,194.71,High,High,94.0,188.67,177.35,104.3,86.9,105.3,0.991
2023-09-22,2023,9,38,4,Friday,0,,0,0,14,1,206,157,157,0,172.08,76.2,27016.56,171,77.7,122.8,172.08,Low,Moderate,75.1,151.97,114.13,107.6,87.4,104.2,1.033
