RFP_ID,Status,Account_Name,Event_Name,Event_Type,Event_Format,Event_Configuration,Market_Segment,Organization_Industry,Lead_Source,Client_Priority,Inquiry_Date,Decision_Date,Decision_Days,Arrival_Date,Departure_Date,Nights,Lead_Time,Peak_Room_Block,Total_Room_Nights_Requested,Attendees,Has_Meeting_Space,Meeting_Spaces,Has_FnB_Requirements,Has_Special_Requirements,Response_Due_Days,Budget_Provided,Budget_Amount,Destinations_Considered,Forecasted_Occupancy,Baseline_ADR,Quoted_ADR,Proposed_Room_Revenue,Proposed_Meeting_Revenue,Proposed_FnB_Revenue,Proposed_Total_Revenue,Actual_Room_Nights,Actual_Room_Revenue,Actual_Meeting_Revenue,Actual_FnB_Revenue,Actual_Total_Revenue,Actual_Pickup_Rate,Actual_FnB_Per_Person,Lost_Reason,Year,Month,Num_Room_Types,Pct_Standard_Rooms,Pct_Premium_Rooms,Has_Suites,Rate_Spread,Min_Room_Rate,Max_Room_Rate,Suite_Rate,Standard_Rate,Peak_Night_Index,Night_Variance_Pct,Rooms_Night_1,Rooms_Night_2,Rooms_Night_3,Rooms_Night_4,Num_Meeting_Rooms,Num_Sessions,Num_Meeting_Days,Total_Meeting_Hours,Uses_Ballroom,Uses_Boardroom,Num_Setup_Styles,Primary_Setup,Max_AV_Level,Has_Premium_AV,Avg_AV_Level,Total_Room_Rental,Total_AV_Cost,Total_Session_FnB,Total_Meeting_Cost,Num_FnB_Types,Has_Dinner,Has_Reception,Has_Evening_Session,Full_Day_Pct,Avg_Room_Utilization
L-202309-67065,Lost,Professional Engineers Society,Leadership Institute,Association,In-person,Full Package,Association,Association,Repeat Client,Medium,2023-04-07,2023-05-04,19,2023-09-16,2023-09-18,2,162,63,126,70,1,Half Ballroom,1,1,8,0.0,0.0,4,93.4,205.77,201.53,20992.61,4593.44,14089.05,39675.1,0,0.0,0.0,0.0,0.0,,0.0,Dates Not Available,2023,9,2,65.4,34.6,0,114.6,152.16,266.76,0.0,152.16,2,4.8,60,63,0,0,1,5,3,12,1,0,1,Classroom,3,1,2.6,1101.89,546,11675,14345.89,5,1,0,0,0.0,0.58
L-202309-93574,Lost,Retail Corporation,Strategic Planning Retreat,Corporate,In-person,Full Package,Technology,Technology,Third-Party Planner,Low,2023-07-31,2023-08-19,8,2023-09-20,2023-09-22,2,51,98,196,133,1,Grand Ballroom,1,0,11,1.0,55047.15,4,75.1,169.71,154.45,31587.21,7363.22,23609.78,62560.21,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2023,9,4,69.1,30.9,1,154.83,135.54,290.37,252.46,135.54,2,12.2,86,98,0,0,1,6,3,24,1,0,1,Theater,2,0,1.62,1558.74,1487,2550,5027.81,1,0,0,0,100.0,0.55
L-202309-38885,Lost,Youth Athletics,Sports Team Tournament,SMERF,In-person,Full Package,Government,Government,Third-Party Planner,Low,2023-04-18,2023-05-17,17,2023-09-21,2023-09-22,1,156,25,25,33,1,Breakout Room,1,0,12,1.0,7654.22,2,79.9,164.64,150.1,3698.25,1466.18,1727.26,6891.69,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2023,9,2,58.6,41.4,0,133.67,156.38,290.05,0.0,290.05,1,0.0,25,0,0,0,1,1,1,8,0,0,1,Theater,3,1,2.95,499.46,964,0,5926.33,0,0,0,0,100.0,0.82
L-202309-94926,Lost,Social Event,Milestone Birthday Party,Wedding/Social,In-person,Full Package,Social,Social/Private,RFP,High,2022-12-02,2023-01-07,22,2023-09-22,2023-09-23,1,294,11,11,15,1,Breakout Room,1,1,14,1.0,38660.48,4,81.9,171.1,174.21,1593.72,1853.48,1967.74,5414.94,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2023,9,2,57.1,42.9,1,117.98,126.94,244.92,244.92,126.94,1,0.0,11,0,0,0,1,4,2,8,0,0,1,Reception,0,0,0.11,382.56,0,5280,9745.55,5,0,0,0,100.0,0.38
L-202309-15539,Lost,Energy Solutions,Product Launch Event,Corporate,In-person,Full Package,Healthcare,Healthcare,Direct Inquiry,High,2023-06-14,2023-07-07,9,2023-09-25,2023-09-26,1,103,53,53,64,1,Half Ballroom,1,0,14,0.0,0.0,1,78.6,172.36,163.43,8628.96,3250.22,6007.61,17886.79,0,0.0,0.0,0.0,0.0,,0.0,Lost to Competition,2023,9,4,73.2,26.8,1,92.09,128.68,220.77,220.77,128.68,1,0.0,53,0,0,0,2,3,2,24,1,0,1,Theater,2,0,2.25,1562.19,281,6330,7374.99,5,1,0,1,0.0,0.53
L-202309-73813,Lost,Nursing Council,Awards Gala Weekend,Association,Hybrid,Full Package,Government,Government,RFP,Medium,2022-11-30,2023-01-09,27,2023-09-27,2023-09-29,2,301,86,172,117,1,Half Ballroom,1,1,13,1.0,70878.72,1,74.8,170.77,177.6,27449.71,5828.66,20355.45,53633.82,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2023,9,3,53.3,46.7,0,29.4,131.26,160.66,0.0,132.82,2,7.0,80,86,0,0,1,6,3,24,1,0,1,Theater,1,0,1.38,1363.8,241,8700,10337.2,5,0,0,0,50.0,0.97
L-202310-26389,Lost,Nursing Council,Committee Meeting,Association,In-person,Full Package,Healthcare,Healthcare,Repeat Client,Medium,2022-12-07,2023-01-08,19,2023-10-06,2023-10-09,3,303,105,315,136,1,Grand Ballroom,1,0,13,0.0,0.0,1,82.1,173.93,168.02,52425.71,10006.73,38581.64,101014.08,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,10,4,74.1,25.9,1,85.17,144.78,229.95,229.95,146.14,2,0.4,104,105,104,0,1,1,1,12,1,0,1,Classroom,2,0,1.77,2248.85,420,0,2273.19,0,0,0,0,50.0,0.57
L-202310-42778,Lost,Consulting Network,Customer Advisory Board,Corporate,In-person,Full Package,Finance,Finance,Referral,Medium,2023-06-23,2023-07-07,7,2023-10-07,2023-10-08,1,106,10,10,13,1,Boardroom,1,0,7,0.0,0.0,1,94.4,210.0,208.63,1547.37,1608.74,1101.72,4257.83,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,10,3,52.4,47.6,1,30.61,140.86,171.47,171.47,140.86,1,0.0,10,0,0,0,1,1,1,8,0,1,1,Boardroom,2,0,1.99,299.06,183,1629,2562.27,3,0,0,0,100.0,0.93
L-202310-75700,Lost,Professional Services Group,Management Training,Corporate,In-person,Full Package,Trade/Manufacturing,Trade/Manufacturing,Third-Party Planner,Medium,2023-06-20,2023-07-15,14,2023-10-08,2023-10-09,1,110,8,8,10,1,Boardroom,1,0,11,0.0,0.0,1,96.3,210.0,210.51,1191.46,1322.64,800.67,3314.77,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2023,10,3,59.3,40.7,1,142.71,142.28,284.99,176.8,142.28,1,0.0,8,0,0,0,1,1,1,12,0,1,1,Boardroom,2,0,2.38,255.13,298,0,2321.29,0,0,0,0,100.0,0.71
L-202310-29400,Lost,Social Event,Martinez-Garcia Wedding,Wedding/Social,In-person,Full Package,Travel,Travel/Hospitality,Third-Party Planner,Medium,2022-10-31,2022-12-09,26,2023-10-10,2023-10-11,1,344,9,9,10,1,Boardroom,1,0,13,0.0,0.0,2,82.5,179.88,188.31,1412.15,1780.55,1059.35,4252.05,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2023,10,2,72.3,27.7,1,86.16,143.92,230.08,230.08,143.92,1,0.0,9,0,0,0,1,6,3,12,0,1,1,Boardroom,0,0,0.14,306.46,0,0,1786.25,0,0,0,0,0.0,0.71
L-202310-84964,Lost,Nursing Council,State Convention,Association,In-person,Rooms Only,Government,Government,Cvent,Medium,2023-02-06,2023-03-02,17,2023-10-13,2023-10-15,2,249,74,148,81,0,,1,0,7,0.0,0.0,4,90.0,179.93,169.79,23110.52,0.0,0.0,23110.52,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2023,10,2,51.9,48.1,0,151.3,127.27,278.57,0.0,127.27,2,6.8,69,74,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202310-80855,Lost,Pharmaceutical Partners,New Hire Orientation,Corporate,In-person,Full Package,Healthcare,Healthcare,Website,Low,2023-07-03,2023-07-24,9,2023-10-15,2023-10-17,2,104,36,72,45,1,Half Ballroom,1,1,12,1.0,12380.72,1,92.1,205.72,194.64,11849.41,4544.98,8376.52,24770.91,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,10,4,69.1,30.9,1,145.84,136.73,282.57,225.12,136.73,2,0.0,36,36,0,0,1,3,3,24,1,0,1,Classroom,1,0,0.54,1026.61,891,5745,8277.27,5,1,0,0,100.0,0.38
L-202310-93472,Lost,Private Party,Graduation Celebration,Wedding/Social,In-person,Full Package,Travel,Travel/Hospitality,Repeat Client,Low,2023-05-10,2023-06-12,24,2023-10-15,2023-10-16,1,158,5,5,5,1,Boardroom,1,0,9,1.0,22750.69,2,92.6,196.92,204.19,817.68,1791.37,628.52,3237.57,0,0.0,0.0,0.0,0.0,,0.0,Dates Not Available,2023,10,2,72.4,27.6,1,46.11,147.71,193.82,193.82,147.71,1,0.0,5,0,0,0,1,1,1,4,0,1,1,Boardroom,3,1,2.56,290.5,925,0,1738.01,0,0,0,0,100.0,0.36
L-202310-20118,Lost,Energy Solutions,Leadership Summit,Corporate,In-person,Full Package,Legal,Legal,Direct Inquiry,Medium,2023-08-11,2023-09-04,12,2023-10-19,2023-10-20,1,69,61,61,81,1,Half Ballroom,1,0,12,0.0,0.0,3,83.2,180.51,180.89,9109.53,2721.55,6016.48,17847.56,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,10,4,58.2,41.8,1,118.93,135.49,254.42,254.42,135.49,1,0.0,61,0,0,0,2,3,2,16,1,0,1,Theater,0,0,0.22,1753.39,0,0,2272.57,0,0,0,0,50.0,0.68
L-202310-34114,Lost,Personal Event,Bar/Bat Mitzvah,Wedding/Social,In-person,Full Package,Other,Other,Third-Party Planner,Low,2023-01-23,2023-02-28,29,2023-10-23,2023-10-24,1,273,26,26,32,1,Breakout Room,1,0,7,0.0,0.0,2,83.7,179.78,172.72,4140.32,3274.89,4714.81,12130.02,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,10,4,63.1,36.9,1,79.37,142.26,221.63,221.63,152.27,1,0.0,26,0,0,0,1,2,1,12,0,0,1,Banquet,3,1,2.67,466.26,401,908,2105.34,1,0,0,0,100.0,0.8
L-202310-72530,Lost,Volunteer Network,Military Reunion,SMERF,In-person,Full Package,Other,Other,Referral,Low,2023-05-30,2023-06-24,16,2023-10-23,2023-10-24,1,146,35,35,38,1,Breakout Room,1,1,9,0.0,0.0,1,82.0,174.73,176.29,5136.38,1341.27,2033.58,8511.23,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2023,10,3,73.7,26.3,1,146.98,144.22,291.2,180.52,144.22,1,0.0,35,0,0,0,1,5,2,8,0,0,1,Classroom,3,1,2.85,584.1,411,3915,4832.4,3,0,0,0,50.0,0.95
L-202310-78656,Lost,Education Foundation,Industry Forum,Association,In-person,Full Package,Other,Other,Third-Party Planner,Low,2023-02-18,2023-03-24,20,2023-10-23,2023-10-26,3,247,70,210,86,1,Half Ballroom,1,0,14,0.0,0.0,3,81.9,171.4,173.51,33864.49,7994.35,26249.6,68108.44,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,10,4,74.6,25.4,0,148.13,126.75,274.88,0.0,131.22,2,3.5,67,70,64,0,2,1,1,8,1,0,1,Classroom,0,0,0.16,1725.31,0,0,914.46,0,0,0,0,100.0,0.72
L-202310-36106,Lost,Cultural Journeys,Cultural Heritage Journey,Corporate,Hybrid,Full Package,Trade/Manufacturing,Trade/Manufacturing,Direct Inquiry,Medium,2023-08-11,2023-09-07,13,2023-10-24,2023-10-25,1,74,52,52,68,1,Half Ballroom,1,0,14,1.0,74224.4,3,82.6,173.98,156.67,7939.82,910.53,2336.2,11186.55,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,10,4,70.1,29.9,1,111.08,131.54,242.62,242.62,152.83,1,0.0,52,0,0,0,1,6,3,36,1,0,1,Classroom,1,0,0.95,1102.18,163,0,1303.74,0,0,0,0,100.0,0.57
L-202310-47707,Lost,Energy Solutions,Quarterly Business Review,Corporate,In-person,Full Package,Legal,Legal,Third-Party Planner,High,2023-08-29,2023-09-20,8,2023-10-28,2023-10-30,2,60,17,34,20,1,Breakout Room,1,0,14,0.0,0.0,1,82.8,176.19,177.49,5125.12,2738.15,2835.18,10698.45,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,10,4,68.7,31.3,1,147.5,141.71,289.21,234.99,141.71,2,11.8,15,17,0,0,1,1,1,8,0,0,1,Banquet,1,0,0.98,588.18,1469,539,2618.96,1,0,0,0,100.0,0.5
L-202311-78997,Lost,Real Estate Board,Networking Summit,Association,In-person,Full Package,Other,Other,Cvent,Low,2023-04-18,2023-05-16,18,2023-11-05,2023-11-08,3,201,39,117,48,1,Half Ballroom,1,1,10,1.0,36906.16,4,86.5,193.17,194.59,18358.37,6294.05,15338.08,39990.5,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2023,11,4,52.6,47.4,1,104.03,136.76,240.79,240.79,144.81,2,9.6,30,39,33,0,1,2,1,4,1,0,1,Theater,3,1,2.72,1164.68,903,1264,3288.99,1,0,0,0,100.0,0.4
L-202311-23513,Lost,Premier Tours,Photography Expedition,Corporate,In-person,Full Package,Legal,Legal,Third-Party Planner,Low,2023-09-04,2023-09-25,7,2023-11-15,2023-11-16,1,72,49,49,65,1,Half Ballroom,1,1,14,0.0,0.0,2,71.9,161.97,161.11,7757.49,822.43,1834.78,10414.7,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2023,11,3,67.0,33.0,1,27.3,141.46,168.76,168.76,141.46,1,0.0,49,0,0,0,1,1,1,12,1,0,1,Theater,1,0,1.5,1185.02,1302,3515,5882.97,5,1,0,1,50.0,0.54
L-202311-36467,Lost,Education Foundation,Annual Member Conference,Association,In-person,Full Package,Other,Other,Referral,Low,2023-05-22,2023-07-01,28,2023-11-19,2023-11-21,2,181,84,168,94,1,Half Ballroom,1,0,12,1.0,45081.42,4,83.0,192.16,190.68,26386.86,5632.38,19912.99,51932.23,0,0.0,0.0,0.0,0.0,,0.0,Lost to Competition,2023,11,3,54.3,45.7,1,163.16,129.06,292.22,184.48,129.06,2,10.7,75,84,0,0,1,7,3,24,1,0,1,Classroom,3,1,2.78,1340.77,1445,6552,12925.62,4,1,0,0,0.0,0.78
L-202311-65183,Lost,Insurance Federation,Committee Meeting,Association,In-person,Rooms Only,Education,Education,Direct Inquiry,High,2023-04-17,2023-05-18,25,2023-11-19,2023-11-21,2,216,68,136,74,0,,1,0,6,1.0,59189.66,1,85.7,200.75,209.1,21402.71,0.0,0.0,21402.71,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2023,11,2,71.5,28.5,0,158.45,134.62,293.07,0.0,134.62,2,14.7,58,68,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202311-85973,Lost,Real Estate Board,Industry Forum,Association,In-person,Full Package,Government,Government,Direct Inquiry,High,2023-03-04,2023-04-03,19,2023-11-22,2023-11-24,2,263,43,86,55,1,Half Ballroom,1,0,11,0.0,0.0,2,75.7,168.39,161.46,13108.86,4131.15,8959.7,26199.71,0,0.0,0.0,0.0,0.0,,0.0,Lost to Competition,2023,11,2,70.3,29.7,1,64.73,157.56,222.29,222.29,222.29,2,11.6,38,43,0,0,1,2,1,12,1,0,1,Classroom,2,0,1.66,1307.49,863,2256,4123.97,3,0,0,0,100.0,0.46
L-202311-14145,Lost,Professional Engineers Society,Networking Summit,Association,Virtual,Full Package,Other,Other,Referral,Low,2023-03-08,2023-04-04,18,2023-11-23,2023-11-26,3,260,12,36,14,1,Boardroom,1,1,9,1.0,14291.47,3,70.6,159.22,166.43,5289.53,3717.57,4251.46,13258.56,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2023,11,4,55.2,44.8,1,142.03,147.1,289.13,180.45,147.1,2,38.7,4,12,1,0,1,2,3,24,0,1,1,Boardroom,1,0,1.48,295.01,799,700,3228.13,2,0,0,0,50.0,1.0
L-202311-44136,Lost,Energy Solutions,Performance Review Summit,Corporate,In-person,Rooms Only,Government,Government,Direct Inquiry,High,2023-09-08,2023-09-26,13,2023-11-24,2023-11-27,3,77,54,162,59,0,,1,1,5,0.0,0.0,2,71.2,165.73,172.96,26430.4,0.0,0.0,26430.4,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2023,11,3,61.6,38.4,1,136.13,143.12,279.25,186.59,143.12,2,3.8,52,54,49,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202311-84345,Lost,Accounting Institute,Industry Forum,Association,Virtual,Rooms Only,Healthcare,Healthcare,Third-Party Planner,Medium,2023-03-07,2023-04-07,24,2023-11-26,2023-11-29,3,264,55,165,60,0,,0,0,7,1.0,50711.67,2,71.3,166.95,162.55,25925.13,0.0,0.0,25925.13,0,0.0,0.0,0.0,0.0,,0.0,Dates Not Available,2023,11,2,51.2,48.8,1,29.5,242.77,272.27,242.77,242.77,2,6.2,53,55,47,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202311-64687,Lost,Financial Services Group,Strategic Planning Retreat,Corporate,Virtual,Meeting Only,Healthcare,Healthcare,Referral,Medium,2023-10-17,2023-11-08,12,2023-11-27,2023-11-28,1,41,0,0,61,1,Half Ballroom,0,0,10,1.0,68025.6,4,66.2,160.03,0.0,0.0,2695.73,5512.9,8208.63,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2023,11,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,2,1,12,1,0,1,Classroom,2,0,1.86,886.23,638,380,2213.76,1,0,0,0,100.0,0.51
L-202311-66980,Lost,Manufacturing Alliance,Management Training,Corporate,In-person,Full Package,Professional Services,Professional Services,Website,High,2023-06-23,2023-07-18,12,2023-11-30,2023-12-01,1,160,20,20,27,1,Breakout Room,1,0,13,1.0,10047.04,2,70.6,165.84,156.65,3029.88,2808.5,1855.22,7693.6,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2023,11,2,72.7,27.3,1,74.52,146.71,221.23,221.23,146.71,1,0.0,20,0,0,0,1,1,1,8,0,0,1,Classroom,2,0,1.87,586.26,1318,0,3562.41,0,0,0,0,100.0,0.68
L-202312-93548,Lost,HR Professionals Network,Awards Gala Weekend,Association,Hybrid,Full Package,Association,Association,Third-Party Planner,High,2023-05-07,2023-06-05,22,2023-12-04,2023-12-05,1,211,100,100,138,1,Grand Ballroom,1,0,7,0.0,0.0,2,49.7,151.14,139.33,15811.61,3370.89,11457.29,30639.79,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2023,12,2,69.8,30.2,1,103.32,131.86,235.18,235.18,131.86,1,0.0,100,0,0,0,2,2,1,8,1,0,1,Theater,3,1,2.68,2671.66,402,1282,2909.04,1,0,0,0,100.0,0.57
L-202312-29014,Lost,Personal Event,Williams-Brown Wedding,Wedding/Social,In-person,Rooms Only,Travel,Travel/Hospitality,Website,High,2023-07-06,2023-08-09,27,2023-12-11,2023-12-12,1,158,29,29,31,0,,1,1,7,0.0,0.0,4,39.1,147.84,143.69,4230.46,0.0,0.0,4230.46,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2023,12,2,50.3,49.7,0,139.77,134.71,274.48,0.0,134.71,1,0.0,29,0,0,0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0
L-202312-96419,Lost,Insurance Federation,Awards Gala Weekend,Association,Hybrid,Full Package,Government,Government,Cvent,High,2023-06-07,2023-07-07,19,2023-12-15,2023-12-17,2,191,33,66,39,1,Breakout Room,1,0,11,1.0,50091.36,4,41.4,138.63,139.65,10740.46,3758.3,7852.76,22351.52,0,0.0,0.0,0.0,0.0,,0.0,Dates Not Available,2023,12,3,55.2,44.8,1,134.81,150.66,285.47,168.0,150.66,2,0.0,33,33,0,0,1,1,1,8,0,0,1,Classroom,0,0,0.11,505.72,0,0,2302.09,0,0,0,0,0.0,0.97
L-202312-11554,Lost,Dental Association,Committee Meeting,Association,In-person,Full Package,Other,Other,RFP,Medium,2023-05-04,2023-06-08,23,2023-12-17,2023-12-20,3,227,76,228,104,1,Half Ballroom,1,1,12,0.0,0.0,3,48.2,145.03,145.2,34854.52,9008.08,30127.45,73990.05,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2023,12,4,72.8,27.2,1,95.09,134.7,229.79,229.79,134.7,2,2.7,71,76,73,0,2,1,1,8,1,0,1,Classroom,2,0,1.76,1834.35,169,515,2577.95,1,0,0,0,0.0,0.87
L-202401-81584,Lost,Senior Adventures,Museum Tour Package,SMERF,In-person,Full Package,Education,Education,Sales Call,Low,2023-07-28,2023-08-25,17,2024-01-01,2024-01-03,2,157,32,64,38,1,Breakout Room,1,1,11,0.0,0.0,1,45.6,142.42,137.64,9662.03,1377.08,3185.97,14225.08,0,0.0,0.0,0.0,0.0,,0.0,Space Not Adequate,2024,1,3,72.6,27.4,1,87.55,135.11,222.66,222.66,135.11,2,0.0,32,32,0,0,1,5,2,16,0,0,1,Theater,0,0,0.14,598.24,0,13000,14777.39,4,0,0,0,50.0,0.95
L-202401-49582,Lost,Retail Corporation,Executive Offsite,Corporate,Hybrid,Full Package,Finance,Finance,RFP,Medium,2023-11-12,2023-12-04,14,2024-01-02,2024-01-05,3,51,37,111,44,1,Half Ballroom,1,0,8,0.0,0.0,1,51.2,147.63,152.49,19114.24,8420.7,12654.48,40189.42,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2024,1,3,61.8,38.2,1,138.6,138.95,277.55,188.93,138.95,2,12.9,35,37,26,0,1,5,2,8,1,0,1,Classroom,3,1,2.81,1053.65,57,7490,8869.7,2,0,0,0,100.0,0.37
L-202401-68303,Lost,Retail Corporation,Product Launch Event,Corporate,In-person,Full Package,Finance,Finance,Sales Call,Medium,2023-09-12,2023-10-05,14,2024-01-03,2024-01-04,1,113,30,30,38,1,Breakout Room,1,0,9,0.0,0.0,2,45.6,151.57,149.19,4628.35,2693.53,3565.93,10887.81,0,0.0,0.0,0.0,0.0,,0.0,Client Went Direct,2024,1,4,69.7,30.3,1,125.01,141.25,266.26,230.5,141.25,1,0.0,30,0,0,0,1,5,3,24,0,0,1,Classroom,3,1,2.92,564.89,1100,9180,12040.57,4,1,0,1,0.0,0.95
L-202401-41278,Lost,Professional Engineers Society,Awards Gala Weekend,Association,In-person,Meeting Only,Government,Government,Website,High,2023-03-22,2023-04-22,26,2024-01-05,2024-01-08,3,289,0,0,39,1,Breakout Room,0,0,5,1.0,44526.65,3,46.3,158.64,0.0,0.0,6806.54,10941.15,17747.69,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2024,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,2,2,8,0,0,1,Theater,3,1,3.0,375.19,195,7810,9381.5,5,0,0,0,0.0,0.97
L-202401-13769,Lost,Consulting Network,New Hire Orientation,Corporate,In-person,Full Package,Finance,Finance,Third-Party Planner,Medium,2023-11-22,2023-12-15,10,2024-01-06,2024-01-07,1,45,42,42,49,1,Half Ballroom,1,1,13,0.0,0.0,4,50.4,152.38,146.89,6339.9,2787.76,3903.32,13030.98,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2024,1,3,69.4,30.6,0,127.15,148.39,275.54,0.0,148.68,1,0.0,42,0,0,0,1,2,3,24,1,0,1,Theater,0,0,0.28,1366.0,0,6690,7977.69,5,0,1,1,100.0,0.41
L-202401-90341,Lost,Service Club,Band Competition,SMERF,In-person,Full Package,Association,Association,Sales Call,High,2023-09-01,2023-09-25,16,2024-01-06,2024-01-08,2,127,42,84,52,1,Half Ballroom,1,0,8,1.0,5925.21,3,50.4,152.99,151.26,13598.78,2725.91,4055.18,20379.87,0,0.0,0.0,0.0,0.0,,0.0,Chose Another Venue,2024,1,4,56.0,44.0,1,100.94,129.82,230.76,230.76,129.82,2,2.4,41,42,0,0,1,1,1,8,1,0,1,Classroom,2,0,1.73,1014.28,599,0,3085.28,0,0,0,0,100.0,0.43
L-202401-69636,Lost,Nursing Council,Continuing Education Conference,Association,In-person,Full Package,Other,Other,Direct Inquiry,Low,2023-04-20,2023-05-28,27,2024-01-07,2024-01-10,3,262,83,249,100,1,Half Ballroom,1,0,11,0.0,0.0,2,49.4,147.24,144.06,41190.38,10581.05,29355.69,81127.12,0,0.0,0.0,0.0,0.0,,0.0,Canceled by Client,2024,1,2,59.1,40.9,0,26.64,133.6,160.24,0.0,133.6,2,6.0,71,83,75,0,1,5,3,36,1,0,1,Theater,3,1,2.55,1203.49,211,0,2662.71,0,0,0,0,100.0,0.83
L-202401-15250,Lost,Education Foundation,Networking Summit,Association,In-person,Full Package,Education,Education,Cvent,Medium,2023-05-17,2023-06-21,28,2024-01-14,2024-01-16,2,242,52,104,68,1,Half Ballroom,1,1,7,0.0,0.0,4,46.2,147.64,135.42,16070.33,4990.04,14516.01,35576.38,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2024,1,4,73.7,26.3,1,159.7,134.07,293.77,185.38,137.76,2,3.8,50,52,0,0,1,1,1,8,1,0,1,Classroom,0,0,0.25,823.94,0,819,1622.75,3,0,0,0,100.0,0.57
L-202401-24643,Lost,Social Event,Anniversary Celebration,Wedding/Social,In-person,Full Package,Travel,Travel/Hospitality,Website,Medium,2023-01-14,2023-03-09,40,2024-01-14,2024-01-15,1,365,33,33,36,1,Breakout Room,1,1,14,1.0,11483.56,2,49.7,149.99,138.57,4935.34,3098.83,4033.45,12067.62,0,0.0,0.0,0.0,0.0,,0.0,Budget Constraints,2024,1,4,61.3,38.7,1,126.1,152.5,278.6,228.32,152.5,1,0.0,33,0,0,0,1,2,2,16,0,0,1,Banquet,2,0,1.77,388.96,1159,0,2845.14,0,0,0,0,50.0,0.9
L-202401-27759,Lost,Local School District,Youth Sports Tournament,SMERF,In-person,Meeting Only,Association,Association,Sales Call,High,2023-10-09,2023-10-28,10,2024-01-15,2024-01-16,1,98,0,0,45,1,Half Ballroom,0,0,9,1.0,18583.95,3,47.9,146.99,0.0,0.0,1355.59,1937.7,3293.29,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2024,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,0,1,4,3,24,1,0,1,Theater,1,0,0.98,815.83,117,2772,3993.42,1,0,0,0,0.0,0.38
L-202401-58916,Lost,Dental Association,Board Retreat,Association,In-person,Full Package,Healthcare,Healthcare,Sales Call,Low,2023-04-04,2023-04-30,16,2024-01-23,2024-01-26,3,294,39,117,51,1,Half Ballroom,1,0,10,1.0,50139.33,1,46.8,151.65,154.65,18467.38,6428.76,11859.46,36755.6,0,0.0,0.0,0.0,0.0,,0.0,Rates Too High / Client Declined,2024,1,4,57.6,42.4,1,86.83,130.84,217.67,217.67,130.84,2,9.4,30,39,34,0,1,4,2,16,1,0,1,Classroom,1,0,1.15,1353.53,1328,7656,9972.61,3,0,0,0,100.0,0.42
