RFP_ID,Status,Account_Name,Event_Name,Event_Type,Event_Format,Event_Configuration,Market_Segment,Organization_Industry,Lead_Source,Client_Priority,Inquiry_Date,Decision_Date,Decision_Days,Arrival_Date,Departure_Date,Nights,Lead_Time,Peak_Room_Block,Total_Room_Nights_Requested,Attendees,Has_Meeting_Space,Meeting_Spaces,Has_FnB_Requirements,Has_Special_Requirements,Response_Due_Days,Budget_Provided,Budget_Amount,Destinations_Considered,Forecasted_Occupancy,Baseline_ADR,Quoted_ADR,Proposed_Room_Revenue,Proposed_Meeting_Revenue,Proposed_FnB_Revenue,Proposed_Total_Revenue,Actual_Room_Nights,Actual_Room_Revenue,Actual_Meeting_Revenue,Actual_FnB_Revenue,Actual_Total_Revenue,Actual_Pickup_Rate,Actual_FnB_Per_Person,Lost_Reason,Year,Month,Num_Room_Types,Pct_Standard_Rooms,Pct_Premium_Rooms,Has_Suites,Rate_Spread,Min_Room_Rate,Max_Room_Rate,Suite_Rate,Standard_Rate,Peak_Night_Index,Night_Variance_Pct,Rooms_Night_1,Rooms_Night_2,Rooms_Night_3,Rooms_Night_4,Num_Meeting_Rooms,Num_Sessions,Num_Meeting_Days,Total_Meeting_Hours,Uses_Ballroom,Uses_Boardroom,Num_Setup_Styles,Primary_Setup,Max_AV_Level,Has_Premium_AV,Avg_AV_Level,Total_Room_Rental,Total_AV_Cost,Total_Session_FnB,Total_Meeting_Cost,Num_FnB_Types,Has_Dinner,Has_Reception,Has_Evening_Session,Full_Day_Pct,Avg_Room_Utilization
B-10042,Booked,Public Health Professionals Assoc,Interagency Summit,Government,Hybrid,Meeting + F&B,Association,Manufacturing,Third-Party Planner,Medium,2026-05-19,2026-06-18,22,2026-08-24,2026-08-26,2,97,50,86,69,1,Full Ballroom,0,0,11,1,151457.44,3,0.64,184.69,161.72,13908.26,7983.12,0,21891.38,57,9218.26,8070.38,0.0,17288.64,0.67,0,,2026,8,2,61.7,38.3,1,67.76,137.47,185.98,250.67,161.72,2,7.7,40,39,0,0,3,5,2,35,1,0,3,Theater,4,1,2.83,5568.21,2414.91,0.0,7983.12,0,1,1,1,4.6,0.9
B-10043,Booked,Wedding – Liu/Bennett,Anniversary Celebration,Social,In-person,Meeting + F&B,Social,Pharmaceutical,Third-Party Planner,Medium,2026-08-06,2026-08-29,8,2026-09-07,2026-09-10,3,32,24,57,36,1,Half Ballroom,1,0,6,0,0.0,2,0.71,204.17,172.09,9808.87,18624.65,12436.51,40870.03,45,7743.85,18526.16,12708.6,38978.6,0.8,115.15,,2026,9,1,67.7,32.3,0,59.68,146.27,197.9,266.73,172.09,2,5.6,22,20,23,0,4,6,3,36,1,0,1,Classroom,1,1,1.02,14050.79,4573.86,3730.95,18624.65,5,1,1,0,50.2,0.83
B-10044,Booked,Wedding – Harmon/Park,Family Reunion,Social,In-person,Day Meeting Only,Association,Healthcare,Referral,Medium,2026-08-09,2026-09-05,17,2026-09-21,2026-09-23,2,43,26,37,45,1,Boardroom,1,0,21,0,0.0,5,0.76,199.89,187.74,6946.43,7997.02,11162.34,26105.79,31,5819.98,8170.11,11473.5,25463.59,0.85,124.03,,2026,9,2,56.8,43.2,0,101.6,159.58,215.9,291.0,187.74,2,13.5,19,20,0,0,2,6,2,8,0,0,2,Boardroom,1,0,2.17,7145.3,851.71,3348.7,7997.02,4,0,1,0,56.4,0.78
B-10045,Booked,Ohio Dental Association,Annual Conference,Association,In-person,Day Meeting Only,Corporate,Professional Services,Referral,High,2026-08-01,2026-08-16,11,2026-10-12,2026-10-14,2,72,49,81,106,1,Breakout Room,1,1,9,1,0.0,1,0.8,207.48,171.81,13916.43,16157.42,24861.78,54935.63,63,10823.89,14471.03,24014.28,49309.19,0.79,117.27,,2026,10,1,50.1,49.9,1,80.03,146.04,197.58,266.3,171.81,2,1.5,40,39,0,0,4,2,2,17,0,0,3,U-Shape,4,0,1.05,14051.91,2105.51,7458.53,16157.42,3,0,1,1,1.2,0.72
B-10046,Booked,Cardinal Health Learning Center,Family Reunion,Social,Hybrid,Day Meeting Only,Association,Finance,RFP,High,2026-08-26,2026-09-12,20,2026-10-26,2026-10-27,1,61,50,37,60,1,Breakout Room,1,0,14,1,182964.31,4,0.83,199.25,167.75,6206.62,8227.43,6641.67,21075.72,29,4864.65,8008.04,6225.62,19098.31,0.8,110.69,,2026,10,2,54.4,45.6,1,127.19,142.58,192.91,260.01,167.75,1,4.4,42,0,0,0,4,7,1,37,0,1,1,U-Shape,3,1,1.56,5982.93,2244.5,1992.5,8227.43,4,1,0,0,59.2,0.77
B-10047,Booked,Midwestern Financial Group,Awards Gala,Association,Virtual,Day Meeting Only,Government,Pharmaceutical,Repeat Client,Medium,2026-10-07,2026-10-17,14,2026-11-09,2026-11-12,3,33,50,143,99,1,Boardroom,1,1,10,0,171906.86,4,0.85,206.28,171.29,24494.43,8604.07,32699.65,65798.14,126,21582.5,7440.74,35878.39,64901.62,0.89,110.1,,2026,11,2,74.1,25.9,1,49.54,145.6,196.98,265.5,171.29,1,3.9,47,41,48,0,2,6,3,39,0,0,3,Theater,2,1,1.75,7720.02,884.04,9809.89,8604.07,4,0,1,0,48.3,0.67
B-10048,Booked,Marathon Classic Hospitality,Community Forum,SMERF,Hybrid,Rooms Only,SMERF,Legal,Repeat Client,High,2026-10-06,2026-10-25,27,2026-11-23,2026-11-24,1,48,22,19,27,1,Breakout Room,1,0,10,1,0.0,5,0.79,190.95,169.13,3213.54,1849.35,2781.99,7844.88,16,2706.14,1632.73,3046.76,7385.63,0.85,103.04,,2026,11,1,61.2,38.8,1,75.0,143.76,194.5,262.16,169.13,1,10.6,18,0,0,0,1,3,1,23,0,1,1,U-Shape,1,0,1.73,1534.26,315.09,834.6,1849.35,2,1,0,1,67.1,0.75
B-10049,Booked,Ohio Dental Association,Wedding Reception,Social,Hybrid,Day Meeting Only,Government,Professional Services,Referral,Medium,2026-08-17,2026-09-08,16,2026-12-01,2026-12-04,3,106,35,92,49,1,Breakout Room,0,0,10,1,166270.2,3,0.61,160.97,152.41,14022.15,4536.05,0,18558.2,63,9602.13,4194.31,0.0,13796.43,0.69,0,,2026,12,1,62.1,37.9,0,113.37,129.55,175.28,236.24,152.41,3,7.6,30,30,34,0,1,5,3,32,0,0,2,Classroom,4,1,1.33,4022.86,513.19,0.0,4536.05,0,0,0,1,3.3,0.64
B-10050,Booked,Cardinal Health Learning Center,Policy Roundtable,Government,In-person,Full Package,Social,Government,Direct Inquiry,Medium,2026-09-17,2026-09-29,26,2026-12-14,2026-12-16,2,88,25,43,42,1,Boardroom,1,0,11,0,155416.36,5,0.6,158.88,153.89,6617.42,7747.58,9566.87,23931.87,31,4770.7,8133.89,8944.25,21848.84,0.74,113.89,,2026,12,2,64.9,35.1,0,69.13,130.81,176.98,238.54,153.89,2,4.3,23,22,0,0,2,4,2,38,0,1,3,Classroom,1,0,2.93,7142.74,604.83,2870.06,7747.58,4,0,1,0,70.1,0.6
B-10051,Booked,Columbus Tech Alliance,Policy Roundtable,Government,In-person,Meeting + F&B,Association,Healthcare,Website,Low,2026-11-05,2026-11-27,15,2027-01-05,2027-01-06,1,61,35,29,46,1,Full Ballroom,1,1,14,1,58730.74,4,0.61,169.95,149.92,4347.64,6400.34,3392.61,14140.59,27,4047.8,5859.24,2716.61,12623.65,0.94,73.75,,2027,1,2,72.4,27.6,0,44.13,127.43,172.41,232.37,149.92,1,9.4,29,0,0,0,4,8,1,35,1,0,1,U-Shape,4,1,1.0,4487.44,1912.9,1017.78,6400.34,4,0,0,1,15.9,0.92
B-10052,Booked,State Manufacturing Guild,Awards Banquet,SMERF,Virtual,Day Meeting Only,Corporate,Government,Direct Inquiry,Low,2026-09-28,2026-10-08,17,2027-01-19,2027-01-21,2,113,20,36,41,1,Full Ballroom,0,1,14,0,0.0,2,0.58,164.07,142.06,5113.98,1479.85,0,6593.83,25,3551.38,1459.13,0.0,5010.5,0.72,0,,2027,1,3,74.8,25.2,0,46.16,120.75,163.36,220.19,142.06,1,9.2,17,16,0,0,1,3,2,34,1,0,1,Classroom,2,1,2.23,803.04,676.81,0.0,1479.85,0,1,0,0,89.7,0.61
B-10053,Booked,Marathon Classic Hospitality,Policy Roundtable,Government,Hybrid,Rooms Only,SMERF,Professional Services,RFP,Medium,2026-11-21,2026-12-14,7,2027-02-08,2027-02-09,1,79,52,40,67,1,Multi-Room,1,1,15,0,0.0,5,0.63,166.93,153.03,6121.02,7143.1,6976.88,20241.0,29,4437.74,6811.3,6647.97,17897.01,0.74,104.13,,2027,2,2,59.1,40.9,0,108.65,130.07,175.98,237.19,153.03,1,14.3,40,0,0,0,3,8,1,10,0,0,1,Reception,1,1,1.43,4471.67,2671.43,2093.06,7143.1,1,1,1,1,42.4,0.71
B-10054,Booked,Wedding – Okafor Family,Holiday Celebration,SMERF,In-person,Rooms Only,Corporate,Technology,RFP,Medium,2026-11-16,2026-11-28,18,2027-02-22,2027-02-25,3,98,49,120,79,1,Full Ballroom,1,0,13,0,36458.38,4,0.58,164.21,147.87,17744.04,15193.19,9735.99,42673.22,81,11977.23,14234.45,9113.0,35324.68,0.68,41.08,,2027,2,2,63.1,36.9,1,104.11,125.69,170.05,229.19,147.87,3,9.4,45,45,38,0,3,5,3,35,1,0,1,Theater,4,0,1.74,12403.32,2789.88,2920.8,15193.19,3,0,0,0,74.1,0.55
B-10055,Booked,Biotech Startup Summit,Holiday Celebration,SMERF,Hybrid,Full Package,Government,Technology,Third-Party Planner,High,2027-01-25,2027-02-11,9,2027-03-01,2027-03-02,1,35,30,21,36,1,Boardroom,1,1,5,1,0.0,5,0.83,207.91,200.44,4209.18,2933.56,2285.36,9428.09,14,2806.12,2712.26,2172.49,7690.86,0.67,63.48,,2027,3,2,68.5,31.5,0,81.75,170.37,230.5,310.68,200.44,1,8.9,29,0,0,0,2,5,1,18,0,1,3,Theater,2,0,1.01,1701.05,1232.51,685.61,2933.56,4,0,0,1,63.6,0.83
B-10056,Booked,Ohio Dental Association,Charity Fundraiser Gala,SMERF,Virtual,Full Package,Corporate,Finance,Website,Low,2027-02-13,2027-03-01,15,2027-03-15,2027-03-16,1,30,36,26,78,1,Full Ballroom,1,1,17,1,0.0,3,0.72,176.14,170.13,4423.43,4751.92,5780.71,14956.06,24,4083.16,4119.82,4790.32,12993.31,0.94,74.11,,2027,3,1,51.9,48.1,0,52.25,144.61,195.65,263.7,170.13,1,11.6,27,0,0,0,2,2,1,15,1,0,2,U-Shape,4,1,1.81,3312.4,1439.52,1734.21,4751.92,5,1,0,1,30.8,0.66
B-10057,Booked,Nationwide Insurance Training,Wedding Reception,Social,In-person,Rooms Only,Corporate,Legal,Direct Inquiry,Medium,2027-01-31,2027-02-13,19,2027-03-22,2027-03-23,1,50,20,18,40,1,Boardroom,1,1,7,1,46497.18,1,0.73,203.84,171.69,3090.39,1808.22,1530.54,6429.15,13,2231.95,1700.53,1567.93,5500.4,0.77,38.26,,2027,3,1,72.6,27.4,1,112.84,145.93,197.44,266.12,171.69,1,1.4,15,0,0,0,1,8,1,27,0,0,2,Theater,1,0,2.85,1348.06,460.17,459.16,1808.22,4,1,1,0,38.3,0.72
B-10058,Booked,IEEE Central Ohio,Holiday Celebration,SMERF,Hybrid,Meeting + F&B,Government,Manufacturing,Direct Inquiry,Low,2027-02-11,2027-02-26,12,2027-04-05,2027-04-07,2,53,28,46,29,1,Full Ballroom,0,0,15,0,0.0,3,0.83,189.6,163.86,7537.72,1920.61,0,9458.33,42,6882.27,1834.49,0.0,8716.76,0.92,0,,2027,4,1,70.2,29.8,1,87.65,139.28,188.44,253.99,163.86,1,14.6,26,23,0,0,1,2,2,21,1,0,2,U-Shape,1,0,2.15,1583.37,337.24,0.0,1920.61,0,1,1,0,17.6,0.79
B-10059,Booked,Real Estate Investors Alliance,Awards Banquet,SMERF,Hybrid,Rooms Only,Social,Government,Repeat Client,High,2027-01-18,2027-01-29,25,2027-05-03,2027-05-06,3,105,37,110,62,1,Boardroom,0,0,8,1,112189.97,4,0.78,189.91,161.09,17719.66,6525.91,0,24245.57,91,14658.99,5573.03,0.0,20232.02,0.83,0,,2027,5,3,52.5,47.5,1,69.03,136.92,185.25,249.69,161.09,1,11.0,29,35,35,0,3,5,3,37,0,0,1,Boardroom,3,0,2.33,5812.02,713.89,0.0,6525.91,0,0,1,1,73.4,0.67
B-10060,Booked,Cardinal Health Learning Center,Policy Roundtable,Government,In-person,Rooms Only,Social,Government,Referral,High,2027-02-15,2027-03-17,7,2027-06-14,2027-06-15,1,119,15,13,25,1,Half Ballroom,1,0,17,1,243202.4,4,0.61,195.42,166.72,2167.36,5644.43,1315.7,9127.49,11,1833.92,4897.93,1332.4,8064.24,0.92,52.63,,2027,6,2,72.0,28.0,1,89.14,141.71,191.73,258.42,166.72,1,1.5,11,0,0,0,3,5,1,20,1,0,1,Boardroom,1,1,1.04,4330.44,1313.99,394.71,5644.43,3,0,0,1,17.0,0.7
B-10061,Booked,Faith & Leadership Forum,Charity Fundraiser Gala,SMERF,In-person,Meeting + F&B,Social,Manufacturing,RFP,Medium,2027-03-13,2027-03-31,7,2027-06-21,2027-06-24,3,100,19,47,39,1,Multi-Room,0,1,7,1,167520.01,4,0.74,167.03,154.61,7266.9,8644.37,0,15911.28,33,5102.29,8553.08,0.0,13655.38,0.71,0,,2027,6,1,52.4,47.6,0,55.37,131.42,177.81,239.65,154.61,2,14.7,14,16,18,0,4,5,3,13,0,0,2,Theater,4,1,2.79,7439.34,1205.03,0.0,8644.37,0,1,0,1,18.5,0.9
B-10062,Booked,American Bankers Conference,Awards Banquet,SMERF,Virtual,Day Meeting Only,Government,Manufacturing,Referral,Low,2027-04-11,2027-04-21,21,2027-07-07,2027-07-09,2,87,26,46,33,0,,1,0,10,0,57760.92,4,0.67,176.67,164.8,7580.9,0,9036.99,16617.89,38,6262.48,0.0,9509.07,15771.55,0.83,136.92,,2027,7,1,74.7,25.3,1,58.17,140.08,189.52,255.44,164.8,1,12.5,22,20,0,0,0,0,0,0,0,0,3,Classroom,1,0,1.78,0.0,0,2711.1,0,4,1,1,1,91.7,0.55
B-10063,Booked,Midwest Sales Leaders Forum,Policy Roundtable,Government,In-person,Day Meeting Only,Corporate,Pharmaceutical,Direct Inquiry,High,2027-04-07,2027-04-15,30,2027-07-21,2027-07-24,3,105,54,150,63,1,Full Ballroom,1,1,13,1,0.0,3,0.66,179.83,163.32,24498.56,5567.61,24036.8,54102.96,109,17802.29,5461.59,23354.32,46618.19,0.73,127.18,,2027,7,2,57.0,43.0,1,117.24,138.83,187.82,253.15,163.32,3,1.5,48,49,41,0,1,8,3,20,1,0,3,U-Shape,4,1,1.54,4500.13,1067.48,7211.04,5567.61,4,0,0,1,21.1,0.88
B-10064,Booked,State Manufacturing Guild,Regional Manager Training,Corporate,Virtual,Day Meeting Only,Social,Legal,RFP,Medium,2027-04-28,2027-05-24,21,2027-08-02,2027-08-05,3,96,46,118,49,1,Half Ballroom,0,0,20,1,0.0,3,0.71,174.96,163.95,19345.86,10552.97,0,29898.83,77,12623.99,9076.73,0.0,21700.73,0.66,0,,2027,8,3,70.8,29.2,0,65.66,139.36,188.54,254.12,163.95,2,0.7,41,35,34,0,2,8,3,19,1,1,3,Reception,2,0,1.54,9751.52,801.45,0.0,10552.97,0,1,0,0,47.4,0.6
B-10065,Booked,Verizon Enterprise Team,Awards Banquet,SMERF,Hybrid,Meeting + F&B,Social,Government,Repeat Client,Medium,2027-07-18,2027-08-02,27,2027-08-18,2027-08-19,1,31,53,47,72,1,Boardroom,1,1,13,1,239481.32,3,0.71,169.13,163.22,7671.32,4382.42,6456.02,18509.77,39,6365.57,4237.35,5179.05,15781.97,0.84,89.67,,2027,8,1,53.7,46.3,0,120.97,138.74,187.7,252.99,163.22,1,12.1,41,0,0,0,3,8,1,31,0,0,3,Boardroom,2,0,2.31,3127.79,1254.63,1936.81,4382.42,3,1,1,1,38.8,0.56
B-10066,Booked,Vertex Pharmaceuticals,Regional Chapter Meeting,Association,In-person,Meeting + F&B,Social,Government,Website,High,2027-07-09,2027-08-03,16,2027-09-01,2027-09-04,3,54,51,114,80,1,Multi-Room,1,1,8,1,0.0,5,0.82,207.02,179.08,20414.97,6209.35,26674.7,53299.03,93,16654.32,6411.31,28917.43,51983.06,0.82,111.14,,2027,9,3,73.6,26.4,0,82.5,152.22,205.94,277.57,179.08,1,7.5,49,43,49,0,2,8,3,30,0,0,2,Boardroom,1,0,1.27,4867.79,1341.56,8002.41,6209.35,2,1,1,1,14.3,0.89
B-10067,Booked,Vertex Pharmaceuticals,Regional Chapter Meeting,Association,Virtual,Rooms Only,SMERF,Pharmaceutical,Referral,High,2027-07-13,2027-07-20,28,2027-10-13,2027-10-14,1,92,20,18,20,1,Half Ballroom,0,0,12,0,105756.95,2,0.82,197.25,169.84,3057.15,9916.19,0,12973.34,14,2377.79,9280.38,0.0,11658.17,0.78,0,,2027,10,1,59.6,40.4,1,55.03,144.37,195.32,263.25,169.84,1,12.4,19,0,0,0,4,4,1,24,1,0,3,Banquet,3,1,2.78,5997.18,3919.01,0.0,9916.19,0,0,1,1,35.9,0.63
B-10068,Booked,Verizon Enterprise Team,Annual Conference,Association,Hybrid,Meeting + F&B,Association,Pharmaceutical,Referral,High,2027-08-29,2027-09-18,28,2027-10-27,2027-10-29,2,59,16,22,27,1,Breakout Room,0,0,21,1,184159.8,4,0.84,203.73,186.93,4112.57,2710.95,0,6823.52,19,3551.76,2330.46,0.0,5882.22,0.9,0,,2027,10,1,62.8,37.2,0,65.44,158.89,214.98,289.75,186.93,1,7.5,12,14,0,0,1,6,2,18,0,1,3,Boardroom,2,1,2.41,2462.99,247.96,0.0,2710.95,0,1,0,0,54.8,0.91
B-10069,Booked,Cybersecurity Professionals Network,Strategic Planning Retreat,Corporate,In-person,Full Package,Corporate,Education,RFP,Medium,2027-08-30,2027-09-09,8,2027-11-10,2027-11-13,3,72,45,121,93,0,,1,0,9,0,0.0,4,0.83,206.68,195.37,23639.48,0,30961.8,54601.28,82,16020.15,0.0,26916.58,42936.72,0.68,110.97,,2027,11,3,56.7,43.3,0,73.54,166.06,224.67,302.82,195.37,2,2.7,43,37,41,0,0,0,0,0,0,0,2,Theater,3,1,2.38,0.0,0,9288.54,0,4,1,0,0,13.3,0.84
B-10070,Booked,Biotech Startup Summit,Anniversary Celebration,Social,Virtual,Rooms Only,Government,Manufacturing,Website,Medium,2027-09-09,2027-09-29,28,2027-12-01,2027-12-02,1,83,21,19,30,1,Half Ballroom,1,0,20,1,171108.98,2,0.56,158.78,146.5,2783.53,8005.98,1194.81,11984.32,13,1904.52,7308.24,1208.4,10421.16,0.73,39.83,,2027,12,3,72.3,27.7,0,41.05,124.53,168.48,227.08,146.5,1,14.0,18,0,0,0,4,6,1,36,1,1,1,Banquet,1,1,1.64,6754.23,1251.75,358.44,8005.98,3,1,0,0,55.0,0.7
B-10071,Booked,Greater Columbus Chamber,Wedding Reception,Social,Hybrid,Day Meeting Only,Government,Manufacturing,Repeat Client,High,2027-09-18,2027-10-05,24,2027-12-15,2027-12-16,1,88,20,19,31,1,Full Ballroom,1,1,16,1,0.0,2,0.55,161.5,140.09,2661.67,1200.65,3773.33,7635.65,16,2241.41,1251.84,3740.36,7233.6,0.89,121.72,,2027,12,1,58.5,41.5,1,89.29,119.07,161.1,217.14,140.09,1,5.6,19,0,0,0,1,2,1,8,1,1,2,Banquet,2,1,1.21,964.82,235.83,1132.0,1200.65,5,0,0,0,93.0,0.71
