GEOID,checkpoint_year,median_income,child_poverty_pct,income_definition
2911340,2013,25920.0,43.7,"median family income, families with own children under 18 (B19125_002E)"
2911400,2013,51141.0,27.0,"median family income, families with own children under 18 (B19125_002E)"
2911450,2013,40833.0,13.3,"median family income, families with own children under 18 (B19125_002E)"
2911550,2013,75565.0,6.6,"median family income, families with own children under 18 (B19125_002E)"
2911580,2013,65625.0,23.8,"median family income, families with own children under 18 (B19125_002E)"
2911650,2013,53467.0,12.6,"median family income, families with own children under 18 (B19125_002E)"
2911670,2013,31806.0,39.7,"median family income, families with own children under 18 (B19125_002E)"
2911700,2013,58333.0,17.6,"median family income, families with own children under 18 (B19125_002E)"
2911730,2013,44792.0,34.5,"median family income, families with own children under 18 (B19125_002E)"
2911760,2013,52232.0,9.6,"median family income, families with own children under 18 (B19125_002E)"
2911910,2013,55016.0,16.0,"median family income, families with own children under 18 (B19125_002E)"
2911940,2013,85545.0,4.8,"median family income, families with own children under 18 (B19125_002E)"
2911990,2013,32813.0,31.7,"median family income, families with own children under 18 (B19125_002E)"
2912010,2013,43653.0,28.9,"median family income, families with own children under 18 (B19125_002E)"
2912030,2013,73242.0,19.7,"median family income, families with own children under 18 (B19125_002E)"
2912180,2013,46645.0,18.1,"median family income, families with own children under 18 (B19125_002E)"
2912240,2013,40510.0,42.2,"median family income, families with own children under 18 (B19125_002E)"
2912290,2013,59959.0,25.7,"median family income, families with own children under 18 (B19125_002E)"
2912300,2013,71820.0,15.3,"median family income, families with own children under 18 (B19125_002E)"
2912540,2013,40809.0,35.7,"median family income, families with own children under 18 (B19125_002E)"
2912550,2013,53495.0,14.9,"median family income, families with own children under 18 (B19125_002E)"
2912600,2013,33811.0,25.2,"median family income, families with own children under 18 (B19125_002E)"
2912630,2013,26774.0,49.5,"median family income, families with own children under 18 (B19125_002E)"
2912660,2013,46250.0,13.4,"median family income, families with own children under 18 (B19125_002E)"
2912690,2013,48750.0,23.2,"median family income, families with own children under 18 (B19125_002E)"
2912780,2013,45556.0,33.6,"median family income, families with own children under 18 (B19125_002E)"
2912870,2013,51250.0,15.1,"median family income, families with own children under 18 (B19125_002E)"
2912900,2013,57083.0,22.2,"median family income, families with own children under 18 (B19125_002E)"
2912930,2013,28750.0,44.4,"median family income, families with own children under 18 (B19125_002E)"
2913080,2013,72793.0,8.3,"median family income, families with own children under 18 (B19125_002E)"
2913140,2013,47433.0,23.6,"median family income, families with own children under 18 (B19125_002E)"
2913170,2013,50909.0,23.1,"median family income, families with own children under 18 (B19125_002E)"
2913230,2013,56750.0,9.1,"median family income, families with own children under 18 (B19125_002E)"
2913290,2013,52045.0,15.4,"median family income, families with own children under 18 (B19125_002E)"
2913320,2013,18250.0,49.7,"median family income, families with own children under 18 (B19125_002E)"
2913380,2013,32762.0,38.0,"median family income, families with own children under 18 (B19125_002E)"
2913500,2013,65551.0,10.1,"median family income, families with own children under 18 (B19125_002E)"
2913530,2013,38583.0,44.2,"median family income, families with own children under 18 (B19125_002E)"
2913560,2013,69361.0,6.6,"median family income, families with own children under 18 (B19125_002E)"
2913590,2013,56758.0,18.6,"median family income, families with own children under 18 (B19125_002E)"
2913620,2013,45506.0,16.6,"median family income, families with own children under 18 (B19125_002E)"
2913650,2013,46213.0,23.6,"median family income, families with own children under 18 (B19125_002E)"
2913680,2013,70313.0,19.6,"median family income, families with own children under 18 (B19125_002E)"
2913710,2013,66852.0,10.8,"median family income, families with own children under 18 (B19125_002E)"
2913760,2013,65086.0,17.3,"median family income, families with own children under 18 (B19125_002E)"
2913770,2013,40353.0,35.5,"median family income, families with own children under 18 (B19125_002E)"
2913800,2013,23511.0,53.6,"median family income, families with own children under 18 (B19125_002E)"
2913830,2013,50309.0,20.0,"median family income, families with own children under 18 (B19125_002E)"
2914250,2013,48462.0,22.4,"median family income, families with own children under 18 (B19125_002E)"
2914280,2013,56071.0,20.5,"median family income, families with own children under 18 (B19125_002E)"
2914310,2013,30446.0,46.2,"median family income, families with own children under 18 (B19125_002E)"
2914320,2013,30463.0,35.1,"median family income, families with own children under 18 (B19125_002E)"
2914340,2013,38759.0,30.4,"median family income, families with own children under 18 (B19125_002E)"
2914370,2013,50500.0,20.4,"median family income, families with own children under 18 (B19125_002E)"
2914400,2013,32813.0,20.3,"median family income, families with own children under 18 (B19125_002E)"
2914430,2013,63260.0,12.0,"median family income, families with own children under 18 (B19125_002E)"
2914460,2013,42431.0,27.0,"median family income, families with own children under 18 (B19125_002E)"
2914490,2013,67601.0,13.7,"median family income, families with own children under 18 (B19125_002E)"
2914550,2013,34922.0,25.0,"median family income, families with own children under 18 (B19125_002E)"
2914840,2013,39048.0,42.8,"median family income, families with own children under 18 (B19125_002E)"
2915270,2013,56750.0,16.2,"median family income, families with own children under 18 (B19125_002E)"
2915300,2013,20870.0,42.8,"median family income, families with own children under 18 (B19125_002E)"
2915330,2013,46094.0,18.7,"median family income, families with own children under 18 (B19125_002E)"
2915390,2013,53333.0,13.5,"median family income, families with own children under 18 (B19125_002E)"
2915420,2013,37708.0,19.6,"median family income, families with own children under 18 (B19125_002E)"
2915450,2013,47813.0,34.8,"median family income, families with own children under 18 (B19125_002E)"
2915480,2013,41245.0,30.2,"median family income, families with own children under 18 (B19125_002E)"
2915510,2013,53438.0,10.5,"median family income, families with own children under 18 (B19125_002E)"
2915600,2013,57535.0,15.3,"median family income, families with own children under 18 (B19125_002E)"
2915630,2013,40909.0,20.8,"median family income, families with own children under 18 (B19125_002E)"
2915660,2013,69010.0,7.9,"median family income, families with own children under 18 (B19125_002E)"
2916140,2013,39537.0,18.7,"median family income, families with own children under 18 (B19125_002E)"
2916190,2013,55722.0,20.7,"median family income, families with own children under 18 (B19125_002E)"
2916200,2013,58750.0,15.2,"median family income, families with own children under 18 (B19125_002E)"
2916290,2013,22689.0,41.6,"median family income, families with own children under 18 (B19125_002E)"
2916350,2013,43705.0,24.4,"median family income, families with own children under 18 (B19125_002E)"
2916380,2013,49350.0,25.7,"median family income, families with own children under 18 (B19125_002E)"
2916400,2013,30970.0,43.7,"median family income, families with own children under 18 (B19125_002E)"
2916450,2013,92821.0,3.9,"median family income, families with own children under 18 (B19125_002E)"
2916500,2013,36250.0,33.6,"median family income, families with own children under 18 (B19125_002E)"
2916530,2013,41875.0,13.9,"median family income, families with own children under 18 (B19125_002E)"
2916590,2013,57417.0,18.7,"median family income, families with own children under 18 (B19125_002E)"
2916660,2013,46250.0,13.4,"median family income, families with own children under 18 (B19125_002E)"
2916740,2013,48800.0,18.6,"median family income, families with own children under 18 (B19125_002E)"
2916770,2013,124870.0,3.9,"median family income, families with own children under 18 (B19125_002E)"
2916830,2013,44160.0,25.9,"median family income, families with own children under 18 (B19125_002E)"
2916860,2013,47875.0,11.5,"median family income, families with own children under 18 (B19125_002E)"
2916920,2013,45391.0,14.7,"median family income, families with own children under 18 (B19125_002E)"
2916950,2013,34167.0,27.1,"median family income, families with own children under 18 (B19125_002E)"
2917820,2013,147375.0,2.6,"median family income, families with own children under 18 (B19125_002E)"
2917850,2013,53015.0,21.7,"median family income, families with own children under 18 (B19125_002E)"
2917880,2013,57692.0,22.3,"median family income, families with own children under 18 (B19125_002E)"
2917970,2013,72803.0,11.6,"median family income, families with own children under 18 (B19125_002E)"
2918220,2013,84856.0,9.3,"median family income, families with own children under 18 (B19125_002E)"
2918240,2013,42346.0,37.0,"median family income, families with own children under 18 (B19125_002E)"
2918270,2013,35285.0,31.0,"median family income, families with own children under 18 (B19125_002E)"
2918300,2013,94972.0,10.5,"median family income, families with own children under 18 (B19125_002E)"
2918360,2013,62708.0,14.7,"median family income, families with own children under 18 (B19125_002E)"
2918420,2013,68929.0,2.5,"median family income, families with own children under 18 (B19125_002E)"
2918450,2013,57292.0,7.8,"median family income, families with own children under 18 (B19125_002E)"
2918460,2013,49946.0,10.0,"median family income, families with own children under 18 (B19125_002E)"
2918480,2013,66959.0,9.0,"median family income, families with own children under 18 (B19125_002E)"
2918510,2013,46726.0,27.8,"median family income, families with own children under 18 (B19125_002E)"
2918540,2013,95507.0,7.4,"median family income, families with own children under 18 (B19125_002E)"
2918600,2013,47679.0,9.4,"median family income, families with own children under 18 (B19125_002E)"
2918670,2013,33125.0,29.2,"median family income, families with own children under 18 (B19125_002E)"
2918690,2013,90940.0,10.3,"median family income, families with own children under 18 (B19125_002E)"
2919080,2013,52045.0,7.7,"median family income, families with own children under 18 (B19125_002E)"
2919140,2013,36563.0,30.0,"median family income, families with own children under 18 (B19125_002E)"
2919170,2013,61121.0,19.5,"median family income, families with own children under 18 (B19125_002E)"
2919230,2013,72500.0,10.1,"median family income, families with own children under 18 (B19125_002E)"
2919260,2013,34167.0,12.0,"median family income, families with own children under 18 (B19125_002E)"
2919350,2013,36029.0,48.8,"median family income, families with own children under 18 (B19125_002E)"
2919380,2013,39491.0,25.1,"median family income, families with own children under 18 (B19125_002E)"
2919410,2013,55286.0,23.5,"median family income, families with own children under 18 (B19125_002E)"
2919840,2013,39766.0,23.0,"median family income, families with own children under 18 (B19125_002E)"
2919890,2013,36250.0,27.0,"median family income, families with own children under 18 (B19125_002E)"
2919920,2013,87750.0,24.4,"median family income, families with own children under 18 (B19125_002E)"
2919980,2013,33287.0,22.0,"median family income, families with own children under 18 (B19125_002E)"
2920010,2013,70594.0,13.4,"median family income, families with own children under 18 (B19125_002E)"
2920050,2013,52083.0,9.8,"median family income, families with own children under 18 (B19125_002E)"
2920160,2013,51775.0,46.5,"median family income, families with own children under 18 (B19125_002E)"
2920280,2013,55476.0,3.4,"median family income, families with own children under 18 (B19125_002E)"
2920310,2013,29476.0,35.1,"median family income, families with own children under 18 (B19125_002E)"
2920370,2013,38472.0,30.6,"median family income, families with own children under 18 (B19125_002E)"
2920410,2013,36783.0,30.7,"median family income, families with own children under 18 (B19125_002E)"
2920430,2013,50583.0,25.5,"median family income, families with own children under 18 (B19125_002E)"
2920490,2013,58314.0,23.0,"median family income, families with own children under 18 (B19125_002E)"
2920550,2013,50956.0,8.3,"median family income, families with own children under 18 (B19125_002E)"
2920610,2013,41636.0,30.6,"median family income, families with own children under 18 (B19125_002E)"
2920640,2013,52813.0,21.2,"median family income, families with own children under 18 (B19125_002E)"
2920670,2013,79220.0,9.4,"median family income, families with own children under 18 (B19125_002E)"
2920700,2013,42083.0,19.7,"median family income, families with own children under 18 (B19125_002E)"
2920750,2013,38403.0,48.5,"median family income, families with own children under 18 (B19125_002E)"
2920810,2013,50925.0,27.7,"median family income, families with own children under 18 (B19125_002E)"
2920820,2013,51250.0,27.5,"median family income, families with own children under 18 (B19125_002E)"
2920940,2013,42500.0,25.7,"median family income, families with own children under 18 (B19125_002E)"
2921000,2013,47723.0,8.0,"median family income, families with own children under 18 (B19125_002E)"
2921100,2013,43186.0,25.6,"median family income, families with own children under 18 (B19125_002E)"
2921120,2013,49188.0,34.6,"median family income, families with own children under 18 (B19125_002E)"
2921210,2013,58333.0,19.5,"median family income, families with own children under 18 (B19125_002E)"
2921330,2013,45781.0,26.6,"median family income, families with own children under 18 (B19125_002E)"
2921360,2013,47500.0,24.6,"median family income, families with own children under 18 (B19125_002E)"
2921420,2013,44559.0,27.9,"median family income, families with own children under 18 (B19125_002E)"
2921480,2013,57813.0,6.8,"median family income, families with own children under 18 (B19125_002E)"
2921510,2013,25173.0,43.1,"median family income, families with own children under 18 (B19125_002E)"
2921540,2013,30741.0,33.4,"median family income, families with own children under 18 (B19125_002E)"
2921600,2013,52125.0,31.9,"median family income, families with own children under 18 (B19125_002E)"
2921660,2013,45000.0,57.1,"median family income, families with own children under 18 (B19125_002E)"
2921690,2013,60556.0,21.4,"median family income, families with own children under 18 (B19125_002E)"
2921720,2013,44167.0,18.1,"median family income, families with own children under 18 (B19125_002E)"
2921750,2013,28199.0,20.5,"median family income, families with own children under 18 (B19125_002E)"
2921810,2013,42976.0,28.9,"median family income, families with own children under 18 (B19125_002E)"
2921840,2013,34900.0,38.2,"median family income, families with own children under 18 (B19125_002E)"
2921875,2013,66198.0,25.8,"median family income, families with own children under 18 (B19125_002E)"
2921880,2013,40000.0,32.4,"median family income, families with own children under 18 (B19125_002E)"
2921940,2013,42321.0,36.6,"median family income, families with own children under 18 (B19125_002E)"
2921960,2013,64063.0,7.4,"median family income, families with own children under 18 (B19125_002E)"
2922140,2013,53785.0,17.6,"median family income, families with own children under 18 (B19125_002E)"
2922470,2013,30125.0,22.1,"median family income, families with own children under 18 (B19125_002E)"
2922500,2013,47500.0,28.2,"median family income, families with own children under 18 (B19125_002E)"
2922530,2013,61490.0,16.7,"median family income, families with own children under 18 (B19125_002E)"
2922560,2013,43125.0,17.6,"median family income, families with own children under 18 (B19125_002E)"
2922620,2013,59167.0,10.9,"median family income, families with own children under 18 (B19125_002E)"
2922650,2013,25203.0,47.3,"median family income, families with own children under 18 (B19125_002E)"
2922710,2013,59868.0,10.8,"median family income, families with own children under 18 (B19125_002E)"
2922740,2013,44891.0,17.9,"median family income, families with own children under 18 (B19125_002E)"
2922770,2013,50250.0,25.6,"median family income, families with own children under 18 (B19125_002E)"
2922800,2013,59548.0,16.8,"median family income, families with own children under 18 (B19125_002E)"
2922830,2013,76071.0,4.0,"median family income, families with own children under 18 (B19125_002E)"
2922860,2013,52411.0,24.1,"median family income, families with own children under 18 (B19125_002E)"
2922890,2013,61775.0,14.9,"median family income, families with own children under 18 (B19125_002E)"
2922920,2013,45000.0,24.5,"median family income, families with own children under 18 (B19125_002E)"
2922950,2013,35179.0,43.3,"median family income, families with own children under 18 (B19125_002E)"
2922980,2013,58281.0,13.3,"median family income, families with own children under 18 (B19125_002E)"
2923010,2013,59978.0,14.1,"median family income, families with own children under 18 (B19125_002E)"
2923070,2013,63409.0,15.8,"median family income, families with own children under 18 (B19125_002E)"
2923100,2013,69250.0,6.3,"median family income, families with own children under 18 (B19125_002E)"
2923130,2013,60625.0,5.0,"median family income, families with own children under 18 (B19125_002E)"
2923160,2013,87344.0,13.7,"median family income, families with own children under 18 (B19125_002E)"
2923190,2013,58393.0,17.9,"median family income, families with own children under 18 (B19125_002E)"
2923220,2013,51875.0,14.7,"median family income, families with own children under 18 (B19125_002E)"
2923250,2013,54375.0,5.7,"median family income, families with own children under 18 (B19125_002E)"
2923270,2013,42386.0,37.7,"median family income, families with own children under 18 (B19125_002E)"
2923310,2013,50313.0,22.8,"median family income, families with own children under 18 (B19125_002E)"
2923340,2013,56509.0,29.9,"median family income, families with own children under 18 (B19125_002E)"
2923400,2013,29750.0,38.2,"median family income, families with own children under 18 (B19125_002E)"
2923430,2013,62031.0,13.8,"median family income, families with own children under 18 (B19125_002E)"
2923460,2013,45968.0,19.4,"median family income, families with own children under 18 (B19125_002E)"
2923490,2013,61719.0,12.2,"median family income, families with own children under 18 (B19125_002E)"
2923530,2013,57863.0,27.1,"median family income, families with own children under 18 (B19125_002E)"
2923550,2013,83210.0,10.6,"median family income, families with own children under 18 (B19125_002E)"
2923580,2013,109481.0,5.7,"median family income, families with own children under 18 (B19125_002E)"
2923640,2013,65714.0,6.8,"median family income, families with own children under 18 (B19125_002E)"
2923670,2013,56563.0,7.4,"median family income, families with own children under 18 (B19125_002E)"
2923700,2013,58676.0,17.8,"median family income, families with own children under 18 (B19125_002E)"
2923730,2013,81787.0,7.9,"median family income, families with own children under 18 (B19125_002E)"
2923760,2013,30458.0,31.3,"median family income, families with own children under 18 (B19125_002E)"
2924530,2013,58130.0,20.0,"median family income, families with own children under 18 (B19125_002E)"
2925110,2013,46667.0,25.4,"median family income, families with own children under 18 (B19125_002E)"
2925140,2013,56625.0,19.0,"median family income, families with own children under 18 (B19125_002E)"
2925170,2013,62500.0,18.9,"median family income, families with own children under 18 (B19125_002E)"
2925210,2013,46875.0,10.5,"median family income, families with own children under 18 (B19125_002E)"
2925230,2013,75988.0,8.0,"median family income, families with own children under 18 (B19125_002E)"
2925290,2013,66953.0,11.5,"median family income, families with own children under 18 (B19125_002E)"
2925330,2013,65380.0,11.3,"median family income, families with own children under 18 (B19125_002E)"
2925350,2013,37691.0,41.9,"median family income, families with own children under 18 (B19125_002E)"
2925410,2013,58309.0,13.8,"median family income, families with own children under 18 (B19125_002E)"
2925450,2013,40658.0,30.2,"median family income, families with own children under 18 (B19125_002E)"
2925500,2013,37829.0,33.8,"median family income, families with own children under 18 (B19125_002E)"
2925530,2013,44514.0,49.3,"median family income, families with own children under 18 (B19125_002E)"
2925590,2013,50568.0,26.7,"median family income, families with own children under 18 (B19125_002E)"
2925620,2013,41643.0,29.6,"median family income, families with own children under 18 (B19125_002E)"
2925640,2013,49750.0,18.0,"median family income, families with own children under 18 (B19125_002E)"
2925650,2013,39612.0,18.8,"median family income, families with own children under 18 (B19125_002E)"
2925710,2013,43185.0,22.3,"median family income, families with own children under 18 (B19125_002E)"
2926070,2013,47942.0,21.1,"median family income, families with own children under 18 (B19125_002E)"
2926160,2013,41495.0,26.2,"median family income, families with own children under 18 (B19125_002E)"
2926220,2013,59107.0,15.4,"median family income, families with own children under 18 (B19125_002E)"
2926260,2013,62500.0,36.8,"median family income, families with own children under 18 (B19125_002E)"
2926310,2013,42589.0,27.5,"median family income, families with own children under 18 (B19125_002E)"
2926400,2013,47065.0,14.6,"median family income, families with own children under 18 (B19125_002E)"
2926430,2013,36106.0,31.7,"median family income, families with own children under 18 (B19125_002E)"
2926480,2013,54596.0,25.8,"median family income, families with own children under 18 (B19125_002E)"
2926490,2013,34375.0,30.0,"median family income, families with own children under 18 (B19125_002E)"
2926610,2013,50313.0,6.6,"median family income, families with own children under 18 (B19125_002E)"
2926640,2013,40141.0,24.2,"median family income, families with own children under 18 (B19125_002E)"
2926670,2013,24586.0,49.0,"median family income, families with own children under 18 (B19125_002E)"
2926790,2013,51250.0,8.3,"median family income, families with own children under 18 (B19125_002E)"
2926850,2013,122112.0,4.1,"median family income, families with own children under 18 (B19125_002E)"
2926890,2013,49835.0,19.9,"median family income, families with own children under 18 (B19125_002E)"
2926970,2013,58958.0,22.9,"median family income, families with own children under 18 (B19125_002E)"
2927060,2013,50975.0,26.1,"median family income, families with own children under 18 (B19125_002E)"
2927090,2013,35801.0,30.4,"median family income, families with own children under 18 (B19125_002E)"
2927520,2013,64485.0,18.4,"median family income, families with own children under 18 (B19125_002E)"
2927540,2013,37721.0,24.2,"median family income, families with own children under 18 (B19125_002E)"
2927570,2013,75026.0,5.4,"median family income, families with own children under 18 (B19125_002E)"
2927600,2013,34306.0,32.5,"median family income, families with own children under 18 (B19125_002E)"
2927630,2013,42123.0,26.2,"median family income, families with own children under 18 (B19125_002E)"
2927660,2013,38301.0,40.3,"median family income, families with own children under 18 (B19125_002E)"
2927830,2013,42304.0,25.0,"median family income, families with own children under 18 (B19125_002E)"
2927870,2013,35357.0,42.9,"median family income, families with own children under 18 (B19125_002E)"
2927900,2013,53512.0,18.3,"median family income, families with own children under 18 (B19125_002E)"
2927930,2013,42031.0,45.4,"median family income, families with own children under 18 (B19125_002E)"
2928110,2013,39333.0,33.0,"median family income, families with own children under 18 (B19125_002E)"
2928140,2013,50577.0,14.4,"median family income, families with own children under 18 (B19125_002E)"
2928170,2013,36667.0,27.0,"median family income, families with own children under 18 (B19125_002E)"
2928260,2013,37724.0,27.1,"median family income, families with own children under 18 (B19125_002E)"
2928290,2013,63750.0,9.0,"median family income, families with own children under 18 (B19125_002E)"
2928360,2013,47083.0,26.5,"median family income, families with own children under 18 (B19125_002E)"
2928380,2013,54167.0,17.2,"median family income, families with own children under 18 (B19125_002E)"
2928410,2013,91806.0,8.0,"median family income, families with own children under 18 (B19125_002E)"
2928430,2013,65805.0,10.4,"median family income, families with own children under 18 (B19125_002E)"
2928470,2013,51458.0,29.9,"median family income, families with own children under 18 (B19125_002E)"
2928500,2013,54306.0,12.7,"median family income, families with own children under 18 (B19125_002E)"
2928530,2013,29607.0,38.7,"median family income, families with own children under 18 (B19125_002E)"
2928560,2013,77950.0,18.4,"median family income, families with own children under 18 (B19125_002E)"
2928590,2013,37228.0,33.7,"median family income, families with own children under 18 (B19125_002E)"
2928620,2013,27431.0,39.8,"median family income, families with own children under 18 (B19125_002E)"
2928680,2013,44750.0,21.0,"median family income, families with own children under 18 (B19125_002E)"
2928710,2013,43477.0,21.5,"median family income, families with own children under 18 (B19125_002E)"
2928740,2013,46533.0,8.4,"median family income, families with own children under 18 (B19125_002E)"
2928800,2013,64702.0,18.6,"median family income, families with own children under 18 (B19125_002E)"
2928860,2013,41449.0,28.6,"median family income, families with own children under 18 (B19125_002E)"
2928920,2013,57477.0,19.8,"median family income, families with own children under 18 (B19125_002E)"
2928950,2013,95146.0,4.6,"median family income, families with own children under 18 (B19125_002E)"
2929100,2013,47969.0,25.5,"median family income, families with own children under 18 (B19125_002E)"
2929130,2013,72500.0,2.9,"median family income, families with own children under 18 (B19125_002E)"
2929170,2013,39206.0,32.5,"median family income, families with own children under 18 (B19125_002E)"
2929250,2013,47292.0,21.6,"median family income, families with own children under 18 (B19125_002E)"
2929280,2013,31902.0,41.5,"median family income, families with own children under 18 (B19125_002E)"
2929340,2013,46250.0,27.3,"median family income, families with own children under 18 (B19125_002E)"
2929370,2013,55406.0,20.6,"median family income, families with own children under 18 (B19125_002E)"
2929430,2013,36413.0,35.7,"median family income, families with own children under 18 (B19125_002E)"
2929470,2013,86250.0,4.0,"median family income, families with own children under 18 (B19125_002E)"
2929490,2013,62083.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
2929520,2013,38056.0,24.2,"median family income, families with own children under 18 (B19125_002E)"
2929580,2013,35156.0,28.4,"median family income, families with own children under 18 (B19125_002E)"
2929610,2013,41216.0,20.4,"median family income, families with own children under 18 (B19125_002E)"
2929640,2013,58295.0,15.5,"median family income, families with own children under 18 (B19125_002E)"
2929700,2013,52216.0,21.9,"median family income, families with own children under 18 (B19125_002E)"
2929760,2013,46755.0,26.3,"median family income, families with own children under 18 (B19125_002E)"
2929810,2013,45341.0,46.8,"median family income, families with own children under 18 (B19125_002E)"
2929880,2013,43056.0,20.1,"median family income, families with own children under 18 (B19125_002E)"
2929940,2013,66250.0,29.6,"median family income, families with own children under 18 (B19125_002E)"
2930270,2013,49917.0,29.9,"median family income, families with own children under 18 (B19125_002E)"
2930300,2013,70987.0,8.0,"median family income, families with own children under 18 (B19125_002E)"
2930330,2013,49175.0,27.5,"median family income, families with own children under 18 (B19125_002E)"
2930360,2013,38185.0,21.8,"median family income, families with own children under 18 (B19125_002E)"
2930390,2013,46250.0,23.8,"median family income, families with own children under 18 (B19125_002E)"
2930420,2013,48842.0,18.4,"median family income, families with own children under 18 (B19125_002E)"
2930450,2013,56706.0,19.3,"median family income, families with own children under 18 (B19125_002E)"
2930510,2013,54886.0,18.4,"median family income, families with own children under 18 (B19125_002E)"
2930520,2013,37292.0,32.8,"median family income, families with own children under 18 (B19125_002E)"
2930570,2013,62746.0,12.5,"median family income, families with own children under 18 (B19125_002E)"
2930600,2013,55417.0,15.1,"median family income, families with own children under 18 (B19125_002E)"
2930660,2013,81893.0,22.2,"median family income, families with own children under 18 (B19125_002E)"
2930690,2013,73906.0,20.6,"median family income, families with own children under 18 (B19125_002E)"
2930720,2013,44545.0,19.4,"median family income, families with own children under 18 (B19125_002E)"
2930750,2013,29632.0,19.7,"median family income, families with own children under 18 (B19125_002E)"
2930780,2013,53269.0,12.5,"median family income, families with own children under 18 (B19125_002E)"
2930810,2013,48750.0,27.5,"median family income, families with own children under 18 (B19125_002E)"
2930840,2013,46875.0,38.5,"median family income, families with own children under 18 (B19125_002E)"
2930870,2013,58800.0,9.9,"median family income, families with own children under 18 (B19125_002E)"
2930900,2013,46705.0,20.5,"median family income, families with own children under 18 (B19125_002E)"
2930990,2013,46875.0,7.1,"median family income, families with own children under 18 (B19125_002E)"
2931020,2013,60185.0,18.1,"median family income, families with own children under 18 (B19125_002E)"
2931050,2013,56250.0,27.8,"median family income, families with own children under 18 (B19125_002E)"
2931070,2013,34615.0,33.3,"median family income, families with own children under 18 (B19125_002E)"
2931110,2013,79688.0,9.0,"median family income, families with own children under 18 (B19125_002E)"
2931140,2013,38561.0,43.1,"median family income, families with own children under 18 (B19125_002E)"
2931440,2013,54046.0,13.5,"median family income, families with own children under 18 (B19125_002E)"
2931460,2013,36250.0,31.1,"median family income, families with own children under 18 (B19125_002E)"
2931500,2013,53333.0,18.6,"median family income, families with own children under 18 (B19125_002E)"
2931530,2013,105693.0,8.4,"median family income, families with own children under 18 (B19125_002E)"
2931560,2013,54228.0,12.0,"median family income, families with own children under 18 (B19125_002E)"
2931620,2013,47708.0,16.3,"median family income, families with own children under 18 (B19125_002E)"
2931650,2013,82329.0,8.5,"median family income, families with own children under 18 (B19125_002E)"
2931680,2013,30717.0,42.7,"median family income, families with own children under 18 (B19125_002E)"
2931710,2013,74063.0,7.1,"median family income, families with own children under 18 (B19125_002E)"
2931800,2013,65781.0,17.7,"median family income, families with own children under 18 (B19125_002E)"
2931830,2013,72569.0,3.9,"median family income, families with own children under 18 (B19125_002E)"
2931860,2013,44231.0,22.5,"median family income, families with own children under 18 (B19125_002E)"
2931920,2013,27039.0,49.7,"median family income, families with own children under 18 (B19125_002E)"
2931950,2013,36071.0,53.6,"median family income, families with own children under 18 (B19125_002E)"
2932010,2013,49274.0,15.9,"median family income, families with own children under 18 (B19125_002E)"
2932070,2013,41478.0,31.2,"median family income, families with own children under 18 (B19125_002E)"
2932100,2013,74614.0,8.2,"median family income, families with own children under 18 (B19125_002E)"
2932110,2013,50093.0,24.6,"median family income, families with own children under 18 (B19125_002E)"
2932190,2013,59211.0,21.2,"median family income, families with own children under 18 (B19125_002E)"
2932220,2013,34926.0,44.1,"median family income, families with own children under 18 (B19125_002E)"
2932250,2013,57083.0,24.9,"median family income, families with own children under 18 (B19125_002E)"
2932300,2013,42000.0,13.8,"median family income, families with own children under 18 (B19125_002E)"
2932310,2013,62930.0,26.8,"median family income, families with own children under 18 (B19125_002E)"
2932490,2013,42188.0,23.0,"median family income, families with own children under 18 (B19125_002E)"
3000002,2013,55781.0,22.9,"median family income, families with own children under 18 (B19125_002E)"
3000003,2013,60170.0,27.8,"median family income, families with own children under 18 (B19125_002E)"
3000004,2013,,,"median family income, families with own children under 18 (B19125_002E)"
3000005,2013,67680.0,14.1,"median family income, families with own children under 18 (B19125_002E)"
3000006,2013,43472.0,3.5,"median family income, families with own children under 18 (B19125_002E)"
3000007,2013,26667.0,28.6,"median family income, families with own children under 18 (B19125_002E)"
3000008,2013,62500.0,12.4,"median family income, families with own children under 18 (B19125_002E)"
3000089,2013,56250.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3000090,2013,66964.0,18.1,"median family income, families with own children under 18 (B19125_002E)"
3000093,2013,53906.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3000094,2013,153625.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3000096,2013,50250.0,15.5,"median family income, families with own children under 18 (B19125_002E)"
3000098,2013,62083.0,31.3,"median family income, families with own children under 18 (B19125_002E)"
3000932,2013,66705.0,6.4,"median family income, families with own children under 18 (B19125_002E)"
3001710,2013,88261.0,0.0,"median family income, families with own children under 18 (B19125_002E)"
3001950,2013,84375.0,18.8,"median family income, families with own children under 18 (B19125_002E)"
3001980,2013,89063.0,2.9,"median family income, families with own children under 18 (B19125_002E)"
3002010,2013,47188.0,34.5,"median family income, families with own children under 18 (B19125_002E)"
3002070,2013,82560.0,7.6,"median family income, families with own children under 18 (B19125_002E)"
3002220,2013,41071.0,34.4,"median family income, families with own children under 18 (B19125_002E)"
3002300,2013,26250.0,32.9,"median family income, families with own children under 18 (B19125_002E)"
3002430,2013,46250.0,19.7,"median family income, families with own children under 18 (B19125_002E)"
3002490,2013,,0.0,"median family income, families with own children under 18 (B19125_002E)"
