geoid,lat,lon,mean_sign_post,local_moran_I,quadrant,p_approx
1811610,39.61526,-84.91460,1.000,0.5819,HH,0.0000
1811700,41.47422,-87.17646,1.000,0.5819,HH,0.0000
1811730,40.05526,-85.15522,1.000,0.5819,HH,0.0000
1811910,41.47579,-86.27625,1.000,0.5819,HH,0.0000
1811970,41.47597,-87.07417,1.000,0.5819,HH,0.0000
1812060,38.81215,-85.84387,1.000,0.5819,HH,0.0000
1812090,39.43087,-87.39099,1.000,0.5819,HH,0.0000
1812120,38.67191,-87.51562,1.000,0.5819,HH,0.0000
1812150,40.79821,-85.82520,1.000,0.5819,HH,0.0000
1812180,40.79207,-85.80008,1.000,0.5819,HH,0.0000
1812240,41.48939,-85.97120,1.000,0.5819,HH,0.0000
1812360,39.76930,-86.01008,1.000,0.5819,HH,0.0000
1812390,38.09773,-87.27205,1.000,0.5819,HH,0.0000
1812420,41.22047,-85.86172,1.000,0.5819,HH,0.0000
1812450,38.62406,-87.15499,1.000,0.5819,HH,0.0000
1812720,39.88536,-86.14415,1.000,0.5819,HH,0.0000
1812810,39.76149,-86.27467,1.000,0.5819,HH,0.0000
1812870,40.44323,-86.90695,1.000,0.5819,HH,0.0000
1812880,40.15688,-85.77633,1.000,0.5819,HH,0.0000
1812900,41.43087,-85.56956,1.000,0.5819,HH,0.0000
1812930,38.55581,-86.24089,1.000,0.5819,HH,0.0000
1812990,40.06194,-86.56856,1.000,0.5819,HH,0.0000
1813050,39.77221,-85.12958,1.000,0.5819,HH,0.0000
1813080,40.05008,-86.16705,1.000,0.5819,HH,0.0000
1813110,41.63728,-85.55118,1.000,0.5819,HH,0.0000
1813200,41.67294,-87.48393,1.000,0.5819,HH,0.0000
1813230,41.13254,-85.67997,1.000,0.5819,HH,0.0000
1900006,42.95465,-91.75932,-0.333,0.3438,LL,0.0000
1900009,41.72468,-93.25609,-0.333,1.0002,LL,0.0000
1900021,43.32170,-95.17612,-1.000,3.0053,LL,0.0000
1900022,42.23995,-92.24981,-0.333,0.8126,LL,0.0000
1900024,42.33570,-94.70096,-1.000,3.0053,LL,0.0000
1900025,41.74149,-94.33821,-1.000,3.0053,LL,0.0000
1900026,43.00490,-95.61893,-1.000,3.0053,LL,0.0000
1900027,41.28173,-95.40809,-1.000,3.0053,LL,0.0000
1900040,41.91582,-92.85103,-0.333,0.8126,LL,0.0000
1900060,42.10030,-92.73760,-0.333,0.8126,LL,0.0000
1903060,42.52093,-93.01718,-0.333,0.8126,LL,0.0000
1903150,41.64536,-94.04671,-1.000,3.0053,LL,0.0000
1903220,42.77189,-96.49753,-1.000,3.0053,LL,0.0000
1903270,41.03329,-92.92667,-0.333,0.8126,LL,0.0000
1903300,42.15702,-91.65863,-0.333,-0.0313,LH,0.0000
1903360,43.07655,-94.13782,-1.000,3.0053,LL,0.0000
1903390,43.28487,-91.41948,1.000,-0.0529,HL,0.0000
1903450,42.82927,-92.81993,-0.333,0.8126,LL,0.0000
1903480,42.71264,-95.37736,-1.000,3.0053,LL,0.0000
1903540,42.01205,-93.61662,-1.000,2.6447,LL,0.0000
1903570,42.09872,-91.29291,1.000,0.5025,HH,0.0000
1903690,41.73522,-93.61119,-1.000,2.8250,LL,0.0000
1903750,42.58986,-92.83439,-0.333,0.8126,LL,0.0000
1903930,41.40147,-95.01415,-1.000,3.0053,LL,0.0000
1903960,41.74569,-94.90891,-1.000,3.0053,LL,0.0000
1904080,41.47709,-95.33904,-1.000,3.0053,LL,0.0000
1904200,41.90085,-93.62207,-1.000,2.6447,LL,0.0000
1904380,41.82807,-93.15117,-0.333,0.8126,LL,0.0000
1904440,42.23132,-92.96278,-0.333,0.8126,LL,0.0000
1904560,40.67423,-94.69562,-1.000,3.0053,LL,0.0000
1904620,41.90322,-92.28260,-0.333,0.8126,LL,0.0000
1904650,42.24392,-90.46882,1.000,0.5819,HH,0.0000
1904680,42.89231,-93.60823,-1.000,2.2840,LL,0.0000
1904830,41.96724,-92.04976,-0.333,0.8126,LL,0.0000
1904860,41.55353,-90.50520,1.000,0.5819,HH,0.0000
1904950,41.11706,-92.59578,-0.333,0.8126,LL,0.0000
1905070,41.74789,-93.41177,-0.333,1.1877,LL,0.0000
1905130,42.09087,-93.90999,-1.000,3.0053,LL,0.0000
1905190,43.19801,-96.08666,-1.000,3.0053,LL,0.0000
1905490,41.73233,-92.45272,-0.333,0.8126,LL,0.0000
1905790,40.79803,-91.16060,1.000,0.4232,HH,0.0000
1905940,41.32951,-94.79767,-1.000,3.0053,LL,0.0000
1906060,41.79521,-90.31076,1.000,0.5819,HH,0.0000
1906240,40.94887,-92.24714,-0.333,0.8126,LL,0.0000
1906270,41.47506,-93.46727,-0.333,1.1877,LL,0.0000
1906330,42.05651,-94.88907,-1.000,3.0053,LL,0.0000
1906510,42.53889,-92.48402,-0.333,0.8126,LL,0.0000
1906540,42.01825,-91.72392,-0.333,-0.0313,LH,0.0000
1906660,42.20629,-91.81371,-0.333,0.3438,LL,0.0000
1906750,40.70664,-92.91227,-0.333,0.8126,LL,0.0000
1906780,42.19849,-91.48859,1.000,0.1851,HH,0.0000
1906810,41.84731,-90.53915,1.000,0.5819,HH,0.0000
1906840,42.83045,-91.45238,1.000,0.1851,HH,0.0000
1906900,40.73428,-93.79926,-1.000,2.4644,LL,0.0000
1906930,40.59370,-91.54908,0.333,-0.0096,LH,0.0000
1906960,43.40070,-96.16577,-1.000,3.0053,LL,0.0000
1907050,41.05011,-93.31297,-0.333,1.0002,LL,0.0000
1907080,43.09160,-92.66592,-0.333,0.8126,LL,0.0000
1907170,42.79208,-95.55544,-1.000,3.0053,LL,0.0000
1907350,40.75845,-95.00883,-1.000,3.0053,LL,0.0000
1907380,42.70939,-93.70323,-1.000,2.6447,LL,0.0000
1907590,41.72939,-91.77760,-0.333,0.4376,LL,0.0000
1907620,43.12988,-93.34736,-0.333,1.0939,LL,0.0000
1907710,41.86951,-90.19957,1.000,0.5819,HH,0.0000
1907860,41.88542,-91.71443,-0.333,-0.0313,LH,0.0000
1907900,41.88712,-93.36344,-0.333,1.0939,LL,0.0000
1907980,41.31120,-91.38642,1.000,0.2645,HH,0.0000
1908070,41.86110,-94.63881,-1.000,3.0053,LL,0.0000
1908220,41.32287,-95.86858,-1.000,3.0053,LL,0.0000
1908310,41.05113,-94.44069,-1.000,3.0053,LL,0.0000
1908520,41.69546,-93.92118,-1.000,3.0053,LL,0.0000
1908580,41.54627,-90.69363,1.000,0.5819,HH,0.0000
1908610,40.74623,-92.40443,-0.333,0.8126,LL,0.0000
1908730,43.36633,-91.77294,-0.333,0.4376,LL,0.0000
1908910,42.03340,-95.35777,-1.000,3.0053,LL,0.0000
1908940,42.65226,-92.32090,-0.333,0.8126,LL,0.0000
1909120,42.50610,-92.64278,-0.333,0.8126,LL,0.0000
1909480,42.47595,-90.72641,1.000,0.5819,HH,0.0000
1909540,42.56290,-92.18996,-0.333,0.8126,LL,0.0000
1909600,41.60510,-90.87948,1.000,0.5819,HH,0.0000
1909990,42.63582,-93.93528,-1.000,3.0053,LL,0.0000
1910050,41.46235,-94.13701,-1.000,3.0053,LL,0.0000
1910110,42.45953,-91.71270,-0.333,0.3438,LL,0.0000
1910340,42.53401,-95.71458,-1.000,3.0053,LL,0.0000
1910500,42.65245,-91.32180,1.000,0.3438,HH,0.0000
1910950,43.10077,-94.64664,-1.000,3.0053,LL,0.0000
1910980,41.51291,-92.11967,-0.333,0.8126,LL,0.0000
1911070,43.40678,-94.75816,-1.000,3.0053,LL,0.0000
1911250,41.58367,-94.93574,-1.000,3.0053,LL,0.0000
1911340,41.01265,-91.93097,-0.333,0.3438,LL,0.0000
1911790,43.25917,-93.68578,-1.000,2.2840,LL,0.0000
1911820,42.52308,-94.11915,-1.000,3.0053,LL,0.0000
1911850,40.71796,-91.38596,1.000,0.2645,HH,0.0000
1912120,40.85608,-95.68053,-1.000,3.0053,LL,0.0000
1912330,43.11952,-93.56757,-1.000,2.1037,LL,0.0000
1912480,43.36705,-95.96928,-1.000,3.0053,LL,0.0000
1912510,42.10175,-93.65557,-1.000,2.8250,LL,0.0000
1912660,42.27312,-92.63999,-0.333,0.8126,LL,0.0000
1912690,41.05795,-95.74659,-1.000,3.0053,LL,0.0000
1913110,41.30935,-94.49016,-1.000,3.0053,LL,0.0000
1913200,41.75267,-92.71552,-0.333,0.8126,LL,0.0000
1913290,42.36884,-92.80683,-0.333,0.8126,LL,0.0000
1913320,41.68250,-94.57877,-1.000,3.0053,LL,0.0000
1913350,42.80462,-91.16436,1.000,0.5025,HH,0.0000
1913470,42.75100,-93.11779,-0.333,0.9064,LL,0.0000
1913500,41.69595,-95.37234,-1.000,3.0053,LL,0.0000
1914160,42.63039,-96.30010,-1.000,3.0053,LL,0.0000
1914280,43.36271,-92.18018,-0.333,0.8126,LL,0.0000
1914310,42.31771,-93.37582,-0.333,1.1877,LL,0.0000
1914340,42.39203,-92.44678,-0.333,0.8126,LL,0.0000
1914370,42.76972,-94.14601,-1.000,3.0053,LL,0.0000
1914580,42.43398,-91.89791,-0.333,0.7189,LL,0.0000
1914640,41.35736,-93.56713,-1.000,2.2840,LL,0.0000
1914670,41.21856,-93.77660,-1.000,2.6447,LL,0.0000
1914700,41.64747,-91.56113,1.000,0.1058,HH,0.0000
1914730,42.53111,-93.24902,-0.333,1.0002,LL,0.0000
1914850,41.78647,-92.11992,-0.333,0.8126,LL,0.0000
1915180,42.63544,-92.44326,-0.333,0.8126,LL,0.0000
1915210,42.00445,-94.36280,-1.000,3.0053,LL,0.0000
1915330,42.46177,-92.06052,-0.333,0.8126,LL,0.0000
1915450,41.69973,-93.73431,-1.000,3.0053,LL,0.0000
1915750,42.58691,-95.94852,-1.000,3.0053,LL,0.0000
1915840,41.30470,-93.09579,-0.333,0.8126,LL,0.0000
1916140,43.42278,-95.34836,-1.000,3.0053,LL,0.0000
1916320,40.64547,-93.94844,-1.000,2.6447,LL,0.0000
1916440,42.47519,-96.20687,-1.000,3.0053,LL,0.0000
1916530,42.80504,-96.22698,-1.000,3.0053,LL,0.0000
1916680,41.20918,-95.80378,-1.000,3.0053,LL,0.0000
1917100,41.88084,-91.10910,1.000,0.5819,HH,0.0000
1917220,42.06542,-91.56085,1.000,0.0265,HH,0.0000
1917250,41.89535,-91.35337,1.000,0.5025,HH,0.0000
1917460,41.65210,-95.79003,-1.000,3.0053,LL,0.0000
1917820,41.31299,-91.21770,1.000,0.5819,HH,0.0000
1918030,41.58791,-92.82092,-0.333,0.8126,LL,0.0000
1918120,43.03064,-91.32019,1.000,0.3438,HH,0.0000
1918180,41.87064,-93.80153,-1.000,3.0053,LL,0.0000
1918240,41.02663,-95.50815,-1.000,3.0053,LL,0.0000
1918330,42.53607,-94.41686,-1.000,3.0053,LL,0.0000
1918480,42.23736,-95.84429,-1.000,3.0053,LL,0.0000
1918510,42.13666,-90.74444,1.000,0.5819,HH,0.0000
1918540,42.40946,-91.30072,1.000,0.4232,HH,0.0000
1918690,42.02863,-91.59924,0.333,-0.0096,LH,0.0000
1918720,42.03040,-92.96512,-0.333,0.8126,LL,0.0000
1918780,43.14547,-93.20294,-0.333,0.9064,LL,0.0000
1918840,43.00468,-96.02454,-1.000,3.0053,LL,0.0000
1918930,40.97870,-91.13740,1.000,0.5025,HH,0.0000
1919140,41.46941,-91.77891,-0.333,0.2500,LL,0.0000
1919200,42.03951,-90.94147,1.000,0.5819,HH,0.0000
1919440,41.53199,-95.90906,-1.000,3.0053,LL,0.0000
1919590,41.58911,-92.51497,-0.333,0.8126,LL,0.0000
1919650,42.22492,-91.19553,1.000,0.5819,HH,0.0000
1919710,40.88202,-92.84059,-0.333,0.8126,LL,0.0000
1919890,40.94543,-91.59368,0.333,-0.0168,LH,0.0000
1920040,41.93409,-91.46153,1.000,0.1851,HH,0.0000
1920130,41.45941,-91.05261,1.000,0.5819,HH,0.0000
1920190,42.92962,-92.50657,-0.333,0.8126,LL,0.0000
1920250,42.03054,-93.48826,-0.333,1.2815,LL,0.0000
1920340,43.11823,-92.34296,-0.333,0.8126,LL,0.0000
1920460,40.92296,-91.40521,1.000,0.4232,HH,0.0000
1920580,42.61111,-94.92505,-1.000,3.0053,LL,0.0000
1920610,41.72144,-93.01971,-0.333,0.8126,LL,0.0000
1920760,43.23464,-93.15141,-0.333,0.9064,LL,0.0000
1920830,43.39251,-94.23612,-1.000,3.0053,LL,0.0000
1920850,41.44501,-92.61260,-0.333,0.8126,LL,0.0000
1920910,41.81151,-93.62082,-1.000,2.8250,LL,0.0000
1920940,41.68932,-90.55710,1.000,0.5819,HH,0.0000
1921000,42.14904,-92.46079,-0.333,0.8126,LL,0.0000
1921090,41.93948,-90.37695,1.000,0.5819,HH,0.0000
1921210,43.42315,-93.23417,-0.333,1.0002,LL,0.0000
1921240,41.47191,-93.70038,-1.000,2.8250,LL,0.0000
1921600,42.32002,-95.40975,-1.000,3.0053,LL,0.0000
1921630,42.65057,-91.87205,-0.333,0.7189,LL,0.0000
1921660,42.01548,-94.03784,-1.000,3.0053,LL,0.0000
1921840,43.27688,-92.78153,-0.333,0.8126,LL,0.0000
1921870,41.29433,-92.62643,-0.333,0.8126,LL,0.0000
1922110,41.00608,-92.43364,-0.333,0.8126,LL,0.0000
1922440,41.16993,-92.16960,-0.333,0.8126,LL,0.0000
1922470,41.41838,-92.90314,-0.333,0.8126,LL,0.0000
1923110,41.60115,-90.41470,1.000,0.5819,HH,0.0000
1923160,41.39097,-93.27632,-0.333,0.9064,LL,0.0000
1923190,42.71050,-94.64865,-1.000,3.0053,LL,0.0000
1924000,41.02267,-95.27501,-1.000,3.0053,LL,0.0000
1924120,42.77264,-95.98703,-1.000,3.0053,LL,0.0000
1924150,43.37975,-92.52997,-0.333,0.8126,LL,0.0000
1924870,42.18065,-93.58775,-1.000,2.6447,LL,0.0000
1924960,43.03957,-92.92952,-0.333,0.8126,LL,0.0000
1925200,43.40673,-92.93528,-0.333,0.8126,LL,0.0000
1925320,41.66398,-93.60596,-1.000,2.6447,LL,0.0000
1925590,42.38013,-96.31611,-1.000,3.0053,LL,0.0000
1925920,42.94401,-93.25636,-0.333,1.0002,LL,0.0000
1926070,40.73521,-95.37592,-1.000,3.0053,LL,0.0000
1926280,41.31548,-92.22862,-0.333,0.8126,LL,0.0000
1926400,42.51899,-96.38971,-1.000,3.0053,LL,0.0000
1926580,41.80021,-91.49253,1.000,0.1851,HH,0.0000
1926640,42.28904,-93.68873,-1.000,2.6447,LL,0.0000
1926730,41.96699,-92.55079,-0.333,0.8126,LL,0.0000
1926790,43.17413,-91.85561,-0.333,0.3438,LL,0.0000
1926820,41.59012,-93.41126,-0.333,1.0939,LL,0.0000
1926850,41.24005,-93.43514,-0.333,1.0939,LL,0.0000
1926910,43.12326,-95.10261,-1.000,3.0053,LL,0.0000
1927000,43.43876,-95.06827,-1.000,3.0053,LL,0.0000
1927060,42.07067,-91.45460,1.000,0.1851,HH,0.0000
1927270,42.67612,-91.61627,0.333,0.0048,LL,0.0000
1927500,41.52205,-94.30981,-1.000,3.0053,LL,0.0000
1927600,42.89454,-92.13119,-0.333,0.8126,LL,0.0000
1927870,41.76596,-91.16509,1.000,0.5819,HH,0.0000
1928680,41.63483,-93.76023,-1.000,3.0053,LL,0.0000
1929010,41.50566,-93.91479,-1.000,3.0053,LL,0.0000
1929310,42.16639,-92.01738,-0.333,0.8126,LL,0.0000
1929730,41.15168,-91.12918,1.000,0.5819,HH,0.0000
1929760,42.66263,-92.10888,-0.333,0.8126,LL,0.0000
1930240,41.26538,-91.74176,-0.333,0.3438,LL,0.0000
1930480,42.46191,-92.32183,-0.333,0.8126,LL,0.0000
1930510,41.59217,-93.85475,-1.000,3.0053,LL,0.0000
1930540,42.72275,-92.52268,-0.333,0.8126,LL,0.0000
1930560,40.73225,-93.37348,-0.333,1.0002,LL,0.0000
1930630,42.46725,-93.75207,-1.000,2.8250,LL,0.0000
1930750,41.69140,-91.31843,1.000,0.5819,HH,0.0000
1930780,40.82399,-91.16464,1.000,0.4232,HH,0.0000
1930900,42.48271,-91.47833,1.000,0.1851,HH,0.0000
1930930,41.56696,-93.75330,-1.000,3.0053,LL,0.0000
1930990,41.54343,-91.26616,1.000,0.5819,HH,0.0000
1931020,43.37937,-96.41946,-1.000,3.0053,LL,0.0000
1931080,42.02498,-93.13453,-0.333,0.8126,LL,0.0000
1931110,41.97794,-96.04102,-1.000,3.0053,LL,0.0000
1931290,42.99315,-96.39636,-1.000,3.0053,LL,0.0000
1931350,42.41954,-90.98183,1.000,0.5819,HH,0.0000
1931470,42.24993,-96.16422,-1.000,3.0053,LL,0.0000
1931680,41.64805,-91.97415,-0.333,0.6251,LL,0.0000
1931800,41.59196,-91.05060,1.000,0.5819,HH,0.0000
1931830,41.12146,-91.41724,1.000,0.3438,HH,0.0000
1931860,41.31575,-94.01004,-1.000,3.0053,LL,0.0000
1931920,41.76172,-95.71913,-1.000,3.0053,LL,0.0000
1931950,42.42316,-96.04521,-1.000,3.0053,LL,0.0000
1932010,41.82790,-93.89763,-1.000,3.0053,LL,0.0000
1999017,41.54529,-93.16376,-0.333,0.8126,LL,0.0000
1999019,42.30224,-94.21840,-1.000,3.0053,LL,0.0000
2000001,38.71817,-97.49278,-1.000,3.0053,LL,0.0000
2000003,39.22044,-96.29417,-1.000,3.0053,LL,0.0000
2000004,39.36463,-96.43198,-1.000,3.0053,LL,0.0000
2000006,39.86650,-95.54174,-1.000,3.0053,LL,0.0000
2000007,39.79297,-98.72384,-1.000,3.0053,LL,0.0000
2000012,39.89562,-96.90466,-1.000,3.0053,LL,0.0000
2000014,38.46897,-95.20486,-1.000,3.0053,LL,0.0000
2000015,38.59277,-95.25593,-1.000,3.0053,LL,0.0000
2000028,39.86354,-97.15555,-1.000,3.0053,LL,0.0000
2000029,39.81016,-98.23628,-1.000,3.0053,LL,0.0000
2000030,39.85344,-97.59953,-1.000,3.0053,LL,0.0000
2000348,39.79875,-95.24554,-1.000,3.0053,LL,0.0000
2000349,38.64388,-98.45587,-1.000,3.0053,LL,0.0000
2000350,39.90641,-96.00520,-1.000,3.0053,LL,0.0000
2000351,39.78795,-94.97337,-1.000,3.0053,LL,0.0000
2003180,38.93367,-97.23978,-1.000,3.0053,LL,0.0000
2003200,38.94805,-95.78982,-1.000,3.0053,LL,0.0000
2003240,38.99640,-96.25144,-1.000,3.0053,LL,0.0000
2003300,37.18055,-95.34687,-1.000,3.0053,LL,0.0000
2003360,37.70322,-97.12828,-1.000,3.0053,LL,0.0000
2003390,37.17243,-98.03017,-1.000,3.0053,LL,0.0000
2003450,37.07109,-97.02204,-1.000,3.0053,LL,0.0000
2003480,37.59297,-94.68142,-1.000,3.0053,LL,0.0000
2003540,39.58690,-95.15736,-1.000,3.0053,LL,0.0000
2003630,37.63418,-97.00761,-1.000,3.0053,LL,0.0000
2003720,38.80427,-95.23267,-1.000,3.0053,LL,0.0000
2003780,39.08233,-94.97429,-1.000,3.0053,LL,0.0000
2003810,37.03333,-94.78096,-1.000,3.0053,LL,0.0000
2003870,39.44717,-98.10003,-1.000,3.0053,LL,0.0000
2003900,37.38703,-97.30937,-1.000,3.0053,LL,0.0000
2004050,39.07077,-94.85695,-1.000,3.0053,LL,0.0000
2004200,38.10843,-97.78480,-1.000,3.0053,LL,0.0000
2004260,38.76120,-95.84730,-1.000,3.0053,LL,0.0000
2004290,38.22341,-95.76158,-1.000,3.0053,LL,0.0000
2004410,37.07490,-95.88418,-1.000,3.0053,LL,0.0000
2004440,38.41307,-97.47313,-1.000,3.0053,LL,0.0000
2004470,39.44371,-98.44352,-1.000,3.0053,LL,0.0000
2004560,39.67496,-96.26327,-1.000,3.0053,LL,0.0000
2004590,37.65472,-95.42886,-1.000,3.0053,LL,0.0000
2004620,38.92928,-97.10863,-1.000,3.0053,LL,0.0000
2004670,37.59651,-97.78139,-1.000,3.0053,LL,0.0000
2004710,37.35285,-94.95417,-1.000,3.0053,LL,0.0000
2004740,37.32871,-95.55019,-1.000,3.0053,LL,0.0000
2004770,37.52064,-95.15805,-1.000,3.0053,LL,0.0000
2004800,37.84908,-100.27313,-1.000,3.0053,LL,0.0000
2004830,39.57318,-95.81730,-1.000,3.0053,LL,0.0000
2004890,39.32922,-97.17159,-1.000,3.0053,LL,0.0000
2004920,37.51106,-97.49198,-1.000,3.0053,LL,0.0000
2004950,39.57895,-97.34219,-1.000,3.0053,LL,0.0000
2004980,37.08465,-95.64020,-1.000,3.0053,LL,0.0000
2005010,39.40484,-101.04990,-1.000,3.0053,LL,0.0000
2005040,37.19975,-99.28392,-1.000,3.0053,LL,0.0000
2005070,37.16005,-94.85616,-1.000,3.0053,LL,0.0000
2005100,39.54596,-97.69465,-1.000,3.0053,LL,0.0000
2005130,37.39661,-97.63057,-1.000,3.0053,LL,0.0000
2005250,38.31240,-96.58402,-1.000,3.0053,LL,0.0000
2005280,38.69892,-96.53802,-1.000,3.0053,LL,0.0000
2005460,37.57914,-97.25322,-1.000,3.0053,LL,0.0000
2005490,38.96231,-94.92365,-1.000,3.0053,LL,0.0000
2005580,37.75108,-99.99855,-1.000,3.0053,LL,0.0000
2005610,37.52672,-96.94229,-1.000,3.0053,LL,0.0000
2005640,39.35325,-95.07191,-1.000,3.0053,LL,0.0000
2005700,39.53516,-95.34176,-1.000,3.0053,LL,0.0000
2005730,37.92699,-96.82450,-1.000,3.0053,LL,0.0000
2005800,38.82164,-97.83640,-1.000,3.0053,LL,0.0000
2005870,38.72368,-98.17233,-1.000,3.0053,LL,0.0000
2005940,38.39990,-96.21979,-1.000,3.0053,LL,0.0000
2006000,37.54995,-95.28664,-1.000,3.0053,LL,0.0000
2006060,38.86253,-96.04742,-1.000,3.0053,LL,0.0000
2006090,38.91860,-95.09761,-1.000,3.0053,LL,0.0000
2006120,37.78399,-96.26899,-1.000,3.0053,LL,0.0000
2006180,37.85007,-94.72365,-1.000,3.0053,LL,0.0000
2006240,37.96370,-97.10672,-1.000,3.0053,LL,0.0000
2006270,37.57827,-95.89871,-1.000,3.0053,LL,0.0000
2006300,37.46324,-94.69776,-1.000,3.0053,LL,0.0000
2006330,39.35968,-94.91965,-1.000,3.0053,LL,0.0000
2006360,37.08808,-94.64165,-1.000,3.0053,LL,0.0000
2006390,38.04981,-100.73997,-1.000,3.0053,LL,0.0000
2006420,38.80398,-94.96199,-1.000,3.0053,LL,0.0000
2006450,38.26929,-95.31276,-1.000,3.0053,LL,0.0000
2006480,37.56290,-94.91476,-1.000,3.0053,LL,0.0000
2006540,37.64288,-97.53884,-1.000,3.0053,LL,0.0000
2006580,39.34628,-101.77387,-1.000,3.0053,LL,0.0000
2006660,38.35394,-98.82087,-1.000,3.0053,LL,0.0000
2006840,37.97747,-97.50995,-1.000,3.0053,LL,0.0000
2006930,38.28506,-96.11056,-1.000,3.0053,LL,0.0000
2006960,37.93009,-97.87574,-1.000,3.0053,LL,0.0000
2007020,38.86660,-99.33806,-1.000,3.0053,LL,0.0000
2007050,37.58500,-97.38234,-1.000,3.0053,LL,0.0000
2007110,38.68546,-96.91469,-1.000,3.0053,LL,0.0000
2007170,38.13101,-97.39616,-1.000,3.0053,LL,0.0000
2007260,39.32822,-99.90031,-1.000,3.0053,LL,0.0000
2007290,38.42370,-97.24649,-1.000,3.0053,LL,0.0000
2007320,38.57201,-98.82167,-1.000,3.0053,LL,0.0000
2007350,37.99307,-101.00211,-1.000,3.0053,LL,0.0000
2007380,39.44120,-95.71522,-1.000,3.0053,LL,0.0000
2007470,39.70392,-95.53075,-1.000,3.0053,LL,0.0000
2007530,39.41556,-100.39515,-1.000,3.0053,LL,0.0000
2007560,37.15980,-101.34612,-1.000,3.0053,LL,0.0000
2007590,37.80861,-95.40839,-1.000,3.0053,LL,0.0000
2007620,38.06100,-97.92091,-1.000,3.0053,LL,0.0000
2007650,37.23364,-95.77399,-1.000,3.0053,LL,0.0000
2007740,37.94741,-95.40437,-1.000,3.0053,LL,0.0000
2007750,38.11355,-94.88474,-1.000,3.0053,LL,0.0000
2007860,37.56339,-101.78096,-1.000,3.0053,LL,0.0000
2007890,39.06352,-96.75552,-1.000,3.0053,LL,0.0000
2007950,39.12588,-94.69521,-1.000,3.0053,LL,0.0000
2007970,39.23829,-96.02610,-1.000,3.0053,LL,0.0000
2008070,37.55340,-98.04017,-1.000,3.0053,LL,0.0000
2008190,37.21103,-100.66211,-1.000,3.0053,LL,0.0000
2008250,38.35125,-94.85885,-1.000,3.0053,LL,0.0000
2008280,37.99523,-101.36783,-1.000,3.0053,LL,0.0000
2008340,39.23970,-94.92430,-1.000,3.0053,LL,0.0000
2008370,38.17971,-99.12686,-1.000,3.0053,LL,0.0000
2008400,38.93292,-95.29089,-1.000,3.0053,LL,0.0000
2008430,39.30068,-94.93383,-1.000,3.0053,LL,0.0000
2008610,38.50696,-101.35743,-1.000,3.0053,LL,0.0000
2008730,37.11942,-100.94958,-1.000,3.0053,LL,0.0000
2008790,39.05191,-98.11246,-1.000,3.0053,LL,0.0000
2008970,38.59400,-94.67978,-1.000,3.0053,LL,0.0000
2009000,38.62747,-95.68059,-1.000,3.0053,LL,0.0000
2009030,38.37145,-98.15679,-1.000,3.0053,LL,0.0000
2009140,37.75908,-97.45448,-1.000,3.0053,LL,0.0000
2009180,39.14840,-96.54885,-1.000,3.0053,LL,0.0000
2009240,38.30066,-96.97693,-1.000,3.0053,LL,0.0000
2009360,39.16961,-95.20205,-1.000,3.0053,LL,0.0000
2009390,38.38223,-97.67936,-1.000,3.0053,LL,0.0000
2009420,37.18916,-100.36168,-1.000,3.0053,LL,0.0000
2009450,37.31537,-98.67879,-1.000,3.0053,LL,0.0000
2009570,39.19806,-97.67876,-1.000,3.0053,LL,0.0000
2009780,38.22553,-97.53336,-1.000,3.0053,LL,0.0000
2009840,37.47733,-97.24334,-1.000,3.0053,LL,0.0000
2009900,37.40676,-95.68326,-1.000,3.0053,LL,0.0000
2009960,38.05131,-97.29233,-1.000,3.0053,LL,0.0000
2010050,39.00360,-100.91526,-1.000,3.0053,LL,0.0000
2010080,39.80612,-100.46779,-1.000,3.0053,LL,0.0000
2010140,38.90139,-94.81300,-1.000,3.0053,LL,0.0000
2010170,39.47590,-96.17370,-1.000,3.0053,LL,0.0000
2010230,38.61523,-95.84796,-1.000,3.0053,LL,0.0000
2010260,38.48071,-94.98894,-1.000,3.0053,LL,0.0000
2010290,39.40819,-98.78784,-1.000,3.0053,LL,0.0000
2010320,39.19961,-95.35889,-1.000,3.0053,LL,0.0000
2010350,37.22645,-95.10561,-1.000,3.0053,LL,0.0000
2010410,38.78999,-95.62165,-1.000,3.0053,LL,0.0000
2010440,37.22465,-97.20867,-1.000,3.0053,LL,0.0000
2010500,38.59049,-94.87748,-1.000,3.0053,LL,0.0000
2010560,37.34890,-95.18083,-1.000,3.0053,LL,0.0000
2010620,39.06091,-95.41367,-1.000,3.0053,LL,0.0000
2010650,39.77335,-99.34259,-1.000,3.0053,LL,0.0000
2010680,39.16173,-94.85245,-1.000,3.0053,LL,0.0000
2010710,37.38728,-94.68036,-1.000,3.0053,LL,0.0000
2010740,39.19634,-99.26104,-1.000,3.0053,LL,0.0000
2010800,38.58405,-95.42723,-1.000,3.0053,LL,0.0000
2010890,37.69186,-98.65173,-1.000,3.0053,LL,0.0000
2010950,38.93404,-100.26052,-1.000,3.0053,LL,0.0000
2011080,37.72427,-97.63681,-1.000,3.0053,LL,0.0000
2011100,39.28830,-96.80253,-1.000,3.0053,LL,0.0000
2011130,37.07094,-94.71674,-1.000,3.0053,LL,0.0000
2011250,37.57272,-97.12492,-1.000,3.0053,LL,0.0000
2011310,38.85007,-98.82389,-1.000,3.0053,LL,0.0000
2011370,38.86078,-97.60726,-1.000,3.0053,LL,0.0000
